unit,scott,hodge,taylor,liu,thao,delafuente,villanueva,reimann,jordan,reid,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
52,4,5,1,10,9,8,2,6,7,3,NA,0,64,Female,White,Democrat,Master's degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)
53,9,2,7,1,3,5,4,8,10,6,NA,0,27,Male,White,Other Party,Associate degree,Unlikely,Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)
54,6,9,5,3,7,10,2,8,4,1,NA,0,77,Female,Black or African American,Democrat,Some college but no degree,Very likely,Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)
55,4,8,5,3,10,6,9,1,7,2,NA,0,32,Male,Asian and Pacific Islanders,Republican,Master's degree,Unlikely,Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)
56,6,4,3,9,8,5,1,10,2,7,NA,0,28,Male,Latino or Hispanic,Other Party,Some college but no degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)
57,7,6,5,10,2,8,3,9,1,4,NA,0,70,Male,Black or African American,Democrat,High school diploma or equivalent,Likely,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)
58,5,3,1,10,4,2,7,8,9,6,NA,0,61,Female,White,Democrat,Professional school degree,Very likely,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)
59,3,5,4,7,6,8,9,1,10,2,NA,0,32,Female,Black or African American,Democrat,Some college but no degree,Very likely,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)
60,9,10,6,3,1,2,4,8,7,5,NA,0,75,Male,Asian and Pacific Islanders,Other Party,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)
61,8,3,6,10,1,9,2,7,4,5,NA,0,41,Female,Latino or Hispanic,Democrat,Bachelor's degree,Very likely,Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)
62,10,4,7,9,8,6,2,5,3,1,NA,0,21,Female,Asian and Pacific Islanders,Democrat,High school diploma or equivalent,Very unlikely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)
63,4,5,10,9,3,1,2,6,7,8,NA,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Unlikely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)
64,5,4,9,8,6,1,10,7,3,2,NA,0,22,Male,Latino or Hispanic,Democrat,Bachelor's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)
65,2,6,7,10,5,4,1,8,9,3,NA,0,29,Female,White,Democrat,Associate degree,Very likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)
66,4,2,1,10,8,3,6,7,9,5,NA,0,52,Male,Black or African American,Democrat,Bachelor's degree,Very likely,Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)
67,7,10,6,3,4,5,9,2,8,1,NA,0,37,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)
68,7,2,1,5,4,10,9,6,8,3,NA,0,82,Female,White,Democrat,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)
69,10,1,4,7,9,6,5,8,2,3,NA,0,22,Female,Black or African American,Independent,High school diploma or equivalent,Very likely,Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)
70,7,2,5,10,4,6,1,9,3,8,NA,0,31,Female,White,Democrat,Other,Likely,Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)
71,8,2,6,10,5,4,3,9,7,1,NA,0,19,Male,White,Republican,Some college but no degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)
72,8,2,3,10,1,6,4,7,9,5,NA,0,29,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Likely,Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)
73,9,8,1,10,5,4,7,2,6,3,NA,0,22,Female,Black or African American,Democrat,Doctorate degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)
74,2,4,8,7,3,1,10,9,6,5,NA,0,21,Female,Latino or Hispanic,Democrat,Some college but no degree,Likely,Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)
75,1,4,8,10,6,3,7,9,5,2,NA,0,21,Female,Black or African American,Democrat,Bachelor's degree,Likely,Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)
76,7,5,4,1,3,9,10,8,6,2,NA,0,42,Male,White,Republican,Master's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)
77,4,6,5,9,1,7,2,10,8,3,NA,0,57,Female,White,Democrat,Some college but no degree,Very likely,John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)
78,9,6,8,5,1,3,2,7,10,4,NA,0,51,Female,Black or African American,Democrat,Some college but no degree,Very likely,Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
79,10,4,7,2,5,8,6,9,1,3,NA,0,42,Male,Black or African American,Republican,High school diploma or equivalent,Unlikely,Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)
80,5,3,1,7,4,2,10,6,8,9,NA,0,19,Male,Black or African American,Democrat,Some college but no degree,Likely,Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)
81,9,6,5,3,4,8,1,10,7,2,NA,0,31,Male,White,Republican,Master's degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)
82,8,4,1,10,5,3,7,9,6,2,NA,0,73,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)
83,6,5,7,1,9,4,10,3,2,8,NA,0,30,Female,White,Democrat,Some college but no degree,Likely,Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)
84,5,4,2,10,6,1,7,9,8,3,NA,0,68,Male,Black or African American,Democrat,Doctorate degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)
85,4,3,6,2,1,8,7,9,10,5,NA,0,35,Female,Asian and Pacific Islanders,Democrat,Master's degree,Very likely,Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)
86,4,5,6,8,10,1,3,2,9,7,NA,0,28,Male,Latino or Hispanic,Democrat,High school diploma or equivalent,Very likely,Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)
87,3,6,7,10,4,2,1,8,5,9,NA,0,28,Female,Black or African American,Independent,High school diploma or equivalent,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)
88,2,4,1,5,10,3,9,6,7,8,NA,0,79,Male,Asian and Pacific Islanders,Independent,Doctorate degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)
89,7,8,3,9,1,2,4,10,6,5,NA,0,39,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Likely,Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)
90,8,3,1,10,6,2,5,7,4,9,NA,0,67,Female,Asian and Pacific Islanders,Democrat,Professional school degree,Very likely,Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)
91,6,5,1,9,2,4,8,10,7,3,NA,0,70,Female,Black or African American,Democrat,Some college but no degree,Very likely,John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)
92,8,3,5,6,9,2,10,7,4,1,NA,0,72,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)
93,6,10,2,9,8,5,7,3,4,1,NA,0,29,Male,Black or African American,Democrat,Some college but no degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)
94,5,10,2,7,9,4,8,1,3,6,NA,0,48,Male,Black or African American,Democrat,Some college but no degree,Likely,Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)
95,2,7,3,6,4,1,10,9,8,5,NA,0,68,Male,White,Republican,Bachelor's degree,Very likely,Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)
96,10,9,4,8,1,2,6,7,3,5,NA,0,32,Female,Latino or Hispanic,Democrat,Associate degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)
97,3,1,8,6,5,4,2,7,10,9,NA,0,32,Female,Black or African American,Democrat,Some college but no degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)
98,8,5,7,10,2,1,3,9,6,4,NA,0,57,Female,Other,Democrat,High school diploma or equivalent,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)
99,4,9,1,5,2,3,10,8,7,6,NA,0,51,Male,Asian and Pacific Islanders,Republican,Some college but no degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)
100,5,3,7,9,1,8,4,6,2,10,NA,0,34,Male,Black or African American,Independent,Some college but no degree,Very likely,John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)
101,4,8,7,10,5,2,1,9,3,6,NA,0,21,Male,Latino or Hispanic,Democrat,High school diploma or equivalent,Very likely,Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)
102,7,8,2,6,3,1,5,10,9,4,NA,0,51,Female,White,Democrat,Master's degree,Very likely,Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)
103,2,3,7,5,6,1,9,10,8,4,NA,0,70,Female,White,Independent,Associate degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)
