unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
706,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,62,4,1,0,1,0,0,0,1,1,7,3
707,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,32,7,1,0,1,0,1,1,0,0,5,3
708,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,28,3,1,1,1,0,1,1,0,0,2,4
709,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,29,3,1,1,1,0,1,1,1,0,5,4
710,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,36,4,1,0,1,0,0,1,1,1,4,3
711,3,NA,NA,NA,NA,NA,NA,3------,4,0,0,1,0,52,3,1,1,1,0,0,0,0,0,3,4
712,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,36,2,1,0,1,0,1,0,1,0,7,4
713,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,47,2,1,1,0,0,0,1,1,1,9,3
714,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,48,3,1,1,0,1,0,1,1,0,4,3
715,3,NA,NA,NA,NA,NA,NA,3------,12,0,0,1,1,45,3,1,0,0,0,0,0,1,1,6,3
716,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,22,1,1,1,1,0,1,0,0,0,6,4
717,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,44,6,1,1,1,0,0,1,0,0,3,3
718,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,24,2,1,0,1,0,0,0,0,0,7,3
719,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,32,6,0,0,1,0,1,1,0,0,8,3
720,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,28,5,1,1,1,0,0,1,1,0,6,3
721,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,32,1,1,1,0,1,0,1,0,0,1,3
722,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,35,2,1,0,1,0,0,1,0,0,8,3
723,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,33,6,1,1,1,0,1,1,1,1,10,4
724,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,59,1,1,1,1,0,1,0,1,0,3,3
725,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,33,3,1,0,1,0,1,0,1,0,8,3
726,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,44,6,1,1,1,0,0,1,0,0,4,3
727,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,29,5,1,1,1,0,0,1,0,1,8,3
728,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,31,4,1,0,1,0,0,1,0,0,5,3
729,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,45,3,1,0,0,0,0,0,1,1,7,3
730,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,3,1,1,1,0,1,1,1,0,5,4
731,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,45,5,1,0,1,0,0,1,1,1,8,3
732,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,45,2,1,1,1,0,0,0,0,0,1,4
733,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,33,3,1,1,1,0,0,1,1,1,8,4
734,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,40,1,1,0,1,0,0,1,0,0,4,2
735,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,32,1,1,1,0,1,0,1,0,0,0,3
736,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,18,NA,1,0,1,0,0,0,0,0,4,2
737,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,33,3,1,0,1,0,1,0,1,0,7,3
738,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,30,3,1,0,1,0,0,1,0,0,5,3
739,4,NA,NA,NA,NA,NA,NA,4------,11,1,1,0,1,32,1,1,1,0,1,0,1,0,0,1,3
740,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,35,7,1,1,1,0,0,1,0,1,9,3
741,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,29,6,1,1,1,0,0,1,0,1,6,4
742,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,31,7,1,0,1,0,0,1,1,0,7,3
743,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,37,3,1,1,1,0,1,0,1,0,6,3
744,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,33,2,1,1,1,0,1,1,1,1,8,3
745,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,27,4,1,0,1,0,1,0,1,0,8,4
746,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,31,2,0,0,1,0,0,1,0,0,7,3
747,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,21,1,1,1,0,1,1,1,1,0,1,3
748,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,44,2,1,1,1,0,0,1,1,1,3,2
749,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,35,2,1,0,1,0,0,1,0,0,7,3
750,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,22,2,1,0,1,0,0,0,1,0,7,4
751,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,34,4,1,1,1,0,0,1,1,0,7,4
752,5,NA,NA,NA,NA,NA,NA,5------,8,0,0,0,1,33,6,1,1,1,0,0,1,1,0,8,4
753,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,22,1,1,1,1,0,1,0,0,0,4,4
754,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,34,5,1,0,0,1,0,1,1,0,8,3
755,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,43,5,1,1,1,0,0,1,1,0,4,3
756,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,48,3,1,1,0,1,0,1,1,0,4,3
757,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,25,3,1,1,1,0,0,1,0,1,1,2
758,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,33,4,1,1,0,1,0,1,0,1,4,3
759,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,22,2,1,0,1,0,0,0,1,0,10,4
760,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,31,7,1,1,1,0,0,1,0,1,9,4
761,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,28,NA,1,1,1,0,0,1,0,0,6,3
762,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,58,2,1,1,1,0,0,0,0,0,1,2
763,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,44,4,1,1,1,0,0,1,1,1,6,3
764,5,NA,NA,NA,NA,NA,NA,5------,8,0,0,0,1,43,3,1,1,1,0,0,1,1,0,4,2
765,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,35,6,1,1,1,0,0,1,1,0,8,3
766,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,43,5,1,1,1,0,0,1,1,1,3,3
767,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,35,5,1,1,1,0,0,1,1,1,4,2
768,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,43,3,1,1,1,0,0,0,0,0,2,4
769,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,22,NA,1,0,0,0,0,0,1,0,6,2
770,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,35,2,1,0,1,0,0,1,0,0,7,3
771,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,33,5,1,1,1,0,0,1,1,1,6,3
772,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,39,6,1,1,1,0,0,1,1,1,7,4
773,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,33,6,1,0,1,0,0,1,1,1,5,4
774,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,40,2,1,0,1,0,0,1,1,0,5,4
775,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,35,5,1,1,1,0,0,1,1,1,6,3
776,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,34,5,1,1,1,0,0,1,1,0,6,3
777,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,29,3,1,0,1,0,1,1,0,0,3,3
778,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,23,3,1,1,1,0,0,1,0,0,4,2
779,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,39,1,1,0,1,0,0,0,0,0,5,3
780,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,40,3,1,1,1,0,0,1,1,0,5,4
781,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,33,6,1,1,1,0,0,1,1,1,8,4
782,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,33,4,1,0,1,0,0,1,0,0,4,2
783,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,36,3,1,1,1,0,1,0,0,0,5,4
784,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,22,3,1,1,0,1,1,1,1,0,2,4
785,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,38,4,1,1,1,0,0,1,1,1,5,3
786,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,37,3,1,0,1,0,0,1,0,0,6,2
787,3,NA,NA,NA,NA,NA,NA,3------,9,1,0,0,1,37,4,1,1,1,0,0,1,1,0,2,4
788,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,37,3,1,0,0,1,0,1,0,0,6,2
789,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,26,3,1,0,1,0,0,1,0,0,4,2
790,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,35,5,1,1,1,0,0,1,1,0,6,4
791,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,28,2,1,0,1,0,0,1,0,0,6,4
792,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,48,4,1,0,1,0,0,1,1,1,7,3
793,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,31,5,1,1,1,0,0,1,1,1,7,4
794,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,35,3,1,1,1,0,0,0,1,0,6,4
795,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,37,5,1,1,1,0,0,1,1,0,3,4
796,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,41,4,1,1,1,0,0,1,1,1,2,3
797,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,31,6,1,1,1,0,0,1,0,0,7,4
798,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,31,7,1,1,1,0,0,1,0,0,9,4
799,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,45,3,1,1,0,1,0,1,1,1,5,4
800,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,50,2,1,0,1,0,0,0,0,0,3,3
801,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,27,3,1,1,1,0,1,0,0,0,8,3
802,6,NA,NA,NA,NA,NA,NA,6------,14,0,1,1,1,39,4,1,1,0,1,0,1,1,0,6,3
803,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,26,4,1,1,0,1,1,1,0,1,4,4
804,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,42,3,1,1,1,0,0,0,0,0,6,3
805,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,28,3,1,1,1,0,0,1,1,0,6,4
806,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,38,6,1,1,1,0,0,1,1,0,7,4
807,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,28,3,1,1,0,1,0,1,0,1,4,4
808,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,37,4,1,1,0,0,0,1,1,1,3,4
809,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,35,6,1,1,1,0,0,1,0,0,7,3
810,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,35,1,1,1,0,1,0,1,1,0,6,4
811,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,41,4,1,0,1,0,0,0,1,0,4,2
812,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,30,6,1,1,0,1,0,0,0,0,9,4
813,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,39,5,1,1,1,0,0,1,0,0,4,4
814,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,34,4,1,1,0,1,0,1,0,0,6,4
815,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,43,4,1,1,1,0,0,0,1,0,2,3
816,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,39,5,1,1,1,0,0,1,0,0,6,4
817,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,36,7,1,1,1,0,0,1,0,0,5,2
818,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,34,4,1,1,0,1,0,1,0,0,6,4
819,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,43,4,1,1,1,0,0,1,1,1,5,4
820,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,29,3,1,0,1,0,1,1,0,0,5,3
821,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,34,6,1,1,0,0,0,1,0,0,6,4
822,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,44,5,1,1,1,0,0,1,0,0,4,4
823,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,45,2,1,1,1,0,1,0,0,0,2,3
824,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,35,6,1,1,1,0,0,1,1,0,8,4
825,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,33,6,1,1,1,0,0,1,0,0,8,3
826,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,44,4,1,0,0,1,0,1,1,1,6,3
827,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,38,4,1,1,1,0,0,1,0,0,3,4
828,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,39,5,1,1,1,0,0,1,1,0,4,4
829,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,30,3,0,1,0,0,0,1,1,0,2,3
830,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,27,4,1,0,1,0,1,0,1,0,7,3
831,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,29,3,1,1,1,0,0,0,0,0,3,3
832,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,30,5,1,1,1,0,0,1,0,0,6,4
833,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,39,3,1,1,1,0,0,1,0,0,5,2
834,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,58,5,1,0,1,0,0,1,1,0,5,4
835,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,60,6,1,1,0,0,0,1,0,0,1,3
836,5,NA,NA,NA,NA,NA,NA,5------,12,0,0,1,1,42,4,1,1,1,0,0,0,0,0,8,3
837,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,31,5,1,1,1,0,0,1,1,1,6,4
838,3,NA,NA,NA,NA,NA,NA,3------,12,0,0,1,1,29,4,1,0,1,0,0,1,1,0,4,3
839,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,34,4,1,1,1,0,0,1,0,0,2,4
840,3,NA,NA,NA,NA,NA,NA,3------,9,1,0,0,1,38,4,1,1,1,0,0,1,0,0,3,4
841,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,28,4,0,0,1,0,1,0,0,0,4,3
842,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,26,3,1,1,0,1,1,1,0,0,2,3
843,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,36,4,1,1,0,1,0,1,1,0,7,3
844,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,52,2,1,1,0,0,1,1,0,0,3,3
845,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,39,5,1,1,1,0,0,1,1,0,4,4
846,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,38,5,1,1,1,0,0,1,0,0,7,3
847,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,33,6,1,1,1,0,0,1,0,0,5,3
848,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,42,5,1,1,0,1,0,1,1,1,4,3
849,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,64,3,1,1,0,0,0,1,1,1,3,4
850,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,36,5,1,1,1,0,1,1,0,0,4,4
851,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,30,3,0,1,0,0,0,1,1,0,2,3
852,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,26,3,1,0,1,0,1,1,0,0,4,2
853,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,39,7,1,1,0,1,0,1,1,0,0,2
854,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,32,4,1,1,1,0,0,1,0,0,8,4
855,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,35,4,1,1,0,1,0,1,1,0,6,4
856,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,33,6,1,1,1,0,0,1,0,0,6,2
857,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,44,4,1,0,0,1,0,1,1,1,6,3
858,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,41,6,1,1,1,0,0,1,1,1,4,4
859,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,38,6,1,1,1,0,0,1,1,0,8,4
860,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,45,3,1,1,1,0,0,0,1,0,0,4
861,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,34,4,1,1,1,0,0,1,0,0,2,4
862,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,65,2,1,0,0,0,1,0,1,0,4,3
863,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,36,3,1,1,1,0,0,1,0,0,6,2
864,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,37,5,1,0,1,0,0,1,0,1,8,3
865,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,36,2,1,1,1,0,0,1,1,1,4,4
866,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,50,2,1,1,1,0,0,0,1,0,4,2
867,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,24,2,1,0,1,0,0,1,0,0,5,2
868,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,31,3,1,1,1,0,1,1,0,0,5,3
869,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,1,1,1,0,1,0,0,0,0,2,3
870,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,27,4,1,1,1,0,0,1,0,1,7,3
871,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,36,6,1,1,1,0,0,0,1,0,6,4
872,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,43,5,1,1,0,1,0,1,1,0,5,4
873,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,52,4,1,1,1,0,0,1,0,0,7,3
874,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,50,2,1,1,0,1,0,0,0,0,3,4
875,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,32,3,1,1,1,0,0,1,0,0,9,4
876,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,20,NA,1,1,1,0,1,0,0,0,3,3
877,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,28,2,1,0,1,0,0,1,0,0,7,4
878,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,35,2,1,1,1,0,0,1,0,0,8,3
879,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,44,5,1,1,1,0,0,1,0,0,4,3
880,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,33,3,1,1,1,0,1,0,0,0,5,3
881,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,36,3,1,0,1,0,0,1,1,1,7,3
882,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,68,3,1,1,1,0,0,1,1,0,8,4
883,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,39,5,1,1,1,0,0,1,1,0,5,3
884,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,49,2,1,0,1,0,0,0,0,1,5,3
885,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,61,1,1,0,1,0,0,0,1,0,2,2
886,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,48,3,1,1,1,0,0,0,1,0,4,3
887,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,33,6,1,1,1,0,0,1,1,0,3,4
888,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,26,2,1,1,1,0,0,0,0,0,4,2
889,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,39,4,1,0,1,0,0,1,0,0,7,3
890,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,55,5,1,0,1,0,1,0,1,0,7,3
891,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,33,3,1,1,1,0,1,0,0,0,6,4
892,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,28,3,1,1,1,0,0,1,1,0,5,4
893,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,30,5,1,1,1,0,0,1,0,0,7,3
894,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,46,6,1,1,1,0,0,1,0,0,6,3
895,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,31,5,1,1,1,0,0,1,0,0,6,4
896,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,38,4,1,0,0,0,0,1,0,0,6,4
897,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,52,4,1,1,1,0,0,0,0,0,4,3
898,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,37,5,1,1,0,0,0,1,0,0,6,4
899,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,39,7,1,1,1,0,1,1,1,1,7,4
900,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,23,1,1,1,1,0,0,1,0,0,6,4
901,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,40,5,1,1,1,0,0,1,0,0,5,3
902,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,38,6,1,1,1,0,0,1,0,1,7,3
903,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,38,4,1,1,1,0,0,1,0,1,6,3
904,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,33,4,1,1,0,1,1,0,0,0,0,3
905,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,45,2,1,1,0,1,1,1,1,0,5,4
906,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,38,5,1,1,1,0,0,1,0,0,6,3
907,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,40,7,1,0,1,0,0,1,0,0,5,3
908,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,41,4,1,1,1,0,0,0,0,0,8,4
909,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,37,6,1,0,1,0,0,1,0,1,6,3
910,2,NA,NA,NA,NA,NA,NA,2------,14,0,1,1,1,25,3,1,0,0,1,0,1,0,0,7,4
911,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,50,3,1,1,0,1,1,0,0,0,2,3
912,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,53,1,1,0,1,0,0,1,0,0,4,4
913,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,48,NA,0,0,0,0,1,1,0,0,0,2
914,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,32,7,1,1,0,1,0,1,0,0,7,4
915,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,40,3,1,1,1,0,0,1,0,1,7,4
916,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,45,3,1,1,0,1,0,1,1,0,6,4
917,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,30,4,1,1,0,0,0,0,1,0,10,4
918,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,47,2,1,0,0,0,0,0,1,0,3,3
919,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,28,4,1,1,1,0,0,1,0,0,5,4
920,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,38,5,1,1,1,0,1,1,0,0,5,4
921,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,64,3,1,0,0,1,1,0,0,0,3,4
922,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,37,5,1,1,1,0,0,1,1,0,6,3
923,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,29,4,0,0,1,0,0,1,1,1,3,2
924,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,48,1,1,1,1,0,0,1,0,0,8,3
925,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,44,3,1,1,1,0,0,1,0,1,6,3
926,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,31,1,1,0,1,0,0,0,0,0,5,4
927,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,39,3,1,0,0,0,0,1,1,0,6,4
928,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,34,1,1,1,1,0,0,1,1,0,6,3
929,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,33,5,1,1,1,0,1,1,0,0,7,4
930,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,52,6,1,1,1,0,0,1,1,1,8,4
931,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,33,2,1,0,0,1,0,0,0,0,2,3
932,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,45,4,1,1,1,0,0,1,1,0,5,4
933,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,58,4,1,1,1,0,0,0,1,0,2,3
934,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,43,4,1,1,0,0,0,1,0,0,5,4
935,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,22,1,1,0,0,0,1,1,0,0,4,2
936,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,35,5,1,0,1,0,0,1,1,0,8,3
937,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,32,1,1,0,1,0,0,1,1,0,8,3
938,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,27,NA,1,1,1,0,0,1,1,1,5,3
939,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,44,4,1,1,1,0,0,1,1,0,5,3
940,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,52,5,1,0,1,0,0,1,0,0,5,4
