unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
625,NA,NA,5,1,NA,NA,--51--,3,1,1,9,2,0,0,1,1,0.8399999737739563,0.6700000166893005,0.6700000166893005,1,1,1,3
626,NA,NA,4,1,NA,NA,--41--,3,0.75,1,2,5,1,0,0,0.75,1,1,1,1,1,0,6
627,NA,NA,3,2,NA,NA,--32--,3,0.5,1,3,4,1,0,1,0.5,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,4
628,NA,NA,4,3,NA,NA,--43--,3,0.75,1,2,5,0,0,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,0,6
629,NA,NA,2,3,NA,NA,--23--,3,1,1,9,6,1,0,0.6700000166893005,0.5,1,1,0.8399999737739563,0,0,NA,7
630,NA,NA,5,3,NA,NA,--53--,3,1,0,3,3,1,1,0.8399999737739563,1,0.6700000166893005,1,0.8399999737739563,0,1,1,3
631,NA,NA,6,4,NA,NA,--64--,3,0.25,0,3,5,1,1,0,0.25,0.6700000166893005,1,0.6700000166893005,0,0,0,7
632,NA,NA,5,6,NA,NA,--56--,3,1,1,5,6,0,0,0.33000001311302185,1,1,1,1,0,1,NA,3
633,NA,NA,6,4,NA,NA,--64--,3,1,1,7,5,1,0,0.5,0.75,0.5,1,0.33000001311302185,0,1,NA,6
634,NA,NA,5,1,NA,NA,--51--,3,0.5,0,10,5,1,1,0.6700000166893005,0.5,0.33000001311302185,0.6700000166893005,0.5,1,1,NA,4
635,NA,NA,4,1,NA,NA,--41--,3,1,0,6,3,1,1,0.5,1,1,1,1,1,0,NA,5
636,NA,NA,6,5,NA,NA,--65--,3,0.5,1,7,6,1,0,0.33000001311302185,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,NA,7
637,NA,NA,2,1,NA,NA,--21--,3,1,1,6,6,1,0,0.6700000166893005,0.75,1,0.8399999737739563,0.5,1,1,NA,5
638,NA,NA,NA,NA,NA,NA,------,3,1,0,4,2,1,1,0.5,1,1,1,1,NA,1,NA,5
639,NA,NA,2,3,NA,NA,--23--,3,0.75,1,9,6,1,0,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,1,6
640,NA,NA,4,3,NA,NA,--43--,3,0.75,0,3,5,0,1,1,0.75,0.6700000166893005,0.6700000166893005,0.8399999737739563,0,1,1,2
641,NA,NA,4,5,NA,NA,--45--,3,0,0,13,6,0,1,0.8399999737739563,0,0.5,0.5,0.5,0,0,1,4
642,NA,NA,3,2,NA,NA,--32--,3,0.75,0,2,1,1,1,0.5,0.5,0.6700000166893005,1,1,0,0,NA,2
643,NA,NA,5,1,NA,NA,--51--,3,1,0,4,6,1,1,1,0.75,1,1,0.6700000166893005,1,1,1,6
644,NA,NA,4,3,NA,NA,--43--,3,1,1,3,6,1,0,0.1599999964237213,1,1,1,1,0,0,0,3
645,NA,NA,6,4,NA,NA,--64--,3,0.5,0,2,2,1,1,0,0.5,0.5,0.33000001311302185,0.33000001311302185,0,0,0,7
646,NA,NA,6,4,NA,NA,--64--,3,0.5,0,2,3,1,1,0.33000001311302185,0.25,0.33000001311302185,0.33000001311302185,0.33000001311302185,0,0,NA,2
647,NA,NA,1,3,NA,NA,--13--,3,1,1,3,3,1,0,0.6700000166893005,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,5
648,NA,NA,3,1,NA,NA,--31--,3,0.75,1,6,3,1,0,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,1,4
649,NA,NA,3,2,NA,NA,--32--,3,1,0,3,3,0,1,0.8399999737739563,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,3
650,NA,NA,2,1,NA,NA,--21--,3,1,0,4,6,1,1,0.6700000166893005,1,1,1,0.6700000166893005,1,0,NA,8
651,NA,NA,5,3,NA,NA,--53--,3,0.25,1,5,6,1,0,0.1599999964237213,0.25,0.5,0.8399999737739563,0.5,0,0,0,7
652,NA,NA,3,2,NA,NA,--32--,3,0.75,0,3,4,1,1,0.1599999964237213,0.75,1,1,1,0,1,0,4
653,NA,NA,4,1,NA,NA,--41--,3,0.75,0,1,1,0,1,0.5,1,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,1,NA,2
654,NA,NA,2,3,NA,NA,--23--,3,0.75,1,4,4,0,0,0.33000001311302185,0.75,1,1,1,0,0,NA,5
655,NA,NA,5,2,NA,NA,--52--,3,0.5,0,4,2,1,1,0.1599999964237213,0.5,0.5,0.5,0.6700000166893005,0,0,0,3
656,NA,NA,6,2,NA,NA,--62--,3,1,0,6,6,1,1,0,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,6
657,NA,NA,3,4,NA,NA,--34--,3,1,0,13,3,1,1,0,1,1,0.6700000166893005,0.8399999737739563,0,1,0,4
658,NA,NA,2,1,NA,NA,--21--,3,1,1,6,2,0,0,0.8399999737739563,1,1,1,1,1,0,1,2
659,NA,NA,4,1,NA,NA,--41--,3,0.5,0,9,5,1,1,0.1599999964237213,0.5,0.33000001311302185,0.5,0.5,1,0,0,3
660,NA,NA,4,1,NA,NA,--41--,3,0.5,0,3,2,0,1,0.8399999737739563,0.5,1,1,1,1,0,1,7
661,NA,NA,3,2,NA,NA,--32--,3,0.75,1,3,2,1,0,0,0.75,0.5,0.8399999737739563,0.8399999737739563,0,0,0,4
662,NA,NA,5,3,NA,NA,--53--,3,0,1,4,6,0,0,0.33000001311302185,0,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0,NA,5
663,NA,NA,5,4,NA,NA,--54--,3,0.25,0,4,2,1,1,0.8399999737739563,0.25,0.5,0.5,0.5,0,0,1,4
664,NA,NA,4,2,NA,NA,--42--,3,0.5,1,7,5,1,0,1,0.75,1,0.8399999737739563,0.8399999737739563,0,0,1,4
665,NA,NA,5,2,NA,NA,--52--,3,0.75,1,2,2,1,0,0.5,0.25,0.6700000166893005,0.8399999737739563,0.5,0,1,NA,6
666,NA,NA,2,3,NA,NA,--23--,3,0.25,1,13,6,1,0,0.6700000166893005,0.5,0.8399999737739563,0.6700000166893005,0.5,0,1,NA,7
667,NA,NA,1,3,NA,NA,--13--,3,0,0,1,5,1,1,0.5,0.5,1,1,1,0,0,NA,6
668,NA,NA,4,3,NA,NA,--43--,3,0.5,0,10,5,0,1,0.5,0.5,0.5,0.5,0.5,0,0,NA,4
669,NA,NA,5,3,NA,NA,--53--,3,0.75,0,7,4,0,1,1,0.75,0.6700000166893005,0.8399999737739563,1,0,0,1,2
670,NA,NA,4,2,NA,NA,--42--,3,0.5,1,10,5,1,0,0.8399999737739563,0.5,0.5,0.8399999737739563,0.5,0,0,1,6
671,NA,NA,4,2,NA,NA,--42--,3,0.75,1,3,2,1,0,0.5,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
672,NA,NA,1,2,NA,NA,--12--,3,1,0,7,4,0,1,0.8399999737739563,1,1,1,1,0,0,1,4
673,NA,NA,5,1,NA,NA,--51--,3,0.75,0,8,5,1,1,0,0.75,0.6700000166893005,0.8399999737739563,1,1,1,0,4
674,NA,NA,6,2,NA,NA,--62--,3,1,0,3,3,1,1,0,1,0.6700000166893005,0.8399999737739563,0.5,0,1,0,5
675,NA,NA,5,2,NA,NA,--52--,3,1,1,5,6,1,0,0.1599999964237213,0.5,1,1,0.6700000166893005,0,0,0,6
676,NA,NA,5,3,NA,NA,--53--,3,0.5,0,4,5,1,1,0.1599999964237213,0.25,1,0.8399999737739563,0.6700000166893005,0,0,0,5
677,NA,NA,4,2,NA,NA,--42--,3,1,1,4,6,1,0,0.8399999737739563,1,1,1,1,0,0,1,4
678,NA,NA,5,2,NA,NA,--52--,3,0,1,10,6,1,0,1,0,0.5,0.6700000166893005,0.1599999964237213,0,0,1,7
679,NA,NA,1,2,NA,NA,--12--,3,0.5,0,4,5,1,1,0.5,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
680,NA,NA,4,2,NA,NA,--42--,3,1,0,3,6,0,1,1,1,1,1,1,0,0,1,7
681,NA,NA,4,1,NA,NA,--41--,3,1,0,3,2,1,1,0.8399999737739563,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,1,1,3
682,NA,NA,2,6,NA,NA,--26--,3,1,0,4,4,1,1,0.8399999737739563,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,5
683,NA,NA,5,4,NA,NA,--54--,3,1,1,2,5,1,0,0.33000001311302185,1,0.6700000166893005,1,1,0,0,NA,4
684,NA,NA,4,2,NA,NA,--42--,3,1,0,9,5,1,1,0.1599999964237213,1,0.6700000166893005,1,0.8399999737739563,0,0,0,4
685,NA,NA,3,1,NA,NA,--31--,3,1,0,4,2,1,1,1,1,1,1,1,1,0,1,7
686,NA,NA,5,1,NA,NA,--51--,3,1,0,1,2,0,1,0,1,1,1,1,1,1,0,3
687,NA,NA,1,4,NA,NA,--14--,3,0.5,0,2,3,1,1,1,0.5,1,1,0.8399999737739563,0,1,1,7
688,NA,NA,3,4,NA,NA,--34--,4,0.75,1,5,4,1,0,1,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,5
689,NA,NA,3,4,NA,NA,--34--,4,0.5,0,2,2,1,1,1,0.5,1,1,1,0,0,1,7
690,NA,NA,6,3,NA,NA,--63--,4,1,1,4,3,1,0,0.1599999964237213,1,0.8399999737739563,0.8399999737739563,1,0,1,0,3
691,NA,NA,3,1,NA,NA,--31--,4,0.75,1,6,5,1,0,0.6700000166893005,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,0,NA,7
692,NA,NA,6,4,NA,NA,--64--,4,0.5,1,5,6,1,0,0,0.5,0.5,0.5,0.5,0,0,0,7
693,NA,NA,4,1,NA,NA,--41--,4,1,0,3,2,1,1,0.1599999964237213,1,1,1,1,1,1,0,6
694,NA,NA,4,3,NA,NA,--43--,4,0.5,1,4,5,1,0,0.6700000166893005,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,NA,4
695,NA,NA,5,2,NA,NA,--52--,4,0.75,0,2,2,0,1,1,0.75,0.6700000166893005,1,0.8399999737739563,0,0,1,6
696,NA,NA,6,3,NA,NA,--63--,4,0.75,1,6,5,1,0,0,0.75,0.5,0.6700000166893005,0.5,0,0,0,7
697,NA,NA,1,3,NA,NA,--13--,4,1,0,2,NA,0,1,1,1,1,1,1,0,1,1,7
698,NA,NA,1,2,NA,NA,--12--,4,0.75,1,13,6,1,0,0.6700000166893005,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,NA,7
699,NA,NA,5,1,NA,NA,--51--,4,0.75,0,4,2,1,1,0.5,0.75,1,1,1,1,1,NA,4
700,NA,NA,NA,NA,NA,NA,------,4,0.25,1,2,3,0,0,1,0.5,0.33000001311302185,0.33000001311302185,0.33000001311302185,NA,0,1,5
701,NA,NA,NA,NA,NA,NA,------,4,0.75,1,3,5,1,0,1,1,1,1,1,NA,1,1,4
702,NA,NA,4,3,NA,NA,--43--,4,1,0,2,2,1,1,0.5,1,0.8399999737739563,1,0.6700000166893005,0,1,NA,4
703,NA,NA,6,5,NA,NA,--65--,4,1,1,5,5,1,0,0,1,0.5,1,0.5,0,1,0,6
704,NA,NA,4,1,NA,NA,--41--,4,1,0,2,3,1,1,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,0,1,6
705,NA,NA,5,1,NA,NA,--51--,4,1,0,8,6,1,1,0.8399999737739563,0.75,1,1,1,1,1,1,5
706,NA,NA,3,2,NA,NA,--32--,4,1,1,7,5,1,0,1,0,0.6700000166893005,1,0.5,0,0,1,7
707,NA,NA,6,5,NA,NA,--65--,4,1,0,2,4,1,1,0,1,1,1,1,0,1,0,6
708,NA,NA,6,2,NA,NA,--62--,4,0.75,0,3,4,0,1,0.5,0.75,1,1,0.8399999737739563,0,1,NA,4
709,NA,NA,3,1,NA,NA,--31--,4,1,1,3,5,0,0,0.1599999964237213,1,0.5,0.6700000166893005,0.6700000166893005,1,1,0,2
710,NA,NA,NA,NA,NA,NA,------,4,1,1,6,2,1,0,1,1,1,1,1,NA,1,1,5
711,NA,NA,5,6,NA,NA,--56--,4,0.75,0,3,3,1,1,0.8399999737739563,0.75,1,1,1,0,1,1,6
712,NA,NA,5,4,NA,NA,--54--,4,1,1,13,5,1,0,0,1,0.8399999737739563,1,1,0,1,0,3
713,NA,NA,3,1,NA,NA,--31--,4,1,0,5,6,1,1,1,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,7
714,NA,NA,4,1,NA,NA,--41--,4,0.75,1,4,4,1,0,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,7
715,NA,NA,6,4,NA,NA,--64--,4,0.25,0,4,2,1,1,0.1599999964237213,0,1,1,1,0,0,0,6
716,NA,NA,NA,NA,NA,NA,------,4,1,0,9,6,1,1,0,1,0.8399999737739563,1,0.8399999737739563,NA,1,0,6
717,NA,NA,1,2,NA,NA,--12--,4,1,1,4,2,1,0,1,1,1,1,1,0,1,1,6
718,NA,NA,6,2,NA,NA,--62--,4,1,1,4,3,0,0,0,1,1,1,1,0,0,0,3
719,NA,NA,6,1,NA,NA,--61--,4,0.75,0,3,4,1,1,1,0.5,1,1,1,1,0,1,5
720,NA,NA,NA,NA,NA,NA,------,4,0.75,0,3,3,1,1,0,0,0.1599999964237213,0.1599999964237213,0.1599999964237213,NA,0,0,7
721,NA,NA,5,1,NA,NA,--51--,4,0.75,0,2,3,1,1,0.5,0.5,0.6700000166893005,0.8399999737739563,0.5,1,1,NA,8
722,NA,NA,4,1,NA,NA,--41--,4,1,0,5,4,0,1,0.8399999737739563,1,1,1,1,1,0,1,7
723,NA,NA,6,2,NA,NA,--62--,4,1,1,2,3,0,0,1,0.75,1,1,1,0,0,1,2
724,NA,NA,3,1,NA,NA,--31--,4,0.5,1,2,3,0,0,0.8399999737739563,0.75,0.33000001311302185,0.6700000166893005,0.6700000166893005,1,0,1,2
725,NA,NA,5,1,NA,NA,--51--,4,0.75,1,11,5,1,0,0.5,0.5,1,1,1,1,0,NA,6
726,NA,NA,6,2,NA,NA,--62--,4,0.5,1,7,5,1,0,0,0.5,0.6700000166893005,0.6700000166893005,0.33000001311302185,0,0,0,4
727,NA,NA,4,5,NA,NA,--45--,4,0.5,1,4,3,1,0,0.1599999964237213,0.5,0.6700000166893005,0.5,0.5,0,0,0,4
728,NA,NA,6,4,NA,NA,--64--,4,0.75,0,2,4,1,1,0.33000001311302185,1,0.5,0.6700000166893005,0,0,1,NA,6
729,NA,NA,NA,NA,NA,NA,------,4,0.75,1,13,6,1,0,0,0.25,0.1599999964237213,0.1599999964237213,0.33000001311302185,NA,1,0,4
730,NA,NA,2,4,NA,NA,--24--,4,0.5,0,4,3,1,1,0.1599999964237213,0.5,0.5,0.5,0.5,0,0,0,6
731,NA,NA,5,1,NA,NA,--51--,4,0.75,1,4,2,0,0,0.8399999737739563,0.5,0.33000001311302185,0.5,0.5,1,0,1,2
732,NA,NA,2,3,NA,NA,--23--,4,0.75,0,13,6,1,1,1,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,1,4
733,NA,NA,5,1,NA,NA,--51--,4,1,0,5,5,0,1,0,0.75,1,1,1,1,0,0,3
734,NA,NA,3,4,NA,NA,--34--,4,0.75,0,5,5,1,1,0.5,0.75,0.8399999737739563,1,0.8399999737739563,0,1,NA,7
735,NA,NA,2,4,NA,NA,--24--,4,0.75,1,13,6,1,0,0.8399999737739563,0.25,0.8399999737739563,0.8399999737739563,0.5,0,0,1,4
736,NA,NA,NA,NA,NA,NA,------,4,0.5,1,13,6,1,0,0.1599999964237213,0.25,0.8399999737739563,0.6700000166893005,0.5,NA,1,0,7
737,NA,NA,5,1,NA,NA,--51--,4,1,0,10,6,1,1,0.33000001311302185,1,0.6700000166893005,0.6700000166893005,0.8399999737739563,1,1,NA,4
738,NA,NA,NA,NA,NA,NA,------,4,0.5,1,5,3,1,0,1,0.5,0.8399999737739563,0.6700000166893005,0.8399999737739563,NA,1,1,3
739,NA,NA,5,1,NA,NA,--51--,4,0.75,1,6,5,1,0,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,0,5
740,NA,NA,4,2,NA,NA,--42--,4,1,0,4,5,1,1,1,0.75,1,1,1,0,1,1,5
741,NA,NA,NA,NA,NA,NA,------,4,0.5,0,7,5,1,1,0.6700000166893005,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,1,NA,3
742,NA,NA,6,3,NA,NA,--63--,4,0.25,1,7,6,0,0,0.33000001311302185,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,7
743,NA,NA,6,1,NA,NA,--61--,4,0.75,0,1,4,1,1,0.5,0.5,0.8399999737739563,0.6700000166893005,0.6700000166893005,1,1,NA,4
744,NA,NA,6,2,NA,NA,--62--,4,1,1,5,6,1,0,0,1,0.6700000166893005,0.8399999737739563,0.33000001311302185,0,0,0,4
745,NA,NA,3,4,NA,NA,--34--,4,0.75,1,4,5,1,0,1,0.25,0.6700000166893005,0.6700000166893005,0.8399999737739563,0,1,1,3
746,NA,NA,2,1,NA,NA,--21--,4,1,0,7,5,1,1,0.6700000166893005,1,1,1,0.5,1,1,NA,6
747,NA,NA,NA,NA,NA,NA,------,4,1,0,8,4,0,1,1,1,1,1,1,NA,0,1,5
748,NA,NA,1,3,NA,NA,--13--,4,1,0,1,2,1,1,1,1,1,1,1,0,1,1,6
749,NA,NA,1,3,NA,NA,--13--,4,0.75,0,5,4,1,1,1,0.75,0.8399999737739563,1,0.8399999737739563,0,1,1,7
750,NA,NA,5,1,NA,NA,--51--,4,0.75,0,6,5,1,1,0.5,0.75,1,0.8399999737739563,0.8399999737739563,1,0,NA,7
751,NA,NA,3,1,NA,NA,--31--,4,1,1,6,3,1,0,1,0.75,0.8399999737739563,0.8399999737739563,0.5,1,0,1,7
752,NA,NA,5,3,NA,NA,--53--,4,0.75,1,3,3,1,0,0.5,0.75,0.5,0.33000001311302185,0.5,0,0,NA,3
753,NA,NA,4,2,NA,NA,--42--,4,0.75,0,4,5,1,1,1,0.25,0.8399999737739563,1,0.6700000166893005,0,0,1,7
754,NA,NA,NA,NA,NA,NA,------,4,0.5,0,5,6,1,1,1,0.25,1,1,1,NA,0,1,7
755,NA,NA,4,2,NA,NA,--42--,4,0.75,1,4,6,1,0,0.5,0.75,0.6700000166893005,0.6700000166893005,0.33000001311302185,0,1,NA,7
756,NA,NA,6,2,NA,NA,--62--,4,1,0,3,3,0,1,0,0.75,0.6700000166893005,0.5,0.33000001311302185,0,1,0,6
757,NA,NA,6,5,NA,NA,--65--,4,0.75,1,7,3,1,0,0,0.5,0.6700000166893005,0.8399999737739563,0.5,0,0,0,4
758,NA,NA,4,2,NA,NA,--42--,4,0.75,1,2,2,1,0,0.1599999964237213,0.75,0.8399999737739563,1,1,0,1,0,5
759,NA,NA,4,3,NA,NA,--43--,4,0.5,1,3,2,1,0,0.33000001311302185,0.5,0.6700000166893005,0.5,0.5,0,0,NA,3
760,NA,NA,3,1,NA,NA,--31--,4,0.75,0,2,3,1,1,0.5,1,0.8399999737739563,1,0.8399999737739563,1,1,NA,3
761,NA,NA,2,3,NA,NA,--23--,4,0.75,0,4,2,1,1,0.8399999737739563,0.5,1,1,1,0,0,1,3
762,NA,NA,6,1,NA,NA,--61--,4,1,1,2,4,1,0,0,1,0.6700000166893005,0.8399999737739563,0.5,1,1,0,6
763,NA,NA,5,3,NA,NA,--53--,4,0.5,1,6,6,1,0,1,0,0.5,0.8399999737739563,0.1599999964237213,0,1,1,4
764,NA,NA,4,1,NA,NA,--41--,4,0.75,1,3,2,1,0,0.1599999964237213,0.5,0.6700000166893005,1,1,1,1,0,2
765,NA,NA,4,1,NA,NA,--41--,4,1,1,1,2,1,0,0.5,1,1,1,1,1,0,NA,7
766,NA,NA,3,5,NA,NA,--35--,4,0.75,1,4,3,0,0,1,0.75,0.5,0.6700000166893005,0.6700000166893005,0,1,1,5
767,NA,NA,1,4,NA,NA,--14--,4,0.75,1,8,6,1,0,0.8399999737739563,0.75,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,4
768,NA,NA,2,4,NA,NA,--24--,4,0.5,0,4,5,1,1,1,0.5,0.5,0.5,0.5,0,0,1,3
769,NA,NA,6,3,NA,NA,--63--,4,1,0,3,5,1,1,0.8399999737739563,1,0.8399999737739563,1,0.6700000166893005,0,1,1,6
770,NA,NA,4,2,NA,NA,--42--,4,1,1,1,4,1,0,1,0.75,0.8399999737739563,1,0.8399999737739563,0,0,1,4
771,NA,NA,1,2,NA,NA,--12--,4,1,0,9,5,1,1,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,4
772,NA,NA,6,2,NA,NA,--62--,4,0.75,0,6,4,NA,1,0.1599999964237213,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,0,6
773,NA,NA,1,4,NA,NA,--14--,4,0.75,0,2,2,1,1,0.5,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,NA,5
774,NA,NA,3,5,NA,NA,--35--,4,0.75,1,1,3,0,0,1,0.75,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,5
775,NA,NA,6,3,NA,NA,--63--,4,1,1,6,6,1,0,0,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,0,5
776,NA,NA,4,1,NA,NA,--41--,4,0.75,1,6,3,1,0,0.8399999737739563,0.25,NA,0.6700000166893005,0.5,1,0,1,7
777,NA,NA,1,2,NA,NA,--12--,4,0.75,1,4,6,1,0,1,0.75,1,1,1,0,0,1,6
778,NA,NA,6,3,NA,NA,--63--,4,1,0,3,2,1,1,0.1599999964237213,1,0.5,0.6700000166893005,0.6700000166893005,0,1,0,3
779,NA,NA,2,1,NA,NA,--21--,4,0.75,1,10,5,1,0,1,0.75,0.8399999737739563,1,0.8399999737739563,1,0,1,7
780,NA,NA,6,3,NA,NA,--63--,4,0.5,1,2,5,1,0,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.5,0,0,0,6
781,NA,NA,4,3,NA,NA,--43--,4,1,0,1,3,0,1,0.6700000166893005,1,0.8399999737739563,0.33000001311302185,0.8399999737739563,0,1,NA,2
782,NA,NA,4,3,NA,NA,--43--,4,0,1,10,6,1,0,0.8399999737739563,0.5,0.6700000166893005,0.8399999737739563,0,0,0,1,6
783,NA,NA,5,1,NA,NA,--51--,4,0.75,0,7,6,0,1,0.1599999964237213,0.75,0.8399999737739563,1,0.8399999737739563,1,1,0,5
784,NA,NA,6,4,NA,NA,--64--,4,0.5,1,2,2,1,0,0.8399999737739563,0.75,0.8399999737739563,1,1,0,0,1,7
785,NA,NA,5,1,NA,NA,--51--,4,1,0,4,2,1,1,0.33000001311302185,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,1,1,NA,2
786,NA,NA,2,1,NA,NA,--21--,4,0.75,1,4,5,1,0,1,0.75,0.8399999737739563,0.6700000166893005,0.6700000166893005,1,0,1,7
787,NA,NA,NA,NA,NA,NA,------,4,1,0,6,5,1,1,0.5,0.5,0.6700000166893005,1,0.8399999737739563,NA,1,NA,6
788,NA,NA,3,2,NA,NA,--32--,4,0.25,0,4,2,1,1,0.33000001311302185,0.25,1,1,1,0,0,NA,4
789,NA,NA,3,6,NA,NA,--36--,4,0.75,1,3,3,1,0,0,0.75,1,1,1,0,1,0,6
790,NA,NA,1,2,NA,NA,--12--,4,1,1,4,5,1,0,0.6700000166893005,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,NA,7
791,NA,NA,6,2,NA,NA,--62--,4,1,0,5,5,0,1,1,1,1,1,1,0,1,1,3
792,NA,NA,3,1,NA,NA,--31--,4,0.25,0,5,5,0,1,0.5,0.25,1,1,1,1,0,NA,7
793,NA,NA,4,3,NA,NA,--43--,4,0.5,1,8,6,1,0,0.1599999964237213,0.5,0.6700000166893005,0.8399999737739563,0.5,0,0,0,5
794,NA,NA,4,1,NA,NA,--41--,4,1,0,2,3,1,1,0.1599999964237213,1,1,1,1,1,1,0,5
795,NA,NA,5,3,NA,NA,--53--,4,0.75,0,6,5,1,1,0.1599999964237213,1,0.8399999737739563,0.8399999737739563,0.5,0,1,0,5
796,NA,NA,6,4,NA,NA,--64--,4,0.5,1,7,6,1,0,0.33000001311302185,0.5,0.6700000166893005,0.6700000166893005,0.5,0,0,NA,7
797,NA,NA,6,4,NA,NA,--64--,4,0.5,1,2,3,1,0,0.5,0.5,0.6700000166893005,0.8399999737739563,0.5,0,0,NA,6
798,NA,NA,4,1,NA,NA,--41--,4,1,1,7,4,0,0,1,0.75,1,1,1,1,0,1,5
799,NA,NA,1,3,NA,NA,--13--,4,0.5,1,4,2,1,0,0.8399999737739563,0.5,0.5,0.5,0.5,0,0,1,4
800,NA,NA,4,3,NA,NA,--43--,4,0.5,0,13,6,1,1,1,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,1,6
801,NA,NA,4,1,NA,NA,--41--,4,1,0,3,4,0,1,0.1599999964237213,1,1,1,1,1,1,0,2
802,NA,NA,6,3,NA,NA,--63--,4,1,0,2,2,0,1,0.5,1,1,1,1,0,1,NA,3
803,NA,NA,1,4,NA,NA,--14--,4,0.5,1,2,3,1,0,0.5,0.5,0.8399999737739563,0.6700000166893005,0.8399999737739563,0,0,NA,5
804,NA,NA,NA,NA,NA,NA,------,4,0.75,0,3,4,0,1,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,1,0,6
805,NA,NA,NA,NA,NA,NA,------,4,1,0,2,3,0,1,1,1,1,1,1,NA,0,1,6
806,NA,NA,3,4,NA,NA,--34--,4,0.75,1,2,5,0,0,0.5,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,4
807,NA,NA,6,4,NA,NA,--64--,4,0.75,1,10,6,0,0,0,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,4
808,NA,NA,3,2,NA,NA,--32--,4,0.75,0,1,2,0,1,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,1,5
809,NA,NA,NA,NA,NA,NA,------,4,1,1,3,2,0,0,1,0.75,1,1,1,NA,1,1,4
810,NA,NA,2,1,NA,NA,--21--,4,1,1,1,3,0,0,0.33000001311302185,1,1,0.6700000166893005,1,1,0,NA,2
811,NA,NA,6,4,NA,NA,--64--,4,0.5,1,4,4,1,0,0,0.5,0.5,0.5,0.5,0,0,0,7
812,NA,NA,1,2,NA,NA,--12--,4,0,1,5,5,1,0,1,0,1,1,1,0,0,1,6
813,NA,NA,6,3,NA,NA,--63--,4,0.5,0,3,4,1,1,0.1599999964237213,0.75,0.5,0.5,0.5,0,0,0,2
814,NA,NA,6,3,NA,NA,--63--,4,0.5,1,8,5,1,0,0.5,0.25,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,NA,5
815,NA,NA,5,3,NA,NA,--53--,4,0.75,0,4,4,1,1,0.5,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,NA,6
816,NA,NA,4,2,NA,NA,--42--,4,0.75,1,3,2,0,0,0.1599999964237213,0.75,0.6700000166893005,0.5,0.6700000166893005,0,0,0,3
817,NA,NA,3,4,NA,NA,--34--,4,1,0,4,2,1,1,0,1,1,1,1,0,1,0,6
818,NA,NA,NA,NA,NA,NA,------,4,0.75,1,9,5,1,0,0.5,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,0,NA,7
