unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
437,NA,1,NA,NA,NA,NA,-1----,2,6,25,0,32,3,4,1,5,1,11,4,2013,1,1,5,3,2,2,1,4,3,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
438,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,35,1,3,1,5,0,7,4,2012,1,1,5,1,1,1,1,4,2,5,2,2,-98,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,NA,1,NA,NA,NA,2,-1---2,1,6,25,1,33,2,5,1,6,0,7,4,2012,1,1,5,1,1,1,1,4,3,4,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
440,NA,1,NA,NA,NA,NA,-1----,1,2,4,1,46,2,8,2,8,1,11,3,2014,1,1,4,1,3,1,2,4,3,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
441,NA,1,NA,NA,NA,NA,-1----,0,2,4,1,43,3,7,2,5,1,10,5,2012,1,1,4,1,2,1,1,4,3,1,2,2,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,1,NA,NA,NA,NA,-1----,3,2,4,1,49,1,9,2,8,1,7,6,2012,1,1,4,1,2,1,2,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
443,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,30,3,12,3,5,0,7,2,2012,1,1,5,2,1,1,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,NA,NA,NA,NA
444,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,37,1,12,2,5,0,7,8,2011,1,1,5,3,1,1,1,4,4,1,-98,3,-98,-98,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,25,3,5,2,5,0,7,2,2012,1,1,5,4,4,-98,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
446,NA,1,NA,NA,NA,2,-1---2,2,6,25,1,24,2,13,2,3,0,7,5,2014,1,1,5,2,2,2,2,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
447,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,22,3,12,2,4,0,7,5,2014,1,1,4,4,4,4,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
448,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,30,2,4,1,7,0,7,6,2011,1,1,5,3,4,3,2,3,3,1,2,3,-98,-98,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,63,1,8,3,3,0,7,8,2011,1,1,5,3,4,4,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
450,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,25,2,7,3,4,0,7,3,2016,1,1,5,3,1,-98,1,1,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,1,NA,NA,NA,NA
451,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,22,3,7,3,4,0,7,3,2016,1,1,5,2,4,1,4,3,3,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,NA,NA,NA,NA
452,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,20,2,7,3,5,0,7,4,2016,1,1,5,4,4,4,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
453,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,40,1,9,2,8,0,7,3,2015,1,1,5,3,1,1,4,4,4,2,2,-98,-98,-98,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,1,NA,NA,NA,--1---,1,6,25,1,27,1,13,2,7,0,7,9,2011,1,1,5,1,2,3,3,4,2,4,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
455,NA,NA,NA,NA,NA,NA,------,1,6,25,0,30,2,5,2,7,0,7,8,2011,1,1,5,1,3,3,3,4,2,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
456,NA,NA,NA,NA,NA,NA,------,0,6,25,0,27,2,7,2,4,0,7,4,2015,1,1,1,1,3,1,1,4,2,4,2,3,2,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,1,NA,NA,NA,2,-1---2,0,6,25,1,55,1,5,2,5,0,7,5,2012,1,1,5,1,2,1,1,4,3,2,-98,-98,-98,1,0,0,1,0,1,-99,0,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,2,NA,NA,NA,1,-2---1,0,6,25,0,24,2,8,2,3,0,7,7,2015,1,1,1,1,1,1,1,4,1,5,2,2,2,-98,1,0,1,0,-99,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,23,1,8,2,7,0,7,6,2014,1,1,1,1,1,1,1,3,4,2,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA
460,NA,1,NA,NA,NA,2,-1---2,2,6,25,0,53,1,9,2,7,0,7,6,2013,1,1,5,1,1,1,1,4,2,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
461,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,47,1,7,2,5,0,7,7,2011,1,1,5,1,3,3,3,4,4,5,2,3,2,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,1,NA,NA,NA,NA,-1----,2,6,25,0,40,3,7,2,7,0,7,7,2011,1,1,5,2,3,3,3,4,2,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
463,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,22,2,7,2,2,0,7,5,2011,1,1,1,1,3,2,2,4,2,5,2,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,57,1,9,3,8,0,7,6,2011,1,1,5,1,3,3,3,4,4,5,-98,-98,-98,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,42,2,7,2,5,0,7,11,2011,1,1,5,2,3,3,2,4,4,5,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
466,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,25,2,8,2,6,0,7,10,2011,1,1,5,3,3,3,3,4,4,4,-98,-98,-98,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,21,2,11,2,3,0,7,3,2012,1,1,5,3,3,2,1,4,4,5,2,-98,-98,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,NA,NA,------,2,6,25,1,30,1,4,1,5,0,7,9,2011,1,1,1,1,2,2,2,4,4,5,-98,-98,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
469,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,54,1,8,2,7,1,7,5,2013,1,1,1,1,1,1,1,3,4,1,2,-98,-98,-98,0,-99,1,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,1,NA,NA,NA,2,-1---2,1,6,25,1,25,1,6,1,6,0,9,9,2013,1,1,1,1,1,1,1,3,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
471,NA,1,NA,NA,NA,2,-1---2,3,6,25,0,22,2,6,1,6,0,9,6,2013,1,1,1,1,1,1,1,3,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
472,NA,1,NA,NA,NA,2,-1---2,1,6,25,0,26,2,7,2,4,0,9,5,2013,1,1,1,1,1,1,1,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,-99,0,-99,-99,-99,-99,-99,NA,NA,NA,NA
473,NA,NA,NA,NA,NA,NA,------,0,6,25,1,23,2,2,1,3,0,6,6,2014,1,1,1,1,1,1,1,1,4,1,2,3,2,-98,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,1,NA,NA,NA,2,-1---2,3,2,4,0,55,2,8,2,8,1,10,4,2013,1,1,5,1,1,1,1,3,2,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
475,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,57,1,16,4,8,0,6,6,2014,1,1,5,1,1,1,1,1,4,2,2,-98,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,NA,NA
476,NA,1,NA,NA,NA,2,-1---2,0,6,25,0,60,2,12,3,8,0,6,7,2013,1,1,5,1,1,2,3,4,2,5,2,3,-98,-98,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,33,1,6,1,6,0,7,2,2014,1,1,5,4,3,3,2,1,-98,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,-99,-99,NA,NA,NA,NA
478,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,20,2,18,2,6,0,7,2,2014,1,1,5,4,1,1,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
479,NA,NA,1,NA,NA,NA,--1---,0,6,25,0,60,2,6,1,6,0,7,2,2016,1,1,5,3,1,1,4,4,4,1,2,3,-98,2,1,1,-99,-99,1,1,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,1,NA,NA,NA,--1---,1,6,25,1,36,3,5,2,4,0,7,2,2014,1,1,5,2,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,-99,-99,NA,NA,NA,NA
481,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,39,3,3,1,5,0,7,2,2015,1,1,5,2,-98,-98,-98,4,4,2,-98,-98,-98,-98,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,39,1,6,1,6,0,7,6,2014,1,1,5,2,1,1,1,4,3,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
483,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,26,3,2,1,4,0,7,5,2014,1,1,4,4,3,2,4,3,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
484,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,40,1,7,4,7,0,7,5,2014,1,1,5,1,3,3,3,3,2,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
485,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,21,2,6,2,2,0,7,9,2013,1,1,1,1,2,2,2,2,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
486,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,22,2,6,2,3,0,7,3,2014,1,1,1,1,3,3,3,3,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
487,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,44,2,7,2,7,0,7,5,2014,1,1,5,2,2,2,2,2,3,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
488,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,35,2,3,1,5,0,7,5,2012,1,1,1,1,2,2,2,2,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
489,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,37,1,5,2,5,0,7,3,2014,1,1,5,1,4,4,4,4,2,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
490,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,22,2,7,2,7,0,7,9,2014,1,1,1,1,2,2,2,2,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
491,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,26,4,3,3,3,0,11,4,2012,1,1,5,1,4,4,4,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
492,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,21,2,9,3,3,0,11,1,2012,1,1,5,3,4,4,4,4,2,1,2,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,50,1,5,3,3,0,11,7,2012,1,1,5,1,4,4,4,4,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
494,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,47,2,8,2,6,0,11,7,2012,1,1,5,1,4,4,4,4,3,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
495,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,50,1,2,1,2,0,11,2,2014,1,1,5,1,-98,1,-98,-98,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
496,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,21,2,5,2,11,0,11,7,2014,1,1,5,2,2,2,2,2,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
497,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,42,1,11,3,13,0,13,6,2013,1,1,5,1,3,3,3,3,4,1,2,3,-98,-98,1,0,1,0,1,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,21,1,10,3,13,0,13,7,2013,1,1,1,1,1,1,1,1,4,1,2,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
499,NA,1,NA,NA,NA,NA,-1----,2,6,25,0,35,2,2,1,5,0,11,4,2012,1,1,5,1,2,2,2,2,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
500,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,22,2,2,1,6,0,11,4,2012,1,1,1,1,3,3,3,4,4,1,-98,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,50,1,15,2,20,0,11,6,2013,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
502,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,20,2,14,2,4,0,11,5,2011,1,1,5,3,1,1,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
503,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,38,2,8,3,8,0,11,4,2012,1,1,5,1,1,1,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
504,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,22,2,10,2,2,0,11,7,2012,1,1,5,4,1,1,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
505,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,23,2,8,3,7,0,11,6,2011,1,1,4,3,1,1,1,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
506,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,21,2,11,3,23,0,12,5,2013,1,1,3,3,1,1,-98,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
507,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,30,2,4,1,23,0,12,5,2014,1,1,4,2,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
508,NA,NA,1,NA,NA,NA,--1---,0,6,25,1,42,1,9,3,19,0,12,5,2013,1,1,5,2,1,1,1,4,4,1,-98,-98,-98,-98,1,1,-99,-99,1,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,NA,NA,1,NA,NA,NA,--1---,0,6,25,1,20,3,7,3,10,0,11,5,2012,1,1,3,3,4,4,4,4,4,1,-98,-98,-98,-98,1,0,-99,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,NA,NA,1,NA,NA,NA,--1---,0,6,25,1,37,2,10,2,10,0,11,4,2013,1,1,5,3,1,1,1,4,4,1,-98,3,-98,-98,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,NA,NA,NA,NA,NA,NA,------,0,6,25,1,38,1,11,2,14,0,11,6,2011,1,1,5,1,3,2,2,4,4,4,-98,-98,-98,-98,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,30,1,4,1,4,0,11,5,2011,1,1,5,1,2,2,2,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
513,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,64,1,7,2,6,0,13,7,2017,1,1,5,1,2,2,2,4,2,5,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
514,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,21,2,7,2,6,0,13,7,2017,1,1,5,3,2,2,2,4,2,5,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,NA,NA,NA,NA
515,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,26,2,5,1,8,0,11,8,2011,1,1,5,1,2,2,2,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,NA,NA,NA,NA
516,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,50,1,6,4,3,0,11,6,2011,1,1,5,1,2,2,2,4,2,5,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
517,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,21,3,8,2,10,0,11,7,2014,1,1,5,1,2,2,2,4,4,4,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,NA,NA,NA,NA
518,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,40,2,9,2,9,0,11,8,2015,1,1,5,1,2,2,2,4,2,2,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
519,NA,1,NA,NA,NA,NA,-1----,0,6,25,1,21,2,15,2,13,0,11,6,2011,1,1,5,3,2,2,2,4,2,5,2,3,-98,-98,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,21,2,15,2,9,0,11,8,2011,1,1,5,3,2,3,3,4,4,4,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
521,1,NA,NA,NA,NA,NA,1-----,0,4,20,1,47,1,14,3,18,0,11,1,2014,1,1,5,1,1,2,2,4,4,1,-98,-98,-98,-98,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,50,1,19,2,19,0,11,9,2014,1,1,5,1,-98,-98,-98,3,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
523,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,45,1,10,2,8,0,11,1,2014,1,1,5,1,1,1,1,4,2,4,2,2,-98,3,0,0,0,0,1,0,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,1,NA,NA,NA,NA,NA,1-----,2,6,25,0,50,2,8,2,14,0,11,11,2012,1,1,5,1,1,1,1,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
525,1,NA,NA,NA,NA,NA,1-----,1,6,25,0,55,2,8,3,8,0,11,10,2015,1,1,5,1,1,2,2,3,2,4,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA
526,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,50,2,15,3,16,0,11,1,2014,1,1,5,1,2,2,2,3,2,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
527,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,49,2,10,3,10,0,11,9,2014,1,1,5,5,1,1,1,4,2,4,2,2,3,1,0,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,30,1,5,1,8,0,11,10,2013,1,1,5,1,1,1,1,4,3,2,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,0,0,-99,-99,-99,-99,NA,NA,NA,NA
529,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,21,2,18,3,3,0,11,10,2013,1,1,5,1,1,1,1,3,2,2,2,3,2,-98,0,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,39,1,15,2,15,0,11,9,2014,1,1,5,1,1,1,1,4,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,45,2,10,2,11,0,6,11,2012,1,1,5,1,2,2,2,4,2,5,2,2,-98,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1,NA,2,NA,NA,NA,1-2---,1,6,25,0,35,3,15,5,5,0,13,10,2013,1,1,5,1,2,2,2,3,2,5,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
533,1,NA,NA,NA,NA,NA,1-----,3,6,25,1,25,2,6,1,5,0,13,10,2013,1,1,5,1,1,1,1,4,2,2,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
534,NA,1,NA,NA,NA,2,-1---2,1,6,25,1,61,2,9,2,2,1,5,10,2013,1,1,5,4,2,2,2,4,2,4,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
535,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,63,2,6,2,4,0,5,10,2013,1,1,5,4,2,2,2,4,2,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
536,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,58,3,7,2,1,0,5,4,2013,1,1,5,3,1,2,3,4,3,2,2,2,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
537,1,NA,2,NA,NA,NA,1-2---,2,6,25,1,29,3,4,3,4,0,5,4,2013,1,1,5,3,2,2,1,4,1,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
