unit,leftist,rightist,quo,ranking,treat,wave,issue
5190,3,2,1,321,0,2011,guns
5191,3,2,1,321,0,2011,guns
5192,3,2,1,321,0,2011,guns
5193,1,2,3,123,0,2011,guns
5194,2,3,1,231,0,2011,guns
5195,3,1,2,312,0,2011,guns
5196,3,1,2,312,0,2011,guns
5197,1,3,2,132,0,2011,guns
5198,1,3,2,132,0,2011,guns
5199,1,2,3,123,0,2011,guns
5200,1,3,2,132,0,2011,guns
5201,1,2,3,123,0,2011,guns
5202,3,1,2,312,0,2011,guns
5203,3,2,1,321,0,2011,guns
5204,1,2,3,123,0,2011,guns
5205,2,3,1,231,0,2011,guns
5206,3,1,2,312,0,2011,guns
5207,1,3,2,132,0,2011,guns
5208,1,3,2,132,0,2011,guns
5209,3,1,2,312,0,2011,guns
5210,1,3,2,132,0,2011,guns
5211,1,3,2,132,0,2011,guns
5212,1,3,2,132,0,2011,guns
5213,1,3,2,132,0,2011,guns
5214,1,3,2,132,0,2011,guns
5215,3,1,2,312,0,2011,guns
5216,2,3,1,231,0,2011,guns
5217,1,3,2,132,0,2011,guns
5218,2,3,1,231,0,2011,guns
5219,3,1,2,312,0,2011,guns
5220,1,3,2,132,0,2011,guns
5221,1,3,2,132,0,2011,guns
5222,1,3,2,132,0,2011,guns
5223,1,3,2,132,0,2011,guns
5224,1,3,2,132,0,2011,guns
5225,3,1,2,312,0,2011,guns
5226,1,3,2,132,0,2011,guns
5227,3,1,2,312,0,2011,guns
5228,1,3,2,132,0,2011,guns
5229,3,2,1,321,0,2011,guns
5230,2,3,1,231,0,2011,guns
5231,1,3,2,132,0,2011,guns
5232,1,3,2,132,0,2011,guns
5233,1,2,3,123,0,2011,guns
5234,1,2,3,123,0,2011,guns
5235,1,3,2,132,0,2011,guns
5236,2,1,3,213,0,2011,guns
5237,2,3,1,231,0,2011,guns
5238,1,2,3,123,0,2011,guns
5239,1,3,2,132,0,2011,guns
5240,3,1,2,312,0,2011,guns
5241,1,3,2,132,0,2011,guns
5242,1,3,2,132,0,2011,guns
5243,2,3,1,231,0,2011,guns
5244,1,3,2,132,0,2011,guns
5245,2,3,1,231,0,2011,guns
5246,3,2,1,321,0,2011,guns
5247,1,3,2,132,0,2011,guns
5248,3,1,2,312,0,2011,guns
5249,1,3,2,132,0,2011,guns
5250,3,1,2,312,0,2011,guns
5251,1,3,2,132,0,2011,guns
5252,1,3,2,132,0,2011,guns
5253,3,2,1,321,0,2011,guns
5254,3,2,1,321,0,2011,guns
5255,1,3,2,132,0,2011,guns
5256,1,3,2,132,0,2011,guns
5257,3,1,2,312,0,2011,guns
5258,1,3,2,132,0,2011,guns
5259,1,3,2,132,0,2011,guns
5260,1,3,2,132,0,2011,guns
5261,3,1,2,312,0,2011,guns
5262,3,1,2,312,0,2011,guns
5263,1,3,2,132,0,2011,guns
5264,3,1,2,312,0,2011,guns
5265,3,1,2,312,0,2011,guns
5266,3,1,2,312,0,2011,guns
5267,3,2,1,321,0,2011,guns
5268,3,1,2,312,0,2011,guns
5269,3,1,2,312,0,2011,guns
5270,3,1,2,312,0,2011,guns
5271,1,3,2,132,0,2011,guns
5272,1,3,2,132,0,2011,guns
5273,2,3,1,231,0,2011,guns
5274,1,3,2,132,0,2011,guns
5275,3,1,2,312,0,2011,guns
5276,1,3,2,132,0,2011,guns
5277,1,3,2,132,0,2011,guns
5278,2,3,1,231,0,2011,guns
5279,1,3,2,132,0,2011,guns
5280,1,3,2,132,0,2011,guns
5281,1,3,2,132,0,2011,guns
5282,1,3,2,132,0,2011,guns
5283,3,1,2,312,0,2011,guns
5284,1,2,3,123,0,2011,guns
5285,3,2,1,321,0,2011,guns
5286,1,2,3,123,0,2011,guns
5287,1,3,2,132,0,2011,guns
5288,2,3,1,231,0,2011,guns
5289,1,2,3,123,0,2011,guns
5290,2,3,1,231,0,2011,guns
5291,3,1,2,312,0,2011,guns
5292,2,3,1,231,0,2011,guns
5293,1,3,2,132,0,2011,guns
5294,3,1,2,312,0,2011,guns
5295,1,3,2,132,0,2011,guns
5296,2,3,1,231,0,2011,guns
5297,3,2,1,321,0,2011,guns
5298,1,3,2,132,0,2011,guns
5299,1,3,2,132,0,2011,guns
5300,2,3,1,231,0,2011,guns
5301,1,3,2,132,0,2011,guns
5302,1,3,2,132,0,2011,guns
5303,3,1,2,312,0,2011,guns
5304,1,3,2,132,0,2011,guns
5305,1,3,2,132,0,2011,guns
5306,1,3,2,132,0,2011,guns
5307,2,3,1,231,0,2011,guns
5308,3,1,2,312,0,2011,guns
5309,3,1,2,312,0,2011,guns
5310,1,3,2,132,0,2011,guns
5311,1,3,2,132,0,2011,guns
5312,1,3,2,132,0,2011,guns
5313,2,1,3,213,0,2011,guns
5314,1,3,2,132,0,2011,guns
5315,1,3,2,132,0,2011,guns
5316,1,3,2,132,0,2011,guns
5317,2,3,1,231,0,2011,guns
5318,1,3,2,132,0,2011,guns
5319,2,3,1,231,0,2011,guns
5320,3,2,1,321,0,2011,guns
5321,1,2,3,123,0,2011,guns
5322,1,3,2,132,0,2011,guns
5323,3,2,1,321,0,2011,guns
5324,1,3,2,132,0,2011,guns
5325,1,3,2,132,0,2011,guns
5326,1,2,3,123,0,2011,guns
5327,3,2,1,321,0,2011,guns
5328,3,1,2,312,0,2011,guns
5329,1,2,3,123,0,2011,guns
5330,3,2,1,321,0,2011,guns
5331,3,1,2,312,0,2011,guns
5332,3,1,2,312,0,2011,guns
5333,1,3,2,132,0,2011,guns
5334,3,1,2,312,0,2011,guns
5335,1,3,2,132,0,2011,guns
5336,1,2,3,123,0,2011,guns
5337,1,3,2,132,0,2011,guns
5338,3,2,1,321,0,2011,guns
5339,3,1,2,312,0,2011,guns
5340,3,1,2,312,0,2011,guns
5341,1,3,2,132,0,2011,guns
5342,3,1,2,312,0,2011,guns
5343,1,2,3,123,0,2011,guns
5344,1,3,2,132,0,2011,guns
5345,3,2,1,321,0,2011,guns
5346,2,3,1,231,0,2011,guns
5347,3,1,2,312,0,2011,guns
5348,3,1,2,312,0,2011,guns
5349,1,3,2,132,0,2011,guns
5350,3,2,1,321,0,2011,guns
5351,1,3,2,132,0,2011,guns
5352,1,2,3,123,0,2011,guns
5353,1,3,2,132,0,2011,guns
5354,2,3,1,231,0,2011,guns
5355,2,3,1,231,0,2011,guns
5356,1,3,2,132,0,2011,guns
5357,1,2,3,123,0,2011,guns
5358,3,2,1,321,0,2011,guns
5359,1,3,2,132,0,2011,guns
5360,3,1,2,312,0,2011,guns
5361,1,3,2,132,0,2011,guns
5362,3,1,2,312,0,2011,guns
5363,3,1,2,312,0,2011,guns
5364,3,2,1,321,0,2011,guns
5365,3,1,2,312,0,2011,guns
5366,1,3,2,132,0,2011,guns
5367,1,3,2,132,0,2011,guns
5368,1,3,2,132,0,2011,guns
5369,1,3,2,132,0,2011,guns
5370,1,3,2,132,0,2011,guns
5371,3,1,2,312,0,2011,guns
5372,1,3,2,132,0,2011,guns
5373,1,3,2,132,0,2011,guns
5374,3,2,1,321,0,2011,guns
5375,1,3,2,132,0,2011,guns
5376,1,3,2,132,0,2011,guns
5377,1,2,3,123,0,2011,guns
5378,3,2,1,321,0,2011,guns
5379,3,2,1,321,0,2011,guns
5380,1,3,2,132,0,2011,guns
5381,3,1,2,312,0,2011,guns
5382,1,2,3,123,0,2011,guns
5383,1,3,2,132,0,2011,guns
5384,1,2,3,123,0,2011,guns
5385,3,2,1,321,0,2011,guns
5386,2,3,1,231,0,2011,guns
5387,3,1,2,312,0,2011,guns
5388,1,3,2,132,0,2011,guns
5389,2,3,1,231,0,2011,guns
5390,3,2,1,321,0,2011,guns
5391,3,1,2,312,0,2011,guns
5392,1,3,2,132,0,2011,guns
5393,1,3,2,132,0,2011,guns
5394,3,2,1,321,0,2011,guns
5395,3,2,1,321,0,2011,guns
5396,3,1,2,312,0,2011,guns
5397,1,3,2,132,0,2011,guns
5398,3,1,2,312,0,2011,guns
5399,3,1,2,312,0,2011,guns
5400,2,3,1,231,0,2011,guns
5401,1,3,2,132,0,2011,guns
5402,1,3,2,132,0,2011,guns
5403,3,1,2,312,0,2011,guns
5404,1,3,2,132,0,2011,guns
5405,1,3,2,132,0,2011,guns
5406,1,3,2,132,0,2011,guns
5407,1,2,3,123,0,2011,guns
5408,3,2,1,321,0,2011,guns
5409,1,2,3,123,0,2011,guns
5410,3,1,2,312,0,2011,guns
5411,1,3,2,132,0,2011,guns
5412,3,1,2,312,0,2011,guns
5413,3,1,2,312,0,2011,guns
5414,1,3,2,132,0,2011,guns
5415,1,3,2,132,0,2011,guns
5416,1,3,2,132,0,2011,guns
5417,1,3,2,132,0,2011,guns
5418,1,3,2,132,0,2011,guns
5419,1,3,2,132,0,2011,guns
5420,1,3,2,132,0,2011,guns
5421,3,2,1,321,0,2011,guns
5422,3,1,2,312,0,2011,guns
5423,1,3,2,132,0,2011,guns
5424,1,2,3,123,0,2011,guns
5425,3,2,1,321,0,2011,guns
5426,3,1,2,312,0,2011,guns
5427,1,3,2,132,0,2011,guns
5428,1,3,2,132,0,2011,guns
5429,2,3,1,231,0,2011,guns
5430,3,1,2,312,0,2011,guns
5431,2,3,1,231,0,2011,guns
5432,1,3,2,132,0,2011,guns
5433,3,1,2,312,0,2011,guns
5434,3,2,1,321,0,2011,guns
5435,3,2,1,321,0,2011,guns
5436,2,1,3,213,0,2011,guns
5437,3,1,2,312,0,2011,guns
5438,1,3,2,132,0,2011,guns
5439,1,3,2,132,0,2011,guns
5440,3,1,2,312,0,2011,guns
5441,1,2,3,123,0,2011,guns
5442,2,3,1,231,0,2011,guns
5443,1,3,2,132,0,2011,guns
5444,3,1,2,312,0,2011,guns
5445,3,2,1,321,0,2011,guns
5446,1,2,3,123,0,2011,guns
5447,3,2,1,321,0,2011,guns
5448,1,3,2,132,0,2011,guns
5449,3,2,1,321,0,2011,guns
5450,3,1,2,312,0,2011,guns
5451,3,1,2,312,0,2011,guns
5452,3,2,1,321,0,2011,guns
5453,1,3,2,132,0,2011,guns
5454,3,2,1,321,0,2011,guns
5455,1,2,3,123,0,2011,guns
5456,1,3,2,132,0,2011,guns
5457,1,3,2,132,0,2011,guns
5458,3,2,1,321,0,2011,guns
5459,1,3,2,132,0,2011,guns
5460,2,1,3,213,0,2011,guns
5461,1,3,2,132,0,2011,guns
5462,3,1,2,312,0,2011,guns
5463,3,1,2,312,0,2011,guns
5464,3,1,2,312,0,2011,guns
5465,1,3,2,132,0,2011,guns
5466,1,3,2,132,0,2011,guns
5467,1,3,2,132,0,2011,guns
5468,3,2,1,321,0,2011,guns
5469,1,3,2,132,0,2011,guns
5470,1,2,3,123,0,2011,guns
5471,1,3,2,132,0,2011,guns
5472,1,3,2,132,0,2011,guns
5473,1,2,3,123,0,2011,guns
5474,2,3,1,231,0,2011,guns
5475,1,2,3,123,0,2011,guns
5476,1,3,2,132,0,2011,guns
5477,1,3,2,132,0,2011,guns
5478,3,2,1,321,0,2011,guns
5479,3,1,2,312,0,2011,guns
5480,1,3,2,132,0,2011,guns
5481,1,3,2,132,0,2011,guns
5482,2,1,3,213,0,2011,guns
5483,1,3,2,132,0,2011,guns
5484,1,3,2,132,0,2011,guns
5485,1,3,2,132,0,2011,guns
5486,3,1,2,312,0,2011,guns
5487,2,3,1,231,0,2011,guns
5488,2,3,1,231,0,2011,guns
5489,3,1,2,312,0,2011,guns
5490,1,2,3,123,0,2011,guns
5491,1,3,2,132,0,2011,guns
5492,1,3,2,132,0,2011,guns
5493,3,1,2,312,0,2011,guns
5494,3,2,1,321,0,2011,guns
5495,2,3,1,231,0,2011,guns
5496,2,3,1,231,0,2011,guns
5497,1,3,2,132,0,2011,guns
5498,2,3,1,231,0,2011,guns
5499,1,3,2,132,0,2011,guns
5500,1,2,3,123,0,2011,guns
5501,3,1,2,312,0,2011,guns
5502,1,3,2,132,0,2011,guns
5503,2,1,3,213,0,2011,guns
5504,1,3,2,132,0,2011,guns
5505,1,2,3,123,0,2011,guns
5506,1,3,2,132,0,2011,guns
5507,2,3,1,231,0,2011,guns
5508,1,3,2,132,0,2011,guns
5509,1,3,2,132,0,2011,guns
5510,3,1,2,312,0,2011,guns
5511,3,2,1,321,0,2011,guns
5512,3,1,2,312,0,2011,guns
5513,1,3,2,132,0,2011,guns
5514,1,3,2,132,0,2011,guns
5515,1,3,2,132,0,2011,guns
5516,3,1,2,312,0,2011,guns
5517,1,3,2,132,0,2011,guns
5518,3,2,1,321,0,2011,guns
5519,1,3,2,132,0,2011,guns
5520,3,1,2,312,0,2011,guns
5521,2,3,1,231,0,2011,guns
5522,1,2,3,123,0,2011,guns
5523,3,1,2,312,0,2011,guns
5524,1,2,3,123,0,2011,guns
5525,1,3,2,132,0,2011,guns
5526,3,1,2,312,0,2011,guns
5527,1,3,2,132,0,2011,guns
5528,1,2,3,123,0,2011,guns
5529,1,3,2,132,0,2011,guns
5530,3,1,2,312,0,2011,guns
5531,1,3,2,132,0,2011,guns
5532,1,3,2,132,0,2011,guns
5533,1,3,2,132,0,2011,guns
5534,3,1,2,312,0,2011,guns
5535,3,1,2,312,0,2011,guns
5536,3,2,1,321,0,2011,guns
5537,3,1,2,312,0,2011,guns
5538,3,1,2,312,0,2011,guns
5539,1,3,2,132,0,2011,guns
5540,1,3,2,132,0,2011,guns
5541,3,2,1,321,0,2011,guns
5542,1,3,2,132,0,2011,guns
5543,1,3,2,132,0,2011,guns
5544,3,2,1,321,0,2011,guns
5545,3,1,2,312,0,2011,guns
5546,3,1,2,312,0,2011,guns
5547,1,3,2,132,0,2011,guns
5548,1,3,2,132,0,2011,guns
5549,1,3,2,132,0,2011,guns
5550,1,3,2,132,0,2011,guns
5551,3,2,1,321,0,2011,guns
5552,1,2,3,123,0,2011,guns
5553,3,2,1,321,0,2011,guns
5554,2,3,1,231,0,2011,guns
5555,3,1,2,312,0,2011,guns
5556,3,1,2,312,0,2011,guns
5557,3,2,1,321,0,2011,guns
5558,1,3,2,132,0,2011,guns
5559,1,3,2,132,0,2011,guns
5560,3,2,1,321,0,2011,guns
5561,3,2,1,321,0,2011,guns
5562,3,1,2,312,0,2011,guns
5563,2,3,1,231,0,2011,guns
5564,1,3,2,132,0,2011,guns
5565,3,1,2,312,0,2011,guns
5566,2,3,1,231,0,2011,guns
5567,1,3,2,132,0,2011,guns
5568,3,2,1,321,0,2011,guns
5569,1,3,2,132,0,2011,guns
5570,3,2,1,321,0,2011,guns
5571,3,2,1,321,0,2011,guns
5572,2,3,1,231,0,2011,guns
5573,3,2,1,321,0,2011,guns
5574,1,3,2,132,0,2011,guns
5575,2,1,3,213,0,2011,guns
5576,1,3,2,132,0,2011,guns
5577,3,1,2,312,0,2011,guns
5578,3,2,1,321,0,2011,guns
5579,3,2,1,321,0,2011,guns
5580,1,3,2,132,0,2011,guns
5581,1,3,2,132,0,2011,guns
5582,3,1,2,312,0,2011,guns
5583,2,3,1,231,0,2011,guns
5584,1,3,2,132,0,2011,guns
5585,3,2,1,321,0,2011,guns
5586,1,3,2,132,0,2011,guns
5587,3,1,2,312,0,2011,guns
5588,3,2,1,321,0,2011,guns
5589,3,1,2,312,0,2011,guns
5590,1,3,2,132,0,2011,guns
5591,3,1,2,312,0,2011,guns
5592,1,3,2,132,0,2011,guns
5593,2,3,1,231,0,2011,guns
5594,1,2,3,123,0,2011,guns
5595,3,2,1,321,0,2011,guns
5596,3,2,1,321,0,2011,guns
5597,3,2,1,321,0,2011,guns
5598,3,1,2,312,0,2011,guns
5599,2,3,1,231,0,2011,guns
5600,3,1,2,312,0,2011,guns
5601,1,3,2,132,0,2011,guns
5602,3,1,2,312,0,2011,guns
5603,3,1,2,312,0,2011,guns
5604,3,1,2,312,0,2011,guns
5605,1,3,2,132,0,2011,guns
5606,3,2,1,321,0,2011,guns
5607,3,1,2,312,0,2011,guns
5608,1,3,2,132,0,2011,guns
5609,1,3,2,132,0,2011,guns
5610,1,3,2,132,0,2011,guns
5611,3,2,1,321,0,2011,guns
5612,1,3,2,132,0,2011,guns
5613,2,1,3,213,0,2011,guns
5614,3,2,1,321,0,2011,guns
5615,1,3,2,132,0,2011,guns
5616,3,1,2,312,0,2011,guns
5617,3,1,2,312,0,2011,guns
5618,3,2,1,321,0,2011,guns
5619,3,2,1,321,0,2011,guns
5620,3,2,1,321,0,2011,guns
5621,3,1,2,312,0,2011,guns
5622,3,2,1,321,0,2011,guns
5623,3,2,1,321,0,2011,guns
5624,2,3,1,231,0,2011,guns
5625,3,1,2,312,0,2011,guns
5626,1,3,2,132,0,2011,guns
5627,3,1,2,312,0,2011,guns
5628,2,3,1,231,0,2011,guns
5629,3,1,2,312,0,2011,guns
5630,1,3,2,132,0,2011,guns
5631,2,1,3,213,0,2011,guns
5632,1,3,2,132,0,2011,guns
5633,3,1,2,312,0,2011,guns
5634,3,1,2,312,0,2011,guns
5635,3,1,2,312,0,2011,guns
5636,2,1,3,213,0,2011,guns
5637,1,3,2,132,0,2011,guns
5638,3,2,1,321,0,2011,guns
5639,3,1,2,312,0,2011,guns
5640,1,3,2,132,0,2011,guns
5641,1,3,2,132,0,2011,guns
5642,3,2,1,321,0,2011,guns
5643,3,2,1,321,0,2011,guns
5644,3,1,2,312,0,2011,guns
5645,1,3,2,132,0,2011,guns
5646,1,3,2,132,0,2011,guns
5647,3,1,2,312,0,2011,guns
5648,1,3,2,132,0,2011,guns
5649,2,3,1,231,0,2011,guns
5650,3,2,1,321,0,2011,guns
5651,1,3,2,132,0,2011,guns
5652,1,3,2,132,0,2011,guns
5653,3,1,2,312,0,2011,guns
5654,1,3,2,132,0,2011,guns
5655,1,3,2,132,0,2011,guns
5656,1,3,2,132,0,2011,guns
5657,1,3,2,132,0,2011,guns
5658,1,2,3,123,0,2011,guns
5659,2,3,1,231,0,2011,guns
5660,1,3,2,132,0,2011,guns
5661,3,1,2,312,0,2011,guns
5662,3,2,1,321,0,2011,guns
5663,1,3,2,132,0,2011,guns
5664,3,2,1,321,0,2011,guns
5665,1,3,2,132,0,2011,guns
5666,3,1,2,312,0,2011,guns
5667,1,3,2,132,0,2011,guns
5668,1,3,2,132,0,2011,guns
5669,2,1,3,213,0,2011,guns
5670,3,2,1,321,0,2011,guns
5671,1,3,2,132,0,2011,guns
5672,2,3,1,231,0,2011,guns
5673,3,1,2,312,0,2011,guns
5674,3,2,1,321,0,2011,guns
5675,1,3,2,132,0,2011,guns
5676,3,2,1,321,0,2011,guns
5677,1,3,2,132,0,2011,guns
5678,1,3,2,132,0,2011,guns
5679,3,1,2,312,0,2011,guns
5680,3,1,2,312,0,2011,guns
5681,3,1,2,312,0,2011,guns
5682,1,3,2,132,0,2011,guns
5683,1,3,2,132,0,2011,guns
5684,3,1,2,312,0,2011,guns
5685,1,2,3,123,0,2011,guns
5686,1,3,2,132,0,2011,guns
5687,1,2,3,123,0,2011,guns
5688,1,3,2,132,0,2011,guns
5689,3,2,1,321,0,2011,guns
5690,2,3,1,231,0,2011,guns
5691,1,3,2,132,0,2011,guns
5692,3,1,2,312,0,2011,guns
5693,3,1,2,312,0,2011,guns
5694,2,3,1,231,0,2011,guns
5695,2,1,3,213,0,2011,guns
5696,3,2,1,321,0,2011,guns
5697,2,3,1,231,0,2011,guns
5698,1,2,3,123,0,2011,guns
5699,2,3,1,231,0,2011,guns
5700,1,3,2,132,0,2011,guns
5701,1,2,3,123,0,2011,guns
5702,1,3,2,132,0,2011,guns
5703,2,3,1,231,0,2011,guns
5704,1,3,2,132,0,2011,guns
5705,1,3,2,132,0,2011,guns
5706,3,1,2,312,0,2011,guns
5707,3,1,2,312,0,2011,guns
5708,3,1,2,312,0,2011,guns
5709,1,3,2,132,0,2011,guns
5710,1,3,2,132,0,2011,guns
5711,1,2,3,123,0,2011,guns
5712,1,3,2,132,0,2011,guns
5713,1,2,3,123,0,2011,guns
5714,3,1,2,312,0,2011,guns
5715,3,2,1,321,0,2011,guns
5716,3,2,1,321,0,2011,guns
5717,2,3,1,231,0,2011,guns
5718,2,3,1,231,0,2011,guns
5719,1,3,2,132,0,2011,guns
5720,1,3,2,132,0,2011,guns
5721,2,1,3,213,0,2011,guns
5722,1,3,2,132,0,2011,guns
5723,1,2,3,123,0,2011,guns
5724,3,1,2,312,0,2011,guns
5725,1,3,2,132,0,2011,guns
5726,3,1,2,312,0,2011,guns
5727,1,3,2,132,0,2011,guns
5728,1,2,3,123,0,2011,guns
5729,3,1,2,312,0,2011,guns
5730,1,3,2,132,0,2011,guns
5731,3,2,1,321,0,2011,guns
5732,1,3,2,132,0,2011,guns
5733,3,1,2,312,0,2011,guns
5734,1,3,2,132,0,2011,guns
5735,1,3,2,132,0,2011,guns
5736,1,3,2,132,0,2011,guns
5737,1,2,3,123,0,2011,guns
5738,3,1,2,312,0,2011,guns
5739,3,1,2,312,0,2011,guns
5740,3,1,2,312,0,2011,guns
5741,1,3,2,132,0,2011,guns
5742,3,1,2,312,0,2011,guns
5743,1,3,2,132,0,2011,guns
5744,2,3,1,231,0,2011,guns
5745,2,3,1,231,0,2011,guns
5746,2,1,3,213,0,2011,guns
5747,2,3,1,231,0,2011,guns
5748,3,1,2,312,0,2011,guns
5749,1,3,2,132,0,2011,guns
5750,3,1,2,312,0,2011,guns
5751,1,3,2,132,0,2011,guns
5752,3,1,2,312,0,2011,guns
5753,1,3,2,132,0,2011,guns
5754,3,2,1,321,0,2011,guns
5755,3,1,2,312,0,2011,guns
5756,3,1,2,312,0,2011,guns
5757,1,3,2,132,0,2011,guns
5758,3,2,1,321,0,2011,guns
5759,3,2,1,321,0,2011,guns
5760,3,2,1,321,0,2011,guns
5761,3,2,1,321,0,2011,guns
5762,2,3,1,231,0,2011,guns
5763,1,3,2,132,0,2011,guns
5764,2,3,1,231,0,2011,guns
5765,3,2,1,321,0,2011,guns
5766,3,2,1,321,0,2011,guns
5767,3,1,2,312,0,2011,guns
5768,1,3,2,132,0,2011,guns
5769,1,2,3,123,0,2011,guns
5770,3,2,1,321,0,2011,guns
5771,3,1,2,312,0,2011,guns
5772,2,3,1,231,0,2011,guns
5773,1,3,2,132,0,2011,guns
5774,3,1,2,312,0,2011,guns
5775,1,3,2,132,0,2011,guns
5776,2,3,1,231,0,2011,guns
5777,3,1,2,312,0,2011,guns
5778,3,1,2,312,0,2011,guns
5779,3,2,1,321,0,2011,guns
5780,3,1,2,312,0,2011,guns
5781,1,3,2,132,0,2011,guns
5782,1,2,3,123,0,2011,guns
5783,2,1,3,213,0,2011,guns
5784,1,2,3,123,0,2011,guns
5785,3,2,1,321,0,2011,guns
5786,1,3,2,132,0,2011,guns
5787,2,3,1,231,0,2011,guns
5788,3,2,1,321,0,2011,guns
5789,3,2,1,321,0,2011,guns
5790,1,3,2,132,0,2011,guns
5791,3,1,2,312,0,2011,guns
5792,3,1,2,312,0,2011,guns
5793,1,3,2,132,0,2011,guns
5794,3,1,2,312,0,2011,guns
5795,3,1,2,312,0,2011,guns
5796,1,3,2,132,0,2011,guns
5797,3,2,1,321,0,2011,guns
5798,1,2,3,123,0,2011,guns
5799,3,1,2,312,0,2011,guns
5800,2,3,1,231,0,2011,guns
5801,2,3,1,231,0,2011,guns
5802,1,3,2,132,0,2011,guns
5803,3,1,2,312,0,2011,guns
5804,1,3,2,132,0,2011,guns
5805,1,3,2,132,0,2011,guns
5806,1,3,2,132,0,2011,guns
5807,3,2,1,321,0,2011,guns
5808,3,1,2,312,0,2011,guns
5809,3,2,1,321,0,2011,guns
5810,1,3,2,132,0,2011,guns
5811,2,3,1,231,0,2011,guns
5812,1,3,2,132,0,2011,guns
5813,3,1,2,312,0,2011,guns
5814,2,3,1,231,0,2011,guns
5815,1,3,2,132,0,2011,guns
5816,3,2,1,321,0,2011,guns
5817,3,1,2,312,0,2011,guns
5818,1,3,2,132,0,2011,guns
5819,1,3,2,132,0,2011,guns
5820,1,2,3,123,0,2011,guns
5821,3,2,1,321,0,2011,guns
5822,3,1,2,312,0,2011,guns
5823,3,1,2,312,0,2011,guns
5824,3,1,2,312,0,2011,guns
5825,3,1,2,312,0,2011,guns
5826,2,3,1,231,0,2011,guns
5827,2,3,1,231,0,2011,guns
5828,3,1,2,312,0,2011,guns
5829,1,3,2,132,0,2011,guns
5830,1,3,2,132,0,2011,guns
5831,3,1,2,312,0,2011,guns
5832,3,2,1,321,0,2011,guns
5833,3,2,1,321,0,2011,guns
5834,3,1,2,312,0,2011,guns
5835,3,1,2,312,0,2011,guns
5836,3,1,2,312,0,2011,guns
5837,3,2,1,321,0,2011,guns
5838,2,3,1,231,0,2011,guns
5839,3,1,2,312,0,2011,guns
5840,3,2,1,321,0,2011,guns
5841,3,1,2,312,0,2011,guns
5842,1,3,2,132,0,2011,guns
5843,2,3,1,231,0,2011,guns
5844,3,1,2,312,0,2011,guns
5845,3,1,2,312,0,2011,guns
5846,2,3,1,231,0,2011,guns
5847,1,3,2,132,0,2011,guns
5848,1,3,2,132,0,2011,guns
5849,2,3,1,231,0,2011,guns
5850,1,3,2,132,0,2011,guns
5851,3,1,2,312,0,2011,guns
5852,3,1,2,312,0,2011,guns
5853,2,3,1,231,0,2011,guns
5854,1,3,2,132,0,2011,guns
5855,3,1,2,312,0,2011,guns
5856,3,2,1,321,0,2011,guns
5857,3,2,1,321,0,2011,guns
5858,1,3,2,132,0,2011,guns
5859,3,2,1,321,0,2011,guns
5860,3,1,2,312,0,2011,guns
5861,1,3,2,132,0,2011,guns
5862,3,2,1,321,0,2011,guns
5863,1,3,2,132,0,2011,guns
5864,1,3,2,132,0,2011,guns
5865,3,1,2,312,0,2011,guns
5866,1,2,3,123,0,2011,guns
5867,1,3,2,132,0,2011,guns
5868,3,1,2,312,0,2011,guns
5869,3,2,1,321,0,2011,guns
5870,3,1,2,312,0,2011,guns
5871,1,3,2,132,0,2011,guns
5872,1,2,3,123,0,2011,guns
5873,1,3,2,132,0,2011,guns
5874,1,3,2,132,0,2011,guns
5875,2,1,3,213,0,2011,guns
5876,3,2,1,321,0,2011,guns
5877,1,2,3,123,0,2011,guns
5878,3,1,2,312,0,2011,guns
5879,1,3,2,132,0,2011,guns
5880,1,3,2,132,0,2011,guns
5881,3,2,1,321,0,2011,guns
5882,1,3,2,132,0,2011,guns
5883,3,2,1,321,0,2011,guns
5884,3,1,2,312,0,2011,guns
5885,3,1,2,312,0,2011,guns
5886,3,1,2,312,0,2011,guns
5887,3,1,2,312,0,2011,guns
5888,3,1,2,312,0,2011,guns
5889,3,1,2,312,0,2011,guns
5890,1,3,2,132,0,2011,guns
5891,1,3,2,132,0,2011,guns
5892,2,3,1,231,0,2011,guns
5893,3,1,2,312,0,2011,guns
5894,3,2,1,321,0,2011,guns
5895,1,3,2,132,0,2011,guns
5896,2,3,1,231,0,2011,guns
5897,1,3,2,132,0,2011,guns
5898,1,3,2,132,0,2011,guns
5899,1,2,3,123,0,2011,guns
5900,1,3,2,132,0,2011,guns
5901,2,3,1,231,0,2011,guns
5902,3,2,1,321,0,2011,guns
5903,1,3,2,132,0,2011,guns
5904,3,1,2,312,0,2011,guns
5905,3,1,2,312,0,2011,guns
5906,2,1,3,213,0,2011,guns
5907,3,2,1,321,0,2011,guns
5908,1,3,2,132,0,2011,guns
5909,3,2,1,321,0,2011,guns
5910,3,2,1,321,0,2011,guns
5911,1,3,2,132,0,2011,guns
5912,1,3,2,132,0,2011,guns
5913,1,3,2,132,0,2011,guns
5914,3,2,1,321,0,2011,guns
5915,3,2,1,321,0,2011,guns
5916,2,3,1,231,0,2011,guns
5917,3,2,1,321,0,2011,guns
5918,2,3,1,231,0,2011,guns
5919,1,3,2,132,0,2011,guns
5920,2,1,3,213,0,2011,guns
5921,1,3,2,132,0,2011,guns
5922,3,2,1,321,0,2011,guns
5923,1,3,2,132,0,2011,guns
5924,3,1,2,312,0,2011,guns
