unit,leftist,rightist,quo,ranking,treat,wave,issue
2520,1,3,2,132,1,2010,imm
2521,2,1,3,213,0,2010,imm
2522,2,1,3,213,0,2010,imm
2523,2,1,3,213,1,2010,imm
2524,2,1,3,213,1,2010,imm
2525,1,2,3,123,0,2010,imm
2526,2,3,1,231,1,2010,imm
2527,1,2,3,123,1,2010,imm
2528,2,1,3,213,1,2010,imm
2529,1,3,2,132,0,2010,imm
2530,1,3,2,132,1,2010,imm
2531,3,1,2,312,0,2010,imm
2532,3,1,2,312,1,2010,imm
2533,3,1,2,312,0,2010,imm
2534,2,1,3,213,0,2010,imm
2535,1,3,2,132,0,2010,imm
2536,3,1,2,312,0,2010,imm
2537,2,1,3,213,0,2010,imm
2538,3,1,2,312,1,2010,imm
2539,3,1,2,312,1,2010,imm
2540,1,3,2,132,1,2010,imm
2541,3,2,1,321,0,2010,imm
2542,1,2,3,123,0,2010,imm
2543,1,2,3,123,0,2010,imm
2544,1,2,3,123,1,2010,imm
2545,3,1,2,312,0,2010,imm
2546,3,1,2,312,0,2010,imm
2547,3,1,2,312,0,2010,imm
2548,2,1,3,213,1,2010,imm
2549,1,2,3,123,1,2010,imm
2550,2,1,3,213,1,2010,imm
2551,2,3,1,231,0,2010,imm
2552,1,3,2,132,1,2010,imm
2553,1,3,2,132,1,2010,imm
2554,2,1,3,213,1,2010,imm
2555,3,1,2,312,0,2010,imm
2556,1,3,2,132,1,2010,imm
2557,3,1,2,312,1,2010,imm
2558,3,1,2,312,1,2010,imm
2559,1,3,2,132,0,2010,imm
2560,2,1,3,213,0,2010,imm
2561,1,2,3,123,1,2010,imm
2562,1,3,2,132,0,2010,imm
2563,1,2,3,123,0,2010,imm
2564,2,1,3,213,0,2010,imm
2565,3,1,2,312,0,2010,imm
2566,3,1,2,312,0,2010,imm
2567,1,3,2,132,0,2010,imm
2568,1,3,2,132,0,2010,imm
2569,1,2,3,123,1,2010,imm
2570,1,3,2,132,0,2010,imm
2571,2,1,3,213,0,2010,imm
2572,3,2,1,321,0,2010,imm
2573,1,3,2,132,0,2010,imm
2574,2,1,3,213,0,2010,imm
2575,3,1,2,312,0,2010,imm
2576,3,1,2,312,0,2010,imm
2577,3,1,2,312,0,2010,imm
2578,2,1,3,213,0,2010,imm
2579,1,3,2,132,0,2010,imm
2580,3,1,2,312,0,2010,imm
2581,1,2,3,123,0,2010,imm
2582,1,3,2,132,0,2010,imm
2583,2,1,3,213,0,2010,imm
2584,2,1,3,213,1,2010,imm
2585,1,3,2,132,1,2010,imm
2586,2,1,3,213,0,2010,imm
2587,1,3,2,132,0,2010,imm
2588,3,1,2,312,0,2010,imm
2589,3,1,2,312,1,2010,imm
2590,2,1,3,213,0,2010,imm
2591,3,1,2,312,1,2010,imm
2592,3,1,2,312,0,2010,imm
2593,3,1,2,312,0,2010,imm
2594,1,3,2,132,0,2010,imm
2595,3,1,2,312,1,2010,imm
2596,3,1,2,312,0,2010,imm
2597,1,2,3,123,1,2010,imm
2598,1,3,2,132,1,2010,imm
2599,1,3,2,132,0,2010,imm
2600,3,1,2,312,0,2010,imm
2601,3,1,2,312,0,2010,imm
2602,1,2,3,123,0,2010,imm
2603,1,3,2,132,1,2010,imm
2604,2,3,1,231,1,2010,imm
2605,3,1,2,312,0,2010,imm
2606,1,3,2,132,1,2010,imm
2607,1,2,3,123,1,2010,imm
2608,2,1,3,213,0,2010,imm
2609,1,3,2,132,0,2010,imm
2610,1,2,3,123,0,2010,imm
2611,1,3,2,132,0,2010,imm
2612,1,2,3,123,0,2010,imm
2613,2,1,3,213,1,2010,imm
2614,1,3,2,132,0,2010,imm
2615,1,3,2,132,0,2010,imm
2616,2,1,3,213,0,2010,imm
2617,1,3,2,132,1,2010,imm
2618,1,3,2,132,0,2010,imm
2619,1,3,2,132,0,2010,imm
2620,3,1,2,312,1,2010,imm
2621,1,2,3,123,0,2010,imm
2622,2,1,3,213,0,2010,imm
2623,1,2,3,123,1,2010,imm
2624,3,1,2,312,0,2010,imm
2625,3,1,2,312,0,2010,imm
2626,3,1,2,312,1,2010,imm
2627,1,3,2,132,1,2010,imm
2628,2,1,3,213,0,2010,imm
2629,3,1,2,312,1,2010,imm
2630,1,2,3,123,1,2010,imm
2631,1,3,2,132,1,2010,imm
2632,1,3,2,132,0,2010,imm
2633,1,2,3,123,0,2010,imm
2634,1,3,2,132,0,2010,imm
2635,3,1,2,312,1,2010,imm
2636,1,3,2,132,1,2010,imm
2637,3,1,2,312,0,2010,imm
2638,1,3,2,132,0,2010,imm
2639,1,2,3,123,0,2010,imm
2640,2,1,3,213,1,2010,imm
2641,2,1,3,213,1,2010,imm
2642,2,1,3,213,0,2010,imm
2643,2,1,3,213,0,2010,imm
2644,2,1,3,213,0,2010,imm
2645,1,3,2,132,0,2010,imm
2646,2,3,1,231,0,2010,imm
2647,2,1,3,213,1,2010,imm
2648,3,1,2,312,1,2010,imm
2649,1,3,2,132,0,2010,imm
2650,2,1,3,213,0,2010,imm
2651,3,1,2,312,0,2010,imm
2652,1,3,2,132,1,2010,imm
2653,2,1,3,213,1,2010,imm
2654,2,1,3,213,0,2010,imm
2655,2,1,3,213,1,2010,imm
2656,1,3,2,132,0,2010,imm
2657,3,2,1,321,0,2010,imm
2658,1,3,2,132,0,2010,imm
2659,1,3,2,132,1,2010,imm
2660,1,3,2,132,0,2010,imm
2661,3,2,1,321,1,2010,imm
2662,2,1,3,213,0,2010,imm
2663,2,3,1,231,0,2010,imm
2664,3,1,2,312,0,2010,imm
2665,1,3,2,132,0,2010,imm
2666,1,2,3,123,1,2010,imm
2667,2,1,3,213,0,2010,imm
2668,3,1,2,312,1,2010,imm
2669,3,1,2,312,1,2010,imm
2670,1,2,3,123,1,2010,imm
2671,3,1,2,312,1,2010,imm
2672,1,3,2,132,0,2010,imm
2673,1,2,3,123,1,2010,imm
2674,1,2,3,123,0,2010,imm
2675,3,1,2,312,0,2010,imm
2676,2,1,3,213,1,2010,imm
2677,3,2,1,321,1,2010,imm
2678,2,3,1,231,1,2010,imm
2679,1,3,2,132,1,2010,imm
2680,3,1,2,312,1,2010,imm
2681,2,1,3,213,0,2010,imm
2682,1,2,3,123,1,2010,imm
2683,3,1,2,312,0,2010,imm
2684,3,2,1,321,0,2010,imm
2685,1,3,2,132,1,2010,imm
2686,1,3,2,132,1,2010,imm
2687,3,1,2,312,0,2010,imm
2688,3,1,2,312,1,2010,imm
2689,2,1,3,213,1,2010,imm
2690,1,3,2,132,1,2010,imm
2691,1,3,2,132,0,2010,imm
2692,3,1,2,312,1,2010,imm
2693,3,1,2,312,1,2010,imm
2694,3,1,2,312,0,2010,imm
2695,3,1,2,312,1,2010,imm
2696,3,1,2,312,0,2010,imm
2697,1,2,3,123,0,2010,imm
2698,1,2,3,123,0,2010,imm
2699,3,1,2,312,0,2010,imm
2700,3,1,2,312,0,2010,imm
2701,2,1,3,213,0,2010,imm
2702,2,1,3,213,1,2010,imm
2703,3,1,2,312,0,2010,imm
2704,3,1,2,312,0,2010,imm
2705,1,3,2,132,1,2010,imm
2706,1,3,2,132,1,2010,imm
2707,1,3,2,132,1,2010,imm
2708,3,1,2,312,0,2010,oil
2709,3,1,2,312,0,2010,oil
2710,3,1,2,312,1,2010,oil
2711,3,2,1,321,0,2010,oil
2712,3,1,2,312,0,2010,oil
2713,2,1,3,213,1,2010,oil
2714,1,2,3,123,1,2010,oil
2715,3,1,2,312,0,2010,oil
2716,3,1,2,312,1,2010,oil
2717,3,1,2,312,1,2010,oil
2718,1,2,3,123,0,2010,oil
2719,3,1,2,312,0,2010,oil
2720,3,1,2,312,0,2010,oil
2721,1,3,2,132,1,2010,oil
2722,3,2,1,321,1,2010,oil
2723,1,3,2,132,1,2010,oil
2724,1,3,2,132,1,2010,oil
2725,3,2,1,321,1,2010,oil
2726,1,3,2,132,0,2010,oil
2727,1,3,2,132,0,2010,oil
2728,3,1,2,312,0,2010,oil
2729,3,1,2,312,0,2010,oil
2730,1,3,2,132,1,2010,oil
2731,3,1,2,312,1,2010,oil
2732,3,1,2,312,1,2010,oil
2733,1,3,2,132,0,2010,oil
2734,3,1,2,312,0,2010,oil
2735,1,3,2,132,1,2010,oil
2736,2,1,3,213,0,2010,oil
2737,3,1,2,312,0,2010,oil
2738,3,1,2,312,0,2010,oil
2739,1,3,2,132,1,2010,oil
2740,1,3,2,132,0,2010,oil
2741,3,1,2,312,0,2010,oil
2742,1,2,3,123,0,2010,oil
2743,3,1,2,312,0,2010,oil
2744,3,1,2,312,0,2010,oil
2745,3,1,2,312,1,2010,oil
2746,1,2,3,123,0,2010,oil
2747,2,3,1,231,0,2010,oil
2748,3,1,2,312,0,2010,oil
2749,3,1,2,312,1,2010,oil
2750,1,3,2,132,0,2010,oil
2751,1,3,2,132,0,2010,oil
2752,3,1,2,312,0,2010,oil
2753,3,2,1,321,1,2010,oil
2754,2,1,3,213,1,2010,oil
2755,1,2,3,123,0,2010,oil
2756,1,2,3,123,0,2010,oil
2757,3,1,2,312,1,2010,oil
2758,1,3,2,132,0,2010,oil
2759,3,1,2,312,0,2010,oil
2760,3,1,2,312,1,2010,oil
2761,1,3,2,132,1,2010,oil
2762,1,2,3,123,0,2010,oil
2763,3,1,2,312,1,2010,oil
2764,2,3,1,231,0,2010,oil
2765,1,2,3,123,0,2010,oil
2766,1,3,2,132,1,2010,oil
2767,3,1,2,312,1,2010,oil
2768,3,1,2,312,0,2010,oil
2769,1,3,2,132,1,2010,oil
2770,3,1,2,312,1,2010,oil
2771,3,1,2,312,0,2010,oil
2772,3,1,2,312,1,2010,oil
2773,2,3,1,231,1,2010,oil
2774,1,3,2,132,0,2010,oil
2775,1,3,2,132,0,2010,oil
2776,1,3,2,132,1,2010,oil
2777,1,3,2,132,0,2010,oil
2778,3,1,2,312,0,2010,oil
2779,3,1,2,312,1,2010,oil
2780,1,2,3,123,1,2010,oil
2781,3,2,1,321,1,2010,oil
2782,3,1,2,312,1,2010,oil
2783,1,3,2,132,1,2010,oil
2784,3,1,2,312,1,2010,oil
2785,3,1,2,312,0,2010,oil
2786,3,1,2,312,0,2010,oil
2787,3,1,2,312,1,2010,oil
2788,1,3,2,132,1,2010,oil
2789,1,2,3,123,0,2010,oil
2790,3,1,2,312,1,2010,oil
2791,1,3,2,132,1,2010,oil
2792,3,1,2,312,0,2010,oil
2793,1,3,2,132,0,2010,oil
2794,3,1,2,312,0,2010,oil
2795,3,1,2,312,0,2010,oil
2796,3,2,1,321,1,2010,oil
2797,3,1,2,312,1,2010,oil
2798,2,3,1,231,0,2010,oil
2799,1,3,2,132,1,2010,oil
2800,3,1,2,312,1,2010,oil
2801,3,1,2,312,1,2010,oil
2802,3,1,2,312,1,2010,oil
2803,3,1,2,312,1,2010,oil
2804,3,1,2,312,1,2010,oil
2805,1,3,2,132,1,2010,oil
2806,3,1,2,312,0,2010,oil
2807,3,1,2,312,1,2010,oil
2808,1,3,2,132,1,2010,oil
2809,1,3,2,132,0,2010,oil
2810,1,3,2,132,1,2010,oil
2811,3,1,2,312,1,2010,oil
2812,3,1,2,312,0,2010,oil
2813,1,3,2,132,1,2010,oil
2814,2,1,3,213,1,2010,oil
2815,3,2,1,321,0,2010,oil
2816,3,1,2,312,0,2010,oil
2817,1,3,2,132,1,2010,oil
2818,3,1,2,312,0,2010,oil
2819,3,2,1,321,0,2010,oil
2820,3,1,2,312,1,2010,oil
2821,3,1,2,312,0,2010,oil
2822,3,1,2,312,1,2010,oil
2823,3,1,2,312,0,2010,oil
2824,3,1,2,312,1,2010,oil
2825,3,2,1,321,1,2010,oil
2826,1,3,2,132,1,2010,oil
2827,1,3,2,132,0,2010,oil
2828,3,1,2,312,1,2010,oil
2829,3,1,2,312,0,2010,oil
2830,3,1,2,312,1,2010,oil
2831,1,2,3,123,0,2010,oil
2832,3,1,2,312,1,2010,oil
2833,1,3,2,132,0,2010,oil
2834,3,1,2,312,1,2010,oil
2835,1,3,2,132,1,2010,oil
2836,2,3,1,231,0,2010,oil
2837,1,3,2,132,0,2010,oil
2838,2,3,1,231,1,2010,oil
2839,1,3,2,132,1,2010,oil
2840,3,1,2,312,0,2010,oil
2841,1,3,2,132,1,2010,oil
2842,3,1,2,312,0,2010,oil
2843,3,2,1,321,1,2010,oil
2844,3,1,2,312,1,2010,oil
2845,2,3,1,231,0,2010,oil
2846,3,1,2,312,1,2010,oil
2847,1,3,2,132,0,2010,oil
2848,1,3,2,132,0,2010,oil
2849,3,2,1,321,0,2010,oil
2850,1,3,2,132,0,2010,oil
2851,1,2,3,123,0,2010,oil
2852,1,2,3,123,1,2010,oil
2853,3,1,2,312,0,2010,oil
2854,3,1,2,312,1,2010,oil
2855,1,2,3,123,1,2010,oil
2856,1,3,2,132,0,2010,oil
2857,3,1,2,312,1,2010,oil
2858,3,1,2,312,1,2010,oil
2859,1,3,2,132,1,2010,oil
2860,1,3,2,132,0,2010,oil
2861,1,3,2,132,0,2010,oil
2862,3,1,2,312,1,2010,oil
2863,1,3,2,132,1,2010,oil
2864,1,3,2,132,0,2010,oil
2865,3,2,1,321,1,2010,oil
2866,3,1,2,312,0,2010,oil
2867,1,3,2,132,1,2010,oil
2868,3,1,2,312,1,2010,oil
2869,1,2,3,123,1,2010,oil
2870,1,3,2,132,1,2010,oil
2871,1,3,2,132,1,2010,oil
2872,3,1,2,312,0,2010,oil
2873,3,1,2,312,1,2010,oil
2874,1,3,2,132,1,2010,oil
2875,1,3,2,132,1,2010,oil
2876,1,3,2,132,1,2010,oil
2877,3,1,2,312,0,2010,oil
2878,3,1,2,312,1,2010,oil
2879,3,1,2,312,0,2010,oil
2880,1,2,3,123,0,2010,oil
2881,1,3,2,132,1,2010,oil
2882,3,2,1,321,0,2010,oil
2883,1,2,3,123,0,2010,oil
2884,3,1,2,312,0,2010,oil
2885,1,3,2,132,0,2010,oil
2886,1,3,2,132,0,2010,oil
2887,1,3,2,132,0,2010,oil
2888,1,3,2,132,0,2010,oil
2889,1,3,2,132,1,2010,oil
2890,3,1,2,312,0,2010,oil
2891,3,1,2,312,1,2010,oil
2892,3,1,2,312,0,2010,oil
2893,1,2,3,123,0,2010,oil
2894,3,1,2,312,0,2010,oil
2895,1,2,3,123,1,2010,oil
2896,1,2,3,123,0,2010,oil
2897,1,3,2,132,0,2010,oil
2898,3,1,2,312,1,2010,oil
2899,3,1,2,312,1,2010,oil
2900,1,3,2,132,0,2010,oil
2901,3,2,1,321,0,2010,oil
2902,3,1,2,312,0,2010,oil
2903,3,1,2,312,0,2010,oil
2904,1,3,2,132,0,2010,oil
2905,1,2,3,123,0,2010,oil
2906,3,1,2,312,0,2010,oil
2907,1,2,3,123,0,2010,oil
2908,1,2,3,123,1,2010,oil
2909,3,1,2,312,1,2010,oil
2910,1,3,2,132,1,2010,oil
2911,3,1,2,312,0,2010,oil
2912,1,3,2,132,0,2010,oil
2913,3,1,2,312,1,2010,oil
2914,1,2,3,123,0,2010,oil
2915,3,1,2,312,1,2010,oil
2916,3,1,2,312,1,2010,oil
2917,3,1,2,312,0,2010,oil
2918,3,1,2,312,0,2010,oil
2919,1,2,3,123,0,2010,oil
2920,2,1,3,213,0,2010,oil
2921,3,2,1,321,1,2010,oil
2922,3,1,2,312,0,2010,oil
2923,1,3,2,132,1,2010,oil
2924,3,2,1,321,1,2010,oil
2925,3,1,2,312,0,2010,oil
2926,1,2,3,123,1,2010,oil
2927,1,3,2,132,1,2010,oil
2928,3,1,2,312,0,2010,oil
2929,1,2,3,123,0,2010,oil
2930,1,3,2,132,0,2010,oil
2931,3,1,2,312,1,2010,oil
2932,3,1,2,312,1,2010,oil
2933,1,3,2,132,0,2010,oil
2934,2,3,1,231,1,2010,oil
2935,3,2,1,321,1,2010,oil
2936,1,2,3,123,1,2010,oil
2937,1,3,2,132,1,2010,oil
2938,2,1,3,213,0,2010,oil
2939,3,1,2,312,0,2010,oil
2940,2,1,3,213,1,2010,oil
2941,3,1,2,312,1,2010,oil
2942,3,1,2,312,1,2010,oil
2943,3,1,2,312,0,2010,oil
2944,3,2,1,321,0,2010,oil
2945,3,2,1,321,1,2010,oil
2946,1,3,2,132,0,2010,oil
2947,1,3,2,132,1,2010,oil
2948,3,1,2,312,1,2010,oil
2949,3,1,2,312,0,2010,oil
2950,2,3,1,231,1,2010,oil
2951,3,1,2,312,0,2010,oil
2952,1,3,2,132,1,2010,oil
2953,3,2,1,321,1,2010,oil
2954,2,1,3,213,0,2010,oil
2955,3,1,2,312,0,2010,oil
2956,1,3,2,132,0,2010,oil
2957,1,3,2,132,0,2010,oil
2958,3,1,2,312,0,2010,oil
2959,3,1,2,312,1,2010,oil
2960,1,2,3,123,1,2010,oil
2961,3,1,2,312,1,2010,oil
2962,3,1,2,312,1,2010,oil
2963,1,3,2,132,1,2010,oil
2964,3,2,1,321,0,2010,oil
2965,3,1,2,312,1,2010,oil
2966,3,1,2,312,0,2010,oil
2967,3,2,1,321,0,2010,oil
2968,2,3,1,231,1,2010,oil
2969,3,1,2,312,0,2010,oil
2970,2,3,1,231,0,2010,oil
2971,1,3,2,132,1,2010,oil
2972,3,1,2,312,1,2010,oil
2973,1,3,2,132,1,2010,oil
2974,1,2,3,123,0,2010,oil
2975,3,1,2,312,1,2010,oil
2976,1,3,2,132,0,2010,oil
2977,3,1,2,312,0,2010,oil
2978,1,3,2,132,1,2010,oil
2979,2,1,3,213,1,2010,oil
2980,1,3,2,132,1,2010,oil
2981,3,1,2,312,0,2010,oil
2982,3,2,1,321,0,2010,oil
2983,3,1,2,312,0,2010,oil
2984,1,3,2,132,1,2010,oil
2985,3,2,1,321,1,2010,oil
2986,3,1,2,312,1,2010,oil
2987,1,3,2,132,1,2010,oil
2988,2,1,3,213,0,2010,oil
2989,2,1,3,213,1,2010,oil
2990,1,3,2,132,0,2010,oil
2991,3,2,1,321,0,2010,oil
2992,2,1,3,213,1,2010,oil
2993,1,3,2,132,1,2010,oil
2994,1,3,2,132,0,2010,oil
2995,1,3,2,132,1,2010,oil
2996,1,3,2,132,1,2010,oil
2997,2,3,1,231,0,2010,oil
2998,2,1,3,213,1,2010,oil
2999,1,2,3,123,0,2010,oil
3000,2,1,3,213,0,2010,oil
3001,3,1,2,312,0,2010,oil
3002,2,1,3,213,0,2010,oil
3003,3,1,2,312,0,2010,oil
3004,1,3,2,132,0,2010,oil
3005,2,3,1,231,1,2010,oil
3006,3,2,1,321,1,2010,oil
3007,3,2,1,321,0,2010,oil
3008,3,1,2,312,1,2010,oil
3009,1,3,2,132,0,2010,oil
3010,1,3,2,132,1,2010,oil
3011,1,2,3,123,1,2010,oil
3012,3,1,2,312,1,2010,oil
3013,1,3,2,132,1,2010,oil
3014,3,1,2,312,0,2010,oil
3015,2,1,3,213,0,2010,oil
3016,3,1,2,312,0,2010,oil
3017,3,1,2,312,1,2010,oil
3018,3,1,2,312,0,2010,oil
3019,3,1,2,312,1,2010,oil
3020,3,1,2,312,1,2010,oil
3021,1,2,3,123,1,2010,oil
3022,1,3,2,132,0,2010,oil
3023,1,2,3,123,1,2010,oil
3024,3,1,2,312,1,2010,oil
3025,1,2,3,123,1,2010,oil
3026,1,3,2,132,0,2010,oil
3027,1,3,2,132,1,2010,oil
3028,1,2,3,123,1,2010,oil
3029,1,2,3,123,0,2010,oil
3030,2,1,3,213,1,2010,oil
3031,1,2,3,123,1,2010,oil
3032,3,1,2,312,1,2010,oil
3033,1,2,3,123,0,2010,oil
3034,3,1,2,312,1,2010,oil
3035,1,3,2,132,1,2010,oil
3036,3,1,2,312,0,2010,oil
3037,1,3,2,132,0,2010,oil
3038,3,1,2,312,1,2010,oil
3039,2,3,1,231,0,2010,oil
3040,3,1,2,312,1,2010,oil
3041,1,3,2,132,0,2010,oil
3042,2,3,1,231,1,2010,oil
3043,2,3,1,231,0,2010,oil
3044,3,1,2,312,1,2010,oil
3045,3,2,1,321,1,2010,oil
3046,2,3,1,231,1,2010,oil
3047,1,3,2,132,1,2010,oil
3048,3,1,2,312,0,2010,oil
3049,1,2,3,123,0,2010,oil
3050,3,1,2,312,1,2010,oil
3051,3,2,1,321,0,2010,oil
3052,2,3,1,231,1,2010,oil
3053,3,1,2,312,0,2010,oil
3054,3,2,1,321,1,2010,oil
3055,3,1,2,312,0,2010,oil
3056,3,1,2,312,1,2010,oil
3057,3,2,1,321,0,2010,oil
3058,1,3,2,132,1,2010,oil
3059,3,1,2,312,1,2010,oil
3060,3,1,2,312,0,2010,oil
3061,3,1,2,312,0,2010,oil
3062,1,2,3,123,1,2010,oil
3063,3,2,1,321,1,2010,oil
3064,3,1,2,312,1,2010,oil
3065,2,1,3,213,0,2010,oil
3066,2,3,1,231,1,2010,oil
3067,3,1,2,312,0,2010,oil
3068,3,1,2,312,1,2010,oil
3069,1,3,2,132,0,2010,oil
3070,2,1,3,213,0,2010,oil
3071,2,1,3,213,0,2010,oil
3072,2,3,1,231,0,2010,oil
3073,3,1,2,312,1,2010,oil
3074,1,3,2,132,1,2010,oil
3075,1,3,2,132,0,2010,oil
3076,1,3,2,132,0,2010,oil
3077,3,1,2,312,0,2010,oil
3078,1,3,2,132,1,2010,oil
3079,3,2,1,321,1,2010,oil
3080,1,3,2,132,1,2010,oil
3081,3,2,1,321,1,2010,oil
3082,3,2,1,321,0,2010,oil
3083,2,1,3,213,0,2010,oil
3084,3,1,2,312,0,2010,oil
3085,3,1,2,312,0,2010,oil
3086,3,1,2,312,0,2010,oil
3087,3,1,2,312,1,2010,oil
3088,2,3,1,231,1,2010,oil
3089,3,1,2,312,0,2010,oil
3090,3,1,2,312,0,2010,oil
3091,3,1,2,312,1,2010,oil
3092,3,2,1,321,1,2010,oil
3093,1,3,2,132,0,2010,oil
3094,2,3,1,231,1,2010,oil
3095,3,1,2,312,1,2010,oil
3096,2,1,3,213,0,2010,oil
3097,2,1,3,213,0,2010,oil
3098,3,1,2,312,1,2010,oil
3099,3,1,2,312,0,2010,oil
3100,2,3,1,231,1,2010,oil
3101,2,1,3,213,0,2010,oil
3102,1,2,3,123,1,2010,oil
3103,3,1,2,312,0,2010,oil
3104,1,3,2,132,0,2010,oil
3105,1,3,2,132,0,2010,oil
3106,1,3,2,132,1,2010,oil
3107,2,1,3,213,0,2010,oil
3108,2,1,3,213,0,2010,oil
3109,3,1,2,312,0,2010,oil
3110,3,1,2,312,1,2010,oil
3111,3,1,2,312,1,2010,oil
3112,3,1,2,312,1,2010,oil
3113,1,3,2,132,1,2010,oil
3114,1,2,3,123,0,2010,oil
3115,1,3,2,132,1,2010,oil
3116,3,1,2,312,0,2010,oil
3117,2,1,3,213,0,2010,oil
3118,3,1,2,312,1,2010,oil
3119,3,1,2,312,1,2010,oil
3120,3,2,1,321,0,2010,oil
3121,3,1,2,312,0,2010,oil
3122,3,2,1,321,0,2010,oil
3123,3,1,2,312,1,2010,oil
3124,3,1,2,312,1,2010,oil
3125,2,3,1,231,1,2010,oil
3126,3,1,2,312,0,2010,oil
3127,2,1,3,213,0,2010,oil
3128,3,1,2,312,0,2010,oil
3129,1,3,2,132,1,2010,oil
3130,3,2,1,321,0,2010,oil
3131,1,3,2,132,1,2010,oil
3132,2,3,1,231,1,2010,oil
3133,3,1,2,312,0,2010,oil
3134,1,2,3,123,0,2010,oil
3135,3,1,2,312,0,2010,oil
3136,3,2,1,321,1,2010,oil
3137,1,3,2,132,0,2010,oil
3138,3,1,2,312,1,2010,oil
3139,1,3,2,132,1,2010,oil
3140,3,2,1,321,0,2010,oil
3141,2,3,1,231,1,2010,oil
3142,3,2,1,321,1,2010,oil
3143,1,2,3,123,1,2010,oil
3144,1,3,2,132,1,2010,oil
3145,1,3,2,132,0,2010,oil
3146,1,2,3,123,1,2010,oil
3147,3,1,2,312,0,2010,oil
3148,1,2,3,123,1,2010,oil
3149,2,1,3,213,1,2010,oil
3150,1,3,2,132,0,2010,oil
3151,3,1,2,312,1,2010,oil
3152,3,2,1,321,1,2010,oil
3153,2,1,3,213,0,2010,oil
3154,1,3,2,132,1,2010,oil
3155,1,3,2,132,1,2010,oil
3156,1,2,3,123,1,2010,oil
3157,2,1,3,213,1,2010,oil
3158,3,1,2,312,0,2010,oil
3159,1,3,2,132,1,2010,oil
3160,3,1,2,312,1,2010,oil
3161,1,3,2,132,0,2010,oil
3162,3,1,2,312,1,2010,oil
3163,1,2,3,123,0,2010,oil
3164,1,3,2,132,1,2010,oil
3165,3,1,2,312,1,2010,oil
3166,3,1,2,312,0,2010,oil
3167,3,1,2,312,0,2010,oil
3168,1,2,3,123,1,2010,oil
3169,3,1,2,312,1,2010,oil
3170,1,3,2,132,1,2010,oil
3171,3,1,2,312,0,2010,oil
3172,3,1,2,312,0,2010,oil
3173,1,3,2,132,0,2010,oil
3174,1,3,2,132,0,2010,oil
3175,3,1,2,312,0,2010,oil
3176,3,1,2,312,0,2010,oil
3177,2,3,1,231,0,2010,oil
3178,3,1,2,312,1,2010,oil
3179,2,3,1,231,1,2010,oil
3180,3,1,2,312,1,2010,oil
3181,2,1,3,213,0,2010,oil
3182,3,1,2,312,0,2010,oil
3183,3,2,1,321,1,2010,oil
3184,1,2,3,123,0,2010,oil
3185,1,2,3,123,0,2010,oil
3186,3,1,2,312,1,2010,oil
3187,2,1,3,213,1,2010,oil
3188,2,3,1,231,0,2010,oil
3189,1,3,2,132,0,2010,oil
3190,3,1,2,312,1,2010,oil
3191,1,3,2,132,1,2010,oil
3192,2,1,3,213,1,2010,oil
3193,1,3,2,132,1,2010,oil
3194,3,1,2,312,1,2010,oil
3195,3,1,2,312,0,2010,oil
3196,1,3,2,132,0,2010,oil
3197,1,3,2,132,0,2010,oil
3198,1,3,2,132,0,2010,oil
3199,3,1,2,312,1,2010,oil
3200,3,1,2,312,0,2010,oil
3201,3,1,2,312,1,2010,oil
3202,1,3,2,132,0,2010,oil
3203,1,2,3,123,0,2010,oil
3204,1,3,2,132,1,2010,oil
3205,1,3,2,132,1,2010,oil
3206,1,2,3,123,1,2010,oil
3207,1,3,2,132,1,2010,oil
3208,3,1,2,312,0,2010,oil
3209,3,1,2,312,0,2010,oil
3210,1,2,3,123,0,2010,oil
3211,1,2,3,123,0,2010,oil
3212,1,2,3,123,0,2010,oil
3213,3,1,2,312,0,2010,oil
3214,1,3,2,132,1,2010,oil
3215,1,3,2,132,0,2010,oil
3216,1,2,3,123,1,2010,oil
3217,1,3,2,132,1,2010,oil
3218,2,3,1,231,1,2010,oil
3219,1,3,2,132,0,2010,oil
3220,1,3,2,132,1,2010,oil
3221,3,1,2,312,1,2010,oil
3222,3,1,2,312,1,2010,oil
3223,3,1,2,312,1,2010,oil
3224,1,3,2,132,1,2010,oil
3225,1,3,2,132,0,2010,oil
3226,1,3,2,132,1,2010,oil
3227,3,1,2,312,1,2010,oil
3228,1,3,2,132,0,2010,oil
3229,2,3,1,231,1,2010,oil
3230,2,1,3,213,1,2010,oil
3231,1,3,2,132,0,2010,oil
3232,3,1,2,312,1,2010,oil
3233,1,3,2,132,1,2010,oil
3234,3,1,2,312,0,2010,oil
3235,1,3,2,132,1,2010,oil
3236,3,1,2,312,0,2010,oil
3237,1,3,2,132,1,2010,oil
3238,2,1,3,213,1,2010,oil
3239,1,2,3,123,1,2010,oil
3240,3,1,2,312,1,2010,oil
3241,1,2,3,123,1,2010,oil
3242,1,2,3,123,1,2010,oil
3243,1,2,3,123,0,2010,oil
3244,3,1,2,312,0,2010,oil
3245,3,2,1,321,1,2010,oil
3246,2,3,1,231,0,2010,oil
3247,1,3,2,132,0,2010,oil
3248,1,3,2,132,0,2010,oil
3249,1,3,2,132,1,2010,oil
3250,1,3,2,132,1,2010,oil
3251,2,1,3,213,1,2010,oil
3252,1,2,3,123,0,2010,oil
3253,1,3,2,132,1,2010,oil
3254,1,2,3,123,1,2010,oil
