unit,clark,officers,hahn,steinberg,schubert,brown,senators,ranking,treat,county,partyid,race,ideo_rating,education,work_for_law
179,1,7,6,4,5,3,2,1764532,1,orange,2,1,2,4,0
180,6,7,2,3,1,5,4,6723154,1,orange,2,1,3,3,0
181,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,4,1,NA,1,0
182,7,3,2,5,4,6,1,7325461,1,sacramento,2,1,3,3,0
183,1,7,6,4,5,3,2,1764532,1,riverside,2,1,2,3,0
184,6,7,5,1,3,2,4,6751324,0,los angeles,1,5,6,2,0
185,1,7,6,5,3,4,2,1765342,1,orange,2,1,3,5,0
186,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,2,3,1
187,7,6,5,2,4,1,3,7652413,1,sacramento,4,4,3,4,0
188,7,2,1,3,5,4,6,7213546,1,sacramento,3,1,4,3,0
189,2,7,1,3,6,5,4,2713654,1,sacramento,1,4,2,3,0
190,1,7,5,2,3,6,4,1752364,0,sacramento,1,2,6,2,0
191,7,6,5,1,4,3,2,7651432,0,orange,1,1,4,2,0
192,7,6,5,4,3,2,1,7654321,0,los angeles,2,5,4,4,0
193,7,6,5,1,3,4,2,7651342,0,sacramento,4,1,4,4,0
194,1,7,6,4,5,2,3,1764523,0,sacramento,2,1,4,1,0
195,2,7,6,5,4,3,1,2765431,0,los angeles,3,1,4,5,0
196,1,7,6,3,4,5,2,1763452,0,sacramento,2,3,NA,2,0
197,2,7,6,5,4,3,1,2765431,1,riverside,2,1,4,4,0
198,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
199,6,7,5,2,3,4,1,6752341,0,riverside,2,1,4,3,0
200,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
201,6,7,5,3,4,2,1,6753421,0,orange,NA,NA,NA,NA,NA
202,7,2,3,1,5,4,6,7231546,0,sacramento,4,1,5,3,0
203,7,6,3,4,1,5,2,7634152,1,sacramento,3,4,4,3,0
204,3,7,6,5,4,2,1,3765421,1,los angeles,2,1,3,4,0
205,7,5,4,2,3,1,6,7542316,1,sacramento,3,1,5,3,0
206,7,6,4,3,1,5,2,7643152,1,sacramento,3,3,3,3,0
207,1,7,6,3,5,2,4,1763524,0,sacramento,2,3,2,3,0
208,6,7,5,3,4,2,1,6753421,0,orange,2,3,3,4,1
209,7,6,5,3,4,2,1,7653421,0,orange,2,1,5,3,0
210,1,7,6,4,5,3,2,1764532,0,sacramento,2,2,1,5,0
211,6,7,4,2,5,3,1,6742531,1,sacramento,2,1,2,3,0
212,7,6,5,1,4,2,3,7651423,0,riverside,3,1,4,4,0
213,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
214,3,5,7,1,4,6,2,3571462,1,riverside,3,3,NA,1,1
215,1,2,3,5,4,6,7,1235467,1,sacramento,1,1,NA,3,0
216,6,7,5,4,2,1,3,6754213,0,sacramento,2,4,NA,3,0
217,7,6,5,4,3,1,2,7654312,1,sacramento,3,1,NA,3,0
218,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,1,2,4,0
219,1,7,6,4,5,2,3,1764523,1,riverside,NA,NA,NA,NA,0
220,4,7,6,3,5,2,1,4763521,0,riverside,4,3,4,2,0
221,6,7,5,4,3,1,2,6754312,1,sacramento,2,1,4,4,0
222,1,7,3,4,2,6,5,1734265,1,sacramento,2,1,4,4,1
223,6,7,5,3,4,2,1,6753421,0,los angeles,4,1,2,3,0
224,7,2,3,5,1,4,6,7235146,1,sacramento,NA,NA,NA,NA,NA
225,6,7,5,3,4,1,2,6753412,0,los angeles,2,5,3,5,0
226,1,7,6,5,4,2,3,1765423,0,orange,1,1,5,3,0
227,1,7,6,4,2,3,5,1764235,0,sacramento,1,4,3,4,0
228,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,2,4,0
229,5,6,7,3,4,1,2,5673412,1,sacramento,2,1,2,4,0
230,7,3,1,6,2,5,4,7316254,1,sacramento,3,1,7,4,0
231,5,7,3,4,6,2,1,5734621,1,los angeles,4,1,NA,3,0
232,7,1,3,4,5,2,6,7134526,0,sacramento,3,1,5,3,0
233,7,3,4,6,2,1,5,7346215,1,sacramento,1,1,6,4,1
234,1,7,6,2,5,4,3,1762543,0,riverside,2,3,3,3,0
235,1,7,5,3,2,6,4,1753264,1,los angeles,2,2,4,3,0
236,7,6,5,3,4,2,1,7653421,1,sacramento,3,5,NA,3,0
237,7,6,5,3,4,2,1,7653421,0,sacramento,2,3,NA,3,0
238,5,7,6,4,3,2,1,5764321,0,riverside,2,1,6,4,0
239,6,7,5,4,3,1,2,6754312,0,sacramento,2,1,4,4,0
240,1,7,6,5,4,3,2,1765432,0,sacramento,2,1,4,3,0
241,1,7,6,5,2,3,4,1765234,1,riverside,2,3,4,2,0
242,5,6,1,4,2,3,7,5614237,0,los angeles,2,1,5,4,1
243,1,7,6,5,4,2,3,1765423,0,riverside,2,1,2,5,0
244,7,6,5,4,1,3,2,7654132,1,sacramento,1,1,4,4,0
245,1,7,6,4,5,3,2,1764532,0,los angeles,4,2,1,2,0
246,7,6,4,2,5,1,3,7642513,0,sacramento,2,1,4,3,0
247,5,7,6,3,4,2,1,5763421,1,riverside,4,1,NA,2,0
248,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
249,6,7,5,3,4,2,1,6753421,1,orange,2,4,1,3,0
250,7,4,3,2,1,6,5,7432165,1,orange,1,1,6,3,0
251,7,1,2,5,6,3,4,7125634,1,sacramento,1,4,6,3,0
252,6,7,5,3,4,2,1,6753421,1,sacramento,2,4,2,5,0
253,3,7,6,5,4,1,2,3765412,0,sacramento,2,1,1,4,0
254,7,6,5,3,4,2,1,7653421,0,los angeles,1,1,5,2,1
255,5,7,6,3,4,2,1,5763421,1,orange,2,3,2,4,0
256,7,6,5,4,2,3,1,7654231,0,sacramento,2,1,2,3,0
257,1,7,6,4,5,2,3,1764523,1,los angeles,2,3,3,2,0
258,1,7,6,5,4,3,2,1765432,0,riverside,2,2,4,5,0
259,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,4,3,0
260,7,6,5,2,4,3,1,7652431,1,riverside,3,3,NA,4,0
261,7,4,5,6,1,2,3,7456123,0,riverside,1,1,6,3,0
262,1,7,6,4,5,3,2,1764532,1,los angeles,NA,NA,NA,NA,NA
263,6,7,5,3,4,1,2,6753412,1,sacramento,2,1,2,3,0
264,4,7,6,5,1,2,3,4765123,0,orange,2,1,3,5,0
265,7,6,5,4,3,2,1,7654321,1,riverside,1,1,6,2,0
266,1,7,4,2,6,3,5,1742635,1,sacramento,2,2,4,2,0
267,1,7,2,4,5,6,3,1724563,1,orange,4,3,4,3,0
268,7,6,5,4,1,2,3,7654123,0,los angeles,3,1,4,1,0
269,5,7,6,1,3,4,2,5761342,1,los angeles,3,4,NA,4,0
270,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
271,5,7,6,2,4,1,3,5762413,1,orange,3,1,NA,2,NA
272,6,7,5,4,1,3,2,6754132,0,orange,2,2,NA,2,0
273,7,1,2,4,3,5,6,7124356,1,sacramento,1,1,6,5,0
274,5,7,6,4,3,2,1,5764321,1,sacramento,2,1,4,4,0
275,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,4,4,4,0
276,6,7,1,4,5,2,3,6714523,0,riverside,1,1,6,3,0
277,1,7,6,4,5,3,2,1764532,1,orange,2,1,NA,2,0
278,5,7,6,1,4,3,2,5761432,1,sacramento,3,1,4,5,0
279,5,7,4,3,6,1,2,5743612,1,sacramento,2,3,5,2,0
280,7,6,5,2,4,1,3,7652413,0,orange,2,1,4,2,1
281,7,4,6,2,3,5,1,7462351,0,sacramento,1,1,6,2,0
282,7,6,5,4,2,1,3,7654213,0,orange,1,1,5,3,0
283,3,7,6,5,2,4,1,3765241,0,orange,2,3,4,2,0
284,1,7,6,5,3,4,2,1765342,0,los angeles,4,3,2,2,0
285,6,7,1,4,5,3,2,6714532,0,riverside,4,1,NA,2,0
286,7,2,1,3,4,5,6,7213456,0,riverside,4,5,5,3,0
287,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
288,3,4,2,6,7,1,5,3426715,1,orange,4,1,4,3,0
289,7,6,4,5,1,2,3,7645123,1,los angeles,3,1,4,2,0
290,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
291,4,7,6,5,1,3,2,4765132,1,orange,2,1,NA,3,0
292,4,7,5,1,6,2,3,4751623,1,sacramento,2,1,4,3,0
293,1,7,6,5,4,2,3,1765423,0,riverside,1,1,NA,3,0
294,4,7,5,3,6,2,1,4753621,0,sacramento,NA,NA,NA,NA,NA
295,7,6,3,1,4,5,2,7631452,1,sacramento,NA,NA,NA,NA,NA
296,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,5,3,0
297,1,7,6,4,5,2,3,1764523,1,orange,NA,NA,NA,NA,NA
298,7,1,2,4,3,6,5,7124365,1,orange,4,1,6,3,0
299,3,7,6,2,5,1,4,3762514,0,orange,3,1,5,4,0
300,7,6,5,3,4,1,2,7653412,1,sacramento,1,1,6,3,1
301,6,7,5,3,4,2,1,6753421,1,sacramento,2,1,4,4,0
302,7,1,5,6,4,2,3,7156423,0,sacramento,2,1,2,3,0
303,4,5,2,3,1,7,6,4523176,1,sacramento,2,2,6,4,0
304,6,1,2,7,5,4,3,6127543,1,los angeles,2,1,4,3,0
305,1,7,6,3,5,2,4,1763524,0,los angeles,2,1,1,3,0
306,1,7,6,4,5,3,2,1764532,1,riverside,2,3,NA,2,0
307,5,7,6,3,2,4,1,5763241,0,los angeles,NA,NA,NA,NA,NA
308,7,6,5,3,4,1,2,7653412,1,los angeles,2,3,NA,1,0
309,1,7,6,4,3,2,5,1764325,0,sacramento,2,2,NA,3,0
310,3,2,5,4,1,7,6,3254176,1,sacramento,3,1,NA,3,0
311,7,6,5,4,3,1,2,7654312,0,sacramento,3,1,5,4,0
312,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
313,7,6,5,4,3,2,1,7654321,1,sacramento,3,4,NA,4,0
314,6,7,5,1,2,3,4,6751234,1,riverside,3,1,5,3,0
315,7,6,5,4,3,2,1,7654321,1,sacramento,2,1,2,4,0
316,6,7,5,3,4,1,2,6753412,0,sacramento,2,1,2,3,0
317,6,7,5,4,3,2,1,6754321,0,sacramento,2,1,2,4,0
318,5,7,6,3,4,1,2,5763412,1,sacramento,NA,NA,NA,NA,NA
319,6,2,7,5,1,4,3,6275143,0,los angeles,2,1,2,5,1
320,4,7,6,3,5,2,1,4763521,0,los angeles,2,1,3,4,0
321,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
322,4,7,6,2,5,3,1,4762531,0,sacramento,2,1,2,3,0
323,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
324,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
325,1,7,2,5,6,4,3,1725643,0,orange,3,1,5,3,0
326,7,6,5,3,4,2,1,7653421,1,sacramento,3,1,NA,3,0
327,5,7,6,3,4,2,1,5763421,1,orange,2,4,2,3,0
328,6,7,5,3,4,1,2,6753412,0,sacramento,2,1,3,3,0
329,7,6,5,3,4,1,2,7653412,1,sacramento,2,1,3,5,0
330,1,7,6,2,4,3,5,1762435,0,sacramento,2,3,4,2,0
331,7,6,5,2,4,1,3,7652413,0,riverside,1,1,6,5,1
332,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
333,7,6,5,3,4,2,1,7653421,0,riverside,4,1,3,3,0
334,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
335,7,6,5,3,4,2,1,7653421,0,orange,1,1,6,3,0
336,7,1,2,4,3,5,6,7124356,0,sacramento,2,1,4,3,0
337,1,7,6,5,2,4,3,1765243,1,los angeles,2,2,3,3,0
338,7,3,5,2,4,6,1,7352461,1,riverside,NA,NA,NA,NA,NA
339,7,4,6,2,5,3,1,7462531,0,riverside,1,1,6,3,0
340,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
341,6,7,5,3,4,1,2,6753412,0,sacramento,2,3,3,2,0
342,5,7,6,4,3,1,2,5764312,1,riverside,2,3,2,3,0
343,3,7,5,4,6,1,2,3754612,0,sacramento,2,1,4,3,0
344,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
345,1,7,6,4,5,3,2,1764532,0,orange,2,4,2,5,0
346,7,6,4,3,5,2,1,7643521,1,sacramento,2,4,3,3,0
347,5,3,6,2,7,1,4,5362714,1,los angeles,2,3,4,2,1
348,5,2,6,7,1,4,3,5267143,0,sacramento,3,1,2,4,0
349,7,1,2,4,3,5,6,7124356,0,sacramento,2,1,3,4,0
350,7,6,5,4,3,1,2,7654312,1,sacramento,3,3,3,3,0
351,5,7,6,1,4,2,3,5761423,0,los angeles,1,5,NA,3,0
352,1,7,6,2,4,5,3,1762453,0,orange,3,3,4,2,0
353,6,7,5,2,4,3,1,6752431,0,sacramento,2,2,3,3,0
354,7,6,4,2,3,1,5,7642315,0,sacramento,1,1,7,4,0
355,1,7,6,3,4,5,2,1763452,0,sacramento,3,1,NA,2,1
356,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
357,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,1,3,4,0
358,7,6,4,5,2,3,1,7645231,0,los angeles,2,2,5,4,0
359,7,6,5,4,3,1,2,7654312,1,sacramento,1,1,7,2,0
360,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,3,1,1,3,0
361,3,7,2,6,5,4,1,3726541,0,riverside,2,2,NA,1,0
362,1,7,2,5,3,6,4,1725364,0,sacramento,4,1,NA,2,0
363,7,5,1,2,3,6,4,7512364,0,los angeles,1,1,6,3,0
364,7,6,4,3,5,1,2,7643512,0,orange,1,1,6,3,0
365,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
366,4,7,6,5,3,2,1,4765321,1,riverside,1,1,4,4,0
367,7,6,5,4,1,3,2,7654132,1,sacramento,1,1,6,4,0
368,7,6,5,3,1,4,2,7653142,1,sacramento,1,1,4,3,0
369,6,7,5,3,2,4,1,6753241,1,sacramento,3,1,6,3,1
370,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
371,1,7,6,4,5,3,2,1764532,1,orange,3,3,4,2,0
372,7,6,5,4,2,1,3,7654213,1,sacramento,2,1,1,3,1
373,7,6,5,3,4,1,2,7653412,1,orange,1,1,6,3,0
374,6,7,5,3,4,2,1,6753421,1,sacramento,3,1,4,3,0
375,1,7,6,3,2,4,5,1763245,1,los angeles,2,4,NA,3,0
376,1,7,5,4,6,3,2,1754632,0,riverside,NA,NA,NA,NA,NA
377,1,7,6,3,5,2,4,1763524,1,los angeles,2,2,2,3,0
378,1,7,6,2,5,4,3,1762543,1,los angeles,2,3,5,1,0
379,1,5,7,6,3,2,4,1576324,0,orange,1,3,NA,4,0
380,1,7,6,4,5,3,2,1764532,1,los angeles,2,2,4,3,0
381,5,7,4,6,3,2,1,5746321,0,sacramento,NA,NA,NA,NA,NA
382,4,7,6,3,5,1,2,4763512,1,orange,2,1,4,4,0
383,1,7,6,5,4,2,3,1765423,1,riverside,1,1,NA,2,0
384,6,2,1,5,4,3,7,6215437,1,los angeles,1,2,1,2,0
385,1,7,6,5,4,3,2,1765432,0,los angeles,NA,NA,NA,NA,NA
386,7,6,5,4,3,2,1,7654321,0,sacramento,3,1,4,4,0
387,7,5,1,4,6,3,2,7514632,1,sacramento,2,1,3,2,0
388,7,6,5,4,3,1,2,7654312,0,orange,1,1,7,3,0
389,7,6,5,3,4,1,2,7653412,0,riverside,1,1,5,2,0
390,1,7,6,4,5,2,3,1764523,0,los angeles,2,1,4,5,0
391,7,6,5,4,3,2,1,7654321,1,sacramento,1,1,6,5,0
392,7,6,2,3,1,5,4,7623154,0,sacramento,1,1,6,3,0
393,5,7,6,4,3,1,2,5764312,1,riverside,2,1,4,4,0
394,7,2,3,4,1,5,6,7234156,1,sacramento,1,1,6,3,0
395,1,7,6,5,4,2,3,1765423,1,sacramento,2,4,2,3,0
396,1,7,6,4,2,5,3,1764253,1,sacramento,2,4,NA,2,0
397,5,1,2,3,4,7,6,5123476,0,riverside,2,2,2,3,0
398,6,7,5,3,4,1,2,6753412,1,riverside,2,3,1,5,0
399,7,6,5,3,4,2,1,7653421,1,los angeles,1,4,5,3,0
400,7,1,4,5,2,6,3,7145263,1,los angeles,1,1,6,5,1
401,7,6,5,3,2,4,1,7653241,1,sacramento,1,1,7,3,0
402,6,7,1,4,2,5,3,6714253,1,orange,NA,NA,NA,NA,NA
403,7,4,3,1,2,6,5,7431265,1,orange,1,1,6,3,0
404,7,6,2,1,3,5,4,7621354,0,los angeles,1,1,4,5,0
405,1,7,6,4,5,3,2,1764532,0,orange,1,4,5,5,0
406,4,6,5,3,7,2,1,4653721,1,sacramento,2,1,3,4,0
407,4,7,6,3,5,2,1,4763521,0,los angeles,2,4,3,4,0
408,1,7,6,3,4,2,5,1763425,0,sacramento,1,2,6,4,0
409,4,7,1,2,3,6,5,4712365,0,los angeles,NA,NA,NA,NA,NA
410,5,1,2,4,3,6,7,5124367,1,sacramento,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
412,6,7,1,5,2,3,4,6715234,1,orange,2,1,4,5,0
413,7,3,2,6,1,5,4,7326154,0,sacramento,NA,NA,NA,NA,NA
414,2,7,6,4,5,3,1,2764531,0,sacramento,2,3,2,2,0
415,7,6,5,3,4,2,1,7653421,0,orange,4,4,NA,3,1
416,7,6,5,2,3,4,1,7652341,1,orange,NA,NA,NA,NA,NA
417,1,7,6,4,5,3,2,1764532,0,sacramento,2,2,4,1,1
418,1,7,6,4,5,3,2,1764532,1,sacramento,2,2,4,1,0
419,7,6,5,3,4,2,1,7653421,0,riverside,2,1,2,5,0
420,6,7,5,1,3,2,4,6751324,0,sacramento,1,1,4,4,0
421,2,7,6,5,1,4,3,2765143,0,los angeles,2,1,3,5,0
422,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,4,4,NA,3,0
423,7,4,1,5,2,6,3,7415263,0,orange,4,1,NA,3,0
424,1,3,6,2,5,4,7,1362547,0,orange,2,1,NA,5,0
425,5,4,7,6,2,3,1,5476231,0,sacramento,1,3,6,3,1
426,7,6,5,3,4,2,1,7653421,0,sacramento,2,NA,NA,3,0
427,7,6,1,3,2,4,5,7613245,0,riverside,1,1,6,2,0
428,7,6,5,3,4,2,1,7653421,0,los angeles,3,5,4,5,0
429,7,5,3,4,1,6,2,7534162,1,sacramento,1,1,NA,3,0
430,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
431,1,7,6,3,4,2,5,1763425,1,los angeles,4,1,NA,1,0
432,7,6,5,3,4,2,1,7653421,0,riverside,1,3,6,3,1
433,7,6,4,3,2,1,5,7643215,1,sacramento,1,1,6,4,0
434,2,6,4,7,3,5,1,2647351,1,los angeles,1,1,3,5,1
435,3,7,6,5,4,2,1,3765421,1,orange,2,3,3,4,0
436,3,7,6,5,4,2,1,3765421,0,los angeles,NA,NA,NA,NA,NA
437,7,6,2,3,4,1,5,7623415,0,sacramento,1,1,6,4,0
438,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
439,3,7,6,5,2,4,1,3765241,1,orange,1,4,4,2,0
440,6,7,5,3,4,1,2,6753412,1,los angeles,1,4,5,5,0
441,1,7,6,4,2,3,5,1764235,1,los angeles,NA,NA,NA,NA,NA
442,2,1,3,4,5,7,6,2134576,0,sacramento,2,5,2,4,1
443,2,7,6,5,4,3,1,2765431,1,orange,3,3,3,4,0
444,7,3,1,4,2,5,6,7314256,0,los angeles,4,2,3,3,1
445,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
446,7,3,2,1,4,5,6,7321456,1,sacramento,1,1,4,5,0
447,6,7,5,4,1,2,3,6754123,0,orange,2,1,2,5,0
448,2,1,3,7,4,6,5,2137465,1,los angeles,3,3,4,2,0
449,7,6,5,3,4,1,2,7653412,1,sacramento,2,1,4,3,0
450,1,7,6,3,4,2,5,1763425,1,orange,2,1,4,3,0
451,1,7,6,4,3,5,2,1764352,1,riverside,3,1,4,2,0
452,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
453,6,7,5,4,1,3,2,6754132,0,sacramento,2,1,1,3,0
454,7,3,6,4,5,1,2,7364512,0,sacramento,4,1,NA,4,0
455,6,7,5,4,3,2,1,6754321,0,sacramento,2,1,NA,4,0
456,6,7,4,1,2,5,3,6741253,1,sacramento,1,1,4,2,0
457,7,6,5,4,2,3,1,7654231,1,sacramento,2,1,5,3,0
458,5,7,6,3,4,1,2,5763412,0,orange,1,4,6,4,0
459,1,7,6,5,4,3,2,1765432,1,sacramento,2,1,2,4,0
460,2,7,6,3,5,1,4,2763514,0,orange,NA,NA,NA,NA,NA
461,1,7,6,5,4,3,2,1765432,1,sacramento,2,4,5,3,0
462,7,1,4,5,3,2,6,7145326,1,sacramento,3,3,4,5,0
463,3,1,4,5,2,7,6,3145276,1,orange,3,1,4,4,0
464,7,1,2,3,4,6,5,7123465,1,riverside,4,1,5,3,1
465,1,7,6,4,5,3,2,1764532,1,sacramento,4,1,4,3,0
466,7,6,5,3,4,2,1,7653421,0,sacramento,3,1,4,3,0
467,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,1,1,4,3,0
468,6,5,7,3,2,1,4,6573214,0,sacramento,3,3,NA,4,0
469,7,1,2,3,4,6,5,7123465,0,orange,1,3,6,3,0
470,1,2,7,3,5,6,4,1273564,0,sacramento,3,1,NA,2,0
471,6,7,3,4,2,1,5,6734215,1,sacramento,3,2,4,2,1
472,7,1,2,3,4,6,5,7123465,0,sacramento,1,1,7,3,0
473,6,7,5,4,3,1,2,6754312,1,sacramento,3,1,5,3,0
474,2,7,5,4,6,1,3,2754613,1,riverside,2,2,4,4,0
475,3,7,5,4,6,2,1,3754621,1,sacramento,2,1,1,4,0
476,2,7,3,4,5,6,1,2734561,0,sacramento,2,4,3,4,0
477,7,1,2,5,4,3,6,7125436,1,sacramento,1,1,5,5,1
478,1,7,6,5,3,2,4,1765324,1,los angeles,2,1,6,3,1
479,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,3,1,NA,2,0
480,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,1,1,4,3,0
481,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
482,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,6,5,0
483,5,7,6,4,3,1,2,5764312,1,sacramento,2,2,NA,3,0
484,2,7,6,4,5,3,1,2764531,1,los angeles,2,4,2,4,0
485,5,7,6,4,3,2,1,5764321,0,orange,2,4,2,3,0
486,7,6,5,4,3,2,1,7654321,1,sacramento,NA,NA,NA,NA,NA
487,5,7,6,3,4,2,1,5763421,1,sacramento,2,2,2,3,0
488,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,1,1,6,3,0
489,5,7,6,4,3,2,1,5764321,0,orange,3,3,NA,2,0
490,7,6,2,1,3,4,5,7621345,0,sacramento,1,1,6,5,0
491,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,2,4,4,3,0
492,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
493,6,7,5,3,4,2,1,6753421,0,sacramento,2,1,4,5,0
494,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,NA,NA,NA,NA,NA
495,7,6,4,1,2,3,5,7641235,1,sacramento,1,1,6,2,0
496,1,7,6,4,5,2,3,1764523,0,los angeles,2,3,3,3,0
497,1,7,6,5,2,4,3,1765243,1,sacramento,2,1,4,2,0
498,3,2,4,5,7,1,6,3245716,1,sacramento,NA,NA,NA,NA,NA
499,6,7,5,3,4,2,1,6753421,1,sacramento,2,1,4,4,0
500,6,7,4,3,1,5,2,6743152,1,sacramento,3,1,4,3,0
501,3,1,2,5,7,4,6,3125746,0,sacramento,2,1,2,4,1
502,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,2,2,NA,3,0
503,7,5,6,4,3,2,1,7564321,0,sacramento,1,1,4,5,0
504,3,4,2,5,1,7,6,3425176,1,los angeles,2,2,1,2,1
505,1,7,6,5,4,3,2,1765432,0,orange,2,4,4,5,0
506,5,6,7,3,4,2,1,5673421,0,riverside,1,1,4,3,1
507,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
508,7,1,2,4,3,6,5,7124365,1,sacramento,3,1,6,4,0
509,7,6,5,3,4,2,1,7653421,0,los angeles,2,1,4,4,0
510,4,7,6,5,3,2,1,4765321,0,sacramento,2,2,4,4,0
511,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
512,1,7,6,4,5,3,2,1764532,0,sacramento,2,1,2,3,0
513,6,7,5,3,1,2,4,6753124,0,riverside,2,1,5,3,0
514,1,7,5,3,4,6,2,1753462,1,los angeles,NA,NA,NA,NA,NA
515,5,7,6,3,4,2,1,5763421,0,riverside,1,3,NA,2,0
516,6,7,5,3,4,2,1,6753421,0,riverside,2,4,NA,4,0
517,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,1,5,6,3,0
518,5,7,6,4,3,2,1,5764321,0,los angeles,2,1,2,5,0
519,5,7,6,2,4,1,3,5762413,0,sacramento,2,1,NA,3,0
520,4,6,7,3,5,2,1,4673521,1,riverside,1,1,4,5,0
521,7,6,5,3,2,4,1,7653241,0,sacramento,2,1,NA,2,0
522,5,7,6,1,4,3,2,5761432,0,orange,1,3,7,3,0
523,1,7,5,4,3,2,6,1754326,1,sacramento,2,2,2,3,1
524,5,7,6,3,4,1,2,5763412,1,sacramento,2,5,3,3,0
525,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,4,3,0
526,4,6,7,2,3,5,1,4672351,1,los angeles,2,2,2,3,0
527,4,7,6,1,5,3,2,4761532,1,sacramento,2,1,4,5,0
528,6,7,5,4,1,2,3,6754123,1,riverside,3,1,4,3,0
529,1,7,6,3,5,4,2,1763542,1,sacramento,4,2,NA,2,0
530,1,6,4,2,3,5,7,1642357,0,los angeles,1,1,NA,2,0
531,6,7,5,4,3,2,1,6754321,1,los angeles,1,1,6,3,0
532,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,2,2,2,4,0
533,7,2,1,5,3,4,6,7215346,0,sacramento,2,1,1,3,0
534,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
535,7,6,5,4,3,2,1,7654321,0,orange,2,1,2,3,0
536,6,7,5,2,1,4,3,6752143,1,orange,1,1,6,4,0
537,6,3,1,7,2,4,5,6317245,1,sacramento,1,1,6,5,1
538,7,6,1,3,4,5,2,7613452,1,riverside,4,4,6,4,0
539,6,7,5,1,4,3,2,6751432,0,riverside,4,1,NA,3,0
540,5,4,3,1,2,6,7,5431267,1,orange,2,4,6,4,0
541,1,2,6,3,5,4,7,1263547,0,riverside,NA,NA,NA,NA,NA
542,6,2,5,1,3,7,4,6251374,1,orange,2,1,4,4,0
543,1,7,6,3,5,4,2,1763542,1,riverside,NA,NA,NA,NA,0
544,6,7,5,1,4,3,2,6751432,0,sacramento,3,5,NA,3,0
