unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohfz,caza,q5,q7,q8,q10,q11,q12,q13,q15,q16a,q16b,q19b,q21,q22,q23,q24a,q24b,q24c,q24d,q25,q26,q27a,q27c,q27d,q27e,q44a,q44b,q44c,q44d,q45a,q45b,q45c,q45d,q46a,q46b,q46c,q46d,q47a,q47b,q47c,q47d,q48z,q49z,q50z,q51z
1015,1,NA,2,3,NA,NA,1-23--,1,6,601,1,50,1,7,2,5,0,11,6,2013,1,1,5,1,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,NA,NA,NA,NA
1016,1,NA,2,3,NA,NA,1-23--,3,6,601,1,43,4,8,2,7,0,11,9,2013,1,1,5,2,1,1,2,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1017,NA,NA,1,NA,NA,NA,--1---,0,6,601,1,40,3,4,2,4,1,1,6,2013,1,1,5,5,3,3,3,3,4,1,2,3,2,2,0,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,1,NA,2,3,NA,NA,1-23--,0,6,601,1,43,2,8,2,8,0,1,9,2013,1,1,5,5,4,4,4,4,4,1,2,3,2,1,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,1,NA,2,3,NA,NA,1-23--,2,6,601,1,52,1,7,2,7,0,1,1,2013,1,1,5,1,3,3,3,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1020,NA,1,NA,NA,3,2,-1--32,0,2,201,0,57,2,6,2,6,1,11,8,2013,1,1,5,4,3,3,3,4,4,2,2,3,1,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,NA,1,NA,NA,3,2,-1--32,2,2,201,0,37,3,4,2,4,2,11,7,2013,1,1,5,3,1,1,1,4,2,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1022,NA,1,NA,NA,3,2,-1--32,3,2,201,0,30,8,3,2,3,2,4,11,2013,1,1,5,3,1,1,1,4,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1023,NA,NA,NA,NA,NA,NA,------,0,4,403,0,55,2,4,4,9,2,6,8,2013,1,1,5,1,1,1,1,3,4,1,3,3,3,-98,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,1,NA,NA,NA,NA,NA,1-----,1,4,403,0,65,3,5,2,10,2,6,5,2013,1,1,5,4,1,1,3,4,4,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1025,1,NA,NA,NA,NA,NA,1-----,3,4,403,1,34,6,5,2,7,2,6,3,2012,1,1,5,1,1,1,3,4,2,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1026,1,NA,NA,NA,NA,NA,1-----,1,4,403,1,42,2,6,3,6,2,6,11,2012,1,1,5,1,-98,-98,-98,4,4,1,-98,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1027,1,NA,NA,NA,NA,NA,1-----,0,4,403,0,20,2,9,2,2,2,6,2,2014,1,1,1,1,1,1,3,4,2,2,2,3,-98,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,1,NA,NA,NA,NA,NA,1-----,0,4,403,0,26,2,14,3,8,2,7,5,2014,1,1,5,5,1,1,4,4,4,1,2,1,-98,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,1,NA,NA,NA,NA,NA,1-----,2,4,401,0,40,1,10,3,8,1,5,8,2013,1,1,5,1,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1030,1,NA,NA,NA,NA,NA,1-----,1,4,401,0,48,3,8,3,8,1,11,6,2012,1,1,5,1,4,4,4,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1031,1,NA,NA,NA,NA,NA,1-----,3,4,402,0,35,2,7,3,7,0,10,11,2013,1,1,5,3,4,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1032,1,NA,NA,NA,NA,NA,1-----,0,4,402,0,39,2,7,3,7,1,10,11,2013,1,1,5,1,4,4,4,4,1,5,2,3,2,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,1,NA,2,NA,NA,NA,1-2---,0,4,402,0,40,1,6,3,6,1,10,6,2012,1,1,5,1,1,1,1,4,2,4,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,1,NA,NA,NA,NA,NA,1-----,2,4,402,0,32,4,4,2,5,1,10,9,2013,1,1,5,1,4,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1035,1,NA,NA,NA,NA,NA,1-----,2,4,402,0,36,3,5,2,5,1,10,10,2013,1,1,5,3,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1036,1,NA,NA,NA,NA,NA,1-----,3,4,402,0,27,3,7,3,7,1,8,6,2013,1,1,5,3,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1037,1,NA,NA,NA,NA,NA,1-----,2,4,402,0,50,3,6,3,6,1,8,7,2012,1,1,5,3,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1038,1,NA,2,3,NA,NA,1-23--,2,4,402,1,32,3,7,2,7,1,10,4,2013,1,1,5,3,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1039,1,NA,NA,NA,NA,NA,1-----,0,4,402,1,25,3,6,2,6,1,10,7,2013,1,1,5,3,4,4,4,4,2,4,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,1,NA,NA,NA,NA,NA,1-----,1,4,402,0,65,2,13,4,7,1,10,8,2013,1,1,5,3,4,4,4,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1041,1,NA,NA,NA,NA,NA,1-----,3,4,402,0,35,6,4,2,10,3,6,5,2013,1,1,5,1,3,3,3,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1042,1,NA,NA,NA,NA,NA,1-----,0,4,402,1,42,2,2,3,12,3,6,5,2013,1,1,5,3,1,1,1,4,2,4,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,1,NA,NA,NA,NA,NA,1-----,3,4,402,0,60,2,12,4,10,3,6,3,2011,1,1,5,3,2,2,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1044,1,NA,NA,NA,NA,NA,1-----,0,4,402,0,42,2,7,2,9,2,6,2,2012,1,1,1,1,2,2,2,4,1,5,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,1,NA,NA,NA,NA,NA,1-----,2,4,402,0,37,2,7,2,10,2,6,5,2012,1,1,5,3,1,1,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1046,1,NA,NA,NA,NA,NA,1-----,3,4,402,0,40,2,5,2,7,1,1,8,2013,1,1,5,3,3,3,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1047,1,NA,NA,NA,NA,NA,1-----,2,4,402,1,30,2,12,2,11,2,4,5,2012,1,1,5,3,3,3,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1048,1,NA,NA,NA,NA,NA,1-----,1,4,402,1,23,2,9,3,4,2,6,3,2012,1,1,5,5,3,3,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1049,1,NA,NA,NA,NA,NA,1-----,2,4,403,0,52,2,5,2,2,2,6,5,2013,1,1,5,3,4,4,4,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1050,1,NA,NA,NA,NA,NA,1-----,3,4,403,0,22,2,5,2,2,2,6,5,2013,1,1,5,5,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1051,1,NA,NA,NA,NA,NA,1-----,3,4,403,1,21,3,3,3,9,1,5,7,2013,1,1,5,3,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1052,1,NA,2,3,NA,NA,1-23--,2,4,403,0,24,4,5,2,9,3,6,5,2013,1,1,5,3,1,1,4,4,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1053,2,NA,1,3,NA,NA,2-13--,1,4,403,1,45,3,4,2,4,2,11,7,2011,1,1,5,3,4,4,4,4,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,NA,NA,NA,NA
1054,1,NA,2,3,NA,NA,1-23--,1,4,403,0,36,3,6,2,6,1,6,5,2012,1,1,5,5,3,3,4,4,4,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1055,1,NA,2,3,NA,NA,1-23--,0,4,403,1,35,3,6,2,6,1,6,5,2012,1,1,5,5,4,4,4,4,3,1,2,3,2,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,1,NA,2,3,NA,NA,1-23--,0,4,403,1,22,5,8,3,2,2,6,9,2014,1,1,5,5,1,1,4,4,3,1,2,3,2,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,1,NA,2,3,NA,NA,1-23--,1,6,601,1,35,2,4,3,5,1,1,11,2011,1,1,5,3,3,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1058,NA,1,NA,NA,3,2,-1--32,3,6,601,1,37,5,4,4,5,2,5,5,2012,1,1,5,3,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1059,1,NA,2,NA,NA,NA,1-2---,2,6,601,1,27,3,11,3,7,1,1,12,2011,1,1,5,3,-98,-98,-98,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1060,NA,1,NA,NA,3,2,-1--32,3,6,601,1,34,5,3,3,4,2,5,6,2012,1,1,5,3,1,1,1,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1061,1,NA,2,3,NA,NA,1-23--,1,6,601,1,50,1,9,3,8,2,1,10,2011,1,1,5,1,-98,-98,-98,4,3,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1062,NA,1,NA,NA,3,2,-1--32,0,6,601,0,49,4,4,3,5,2,5,3,2012,1,1,5,3,1,1,1,4,1,5,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,1,NA,2,3,NA,NA,1-23--,2,6,601,0,39,5,4,4,5,1,5,3,2012,1,1,5,3,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1064,1,NA,2,3,NA,NA,1-23--,3,6,601,0,45,3,5,3,6,1,6,7,2012,1,1,5,3,1,1,3,4,2,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1065,NA,1,NA,NA,2,3,-1--23,2,6,601,1,32,5,4,4,4,2,4,12,2012,1,1,1,1,1,1,1,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1066,NA,1,NA,NA,3,2,-1--32,0,6,601,0,60,3,8,5,4,2,11,3,2012,1,1,5,3,1,1,1,4,1,4,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,1,NA,2,3,NA,NA,1-23--,3,6,601,0,57,2,9,4,6,2,6,7,2012,1,1,5,3,1,1,3,4,3,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1068,1,NA,2,3,NA,NA,1-23--,1,6,601,0,40,3,5,3,5,1,7,9,2012,1,1,2,2,1,1,3,4,3,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1069,NA,1,NA,NA,3,2,-1--32,0,6,601,0,49,3,4,3,4,1,1,2,2012,1,1,2,2,1,1,1,4,1,5,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,NA,1,NA,NA,3,2,-1--32,2,6,601,0,60,3,7,5,5,2,11,4,2012,1,2,5,3,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1071,1,NA,2,3,NA,NA,1-23--,0,6,601,0,50,1,4,3,5,1,13,12,2012,1,1,2,1,-98,-98,-98,4,3,1,2,3,-98,-98,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,1,NA,NA,3,2,-1--32,1,6,601,1,35,3,5,4,5,2,11,9,2012,1,1,5,3,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1073,1,NA,2,3,NA,NA,1-23--,1,6,601,0,44,3,5,4,5,1,7,8,2012,1,1,2,2,1,1,3,4,3,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1074,1,NA,2,3,NA,NA,1-23--,3,6,601,0,55,2,8,5,6,2,11,3,2012,1,1,5,3,-98,-98,-98,4,3,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1075,NA,1,NA,NA,3,2,-1--32,0,6,601,0,47,3,4,3,4,2,4,12,2012,1,1,5,3,1,1,1,4,1,5,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1,NA,2,3,NA,NA,1-23--,2,6,601,0,61,2,8,5,5,2,11,8,2012,1,1,5,3,-98,-98,-98,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1077,NA,1,NA,NA,3,2,-1--32,1,6,601,0,35,5,4,4,4,2,5,5,2012,1,1,1,1,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1078,1,NA,2,3,NA,NA,1-23--,3,6,601,0,49,4,4,4,4,1,6,6,2012,1,1,5,3,4,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1079,NA,1,NA,NA,3,2,-1--32,1,6,601,0,39,5,3,4,4,2,5,7,2012,1,1,2,2,1,1,1,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1080,1,NA,2,3,NA,NA,1-23--,0,6,601,0,58,3,9,5,6,2,6,10,2012,1,1,5,3,1,1,3,4,2,2,2,3,3,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,1,NA,NA,NA,NA,NA,1-----,3,6,601,1,23,1,6,2,6,0,6,4,2014,1,1,5,1,1,1,1,3,4,1,-98,3,1,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1082,NA,1,NA,NA,3,2,-1--32,0,6,601,0,33,2,7,2,7,0,11,3,2013,1,1,5,3,1,1,1,4,1,4,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,NA,NA,NA,NA,NA,NA,------,0,6,601,1,55,2,11,3,11,0,10,11,2012,1,1,5,5,1,1,1,4,3,1,2,3,2,1,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,1,NA,2,3,NA,NA,1-23--,0,6,601,1,44,2,5,2,5,1,1,1,2014,1,1,5,5,3,3,3,4,4,1,2,3,3,1,1,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,1,NA,2,3,NA,NA,1-23--,3,6,601,1,34,3,3,2,3,1,5,8,2014,1,1,5,2,3,3,3,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1086,NA,NA,NA,NA,NA,NA,------,2,6,601,1,43,3,4,2,4,1,1,5,2013,1,1,5,2,1,1,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1087,NA,1,NA,NA,3,2,-1--32,3,6,601,1,31,8,3,3,3,1,5,11,2013,1,1,5,3,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1088,NA,1,NA,NA,3,2,-1--32,0,6,601,0,43,1,7,2,7,1,1,2,2013,1,1,5,1,4,4,4,4,4,1,2,3,1,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1,NA,2,3,NA,NA,1-23--,0,6,601,0,45,2,9,2,8,0,10,11,2013,1,1,5,2,2,2,2,4,4,1,2,-98,-98,-98,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1,NA,NA,NA,NA,NA,1-----,2,6,601,1,37,1,6,2,6,0,10,8,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1091,NA,1,NA,NA,2,3,-1--23,3,6,601,0,49,2,6,2,6,2,1,8,2013,1,1,5,3,1,1,1,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1092,NA,1,NA,NA,3,2,-1--32,3,6,601,0,41,2,7,2,6,1,11,4,2013,1,1,5,2,3,3,3,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1093,NA,1,NA,NA,3,2,-1--32,0,6,601,0,42,2,6,2,6,1,11,2,2014,1,1,5,2,4,4,4,4,4,1,2,3,2,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,3,NA,1,2,NA,NA,3-12--,2,6,601,0,57,2,9,2,9,0,1,3,2013,1,1,5,5,3,3,3,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1095,1,NA,2,3,NA,NA,1-23--,2,6,601,0,54,2,6,2,6,1,1,11,2013,1,1,5,4,4,4,4,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1096,1,NA,2,3,NA,NA,1-23--,2,6,601,0,57,1,7,2,7,0,1,2,2013,1,1,5,1,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1097,NA,1,NA,NA,3,2,-1--32,0,6,601,0,36,2,5,2,5,1,10,8,2014,1,1,5,2,1,1,1,4,4,1,2,3,1,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,1,NA,NA,NA,NA,NA,1-----,0,6,601,0,47,2,7,2,7,1,10,11,2013,1,1,5,2,4,4,4,4,3,1,2,3,-98,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,2,NA,1,3,NA,NA,2-13--,3,6,601,0,44,2,6,2,6,0,1,2,2013,1,1,5,3,3,3,3,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1100,1,NA,2,3,NA,NA,1-23--,2,6,601,1,47,1,6,2,6,0,1,6,2013,1,1,5,1,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1101,1,NA,2,3,NA,NA,1-23--,1,6,601,1,27,1,5,2,5,0,10,7,2014,1,1,5,1,3,3,3,3,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA
1102,1,NA,2,3,NA,NA,1-23--,0,6,601,0,35,2,6,2,6,0,1,2,2013,1,1,5,2,2,2,3,4,4,1,2,3,3,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,1,NA,NA,3,2,-1--32,3,6,601,0,49,1,7,2,7,0,11,1,2013,1,1,5,1,3,3,3,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1104,NA,NA,NA,NA,NA,NA,------,0,6,601,0,52,2,8,2,7,0,1,4,2013,1,1,5,2,-98,-98,-98,4,4,1,2,3,-98,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,25,1,5,2,5,0,10,2,2013,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1106,3,NA,1,2,NA,NA,3-12--,1,6,601,0,43,2,9,2,9,0,1,10,2013,1,1,5,5,4,4,4,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,NA,NA,NA,NA
1107,1,NA,2,3,NA,NA,1-23--,3,6,601,0,45,1,7,2,7,0,10,5,2013,1,1,5,1,4,4,4,4,4,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1108,1,NA,2,3,NA,NA,1-23--,3,6,601,0,37,2,5,2,5,0,11,7,2013,1,1,5,4,4,4,4,4,4,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1109,NA,1,NA,NA,3,2,-1--32,1,6,601,0,42,2,6,2,6,0,11,2,2013,1,1,5,5,3,3,3,4,4,2,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1110,1,NA,2,3,NA,NA,1-23--,0,6,601,0,50,1,9,2,6,0,1,7,2013,1,1,5,1,1,1,1,4,4,1,2,3,3,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,NA,NA,NA,NA,------,3,6,601,1,32,1,5,2,5,1,1,10,2013,1,1,5,1,-98,-98,-98,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1112,1,NA,2,3,NA,NA,1-23--,3,6,601,1,36,1,7,2,7,1,6,11,2013,1,1,5,1,1,1,1,4,4,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1113,1,NA,2,3,NA,NA,1-23--,0,6,601,0,34,2,7,2,7,0,1,7,2013,1,1,5,2,2,2,2,4,4,1,2,3,-98,2,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,NA,NA,NA,NA,------,0,6,601,1,27,1,5,2,5,0,10,3,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,1,NA,NA,3,2,-1--32,2,6,601,0,54,3,6,4,5,2,4,11,2012,1,1,5,3,1,1,1,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1116,NA,1,NA,NA,3,2,-1--32,0,6,601,1,48,3,4,4,4,1,4,2,2013,1,1,5,3,1,1,1,4,2,2,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
