unit,clark,officers,hahn,steinberg,schubert,brown,senators,ranking,treat,county,partyid,race,ideo_rating,education,work_for_law
209,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
210,2,7,6,5,4,3,1,2765431,0,sacramento,2,1,2,3,0
211,6,7,5,3,4,1,2,6753412,1,sacramento,3,1,4,5,0
212,5,7,6,3,4,2,1,5763421,0,riverside,2,2,3,3,0
213,6,7,5,4,1,3,2,6754132,1,orange,NA,NA,NA,NA,NA
214,2,7,6,4,5,3,1,2764531,1,sacramento,NA,NA,NA,NA,NA
215,6,5,7,2,1,3,4,6572134,1,sacramento,3,4,5,3,1
216,1,7,6,2,5,3,4,1762534,2,riverside,4,2,5,2,1
217,4,7,6,1,5,3,2,4761532,1,los angeles,1,1,7,3,0
218,NA,NA,NA,NA,NA,NA,NA,-------,2,los angeles,4,5,NA,1,0
219,1,7,6,5,3,4,2,1765342,1,riverside,NA,NA,NA,NA,NA
220,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
221,7,6,5,3,4,2,1,7653421,1,sacramento,3,1,4,2,1
222,7,6,5,3,4,2,1,7653421,1,orange,2,3,2,5,0
223,1,7,6,4,5,3,2,1764532,1,sacramento,2,1,3,4,0
224,1,7,5,2,6,4,3,1752643,1,sacramento,4,1,NA,2,0
225,7,6,5,4,3,2,1,7654321,2,orange,3,1,4,5,0
226,6,7,5,3,2,4,1,6753241,1,orange,2,1,3,2,0
227,7,6,5,4,3,1,2,7654312,2,orange,1,1,6,4,0
228,4,7,6,5,2,3,1,4765231,2,sacramento,3,4,NA,5,0
229,6,4,1,2,3,7,5,6412375,1,orange,1,4,6,4,1
230,1,7,6,3,5,4,2,1763542,0,sacramento,3,1,2,2,0
231,7,6,5,3,2,4,1,7653241,1,sacramento,2,1,3,3,0
232,7,6,2,4,1,5,3,7624153,2,riverside,1,1,4,4,0
233,3,1,4,7,5,2,6,3147526,0,riverside,1,1,1,5,1
234,6,7,5,3,4,2,1,6753421,2,sacramento,2,3,3,2,0
235,7,2,1,3,4,6,5,7213465,1,sacramento,3,1,NA,3,0
236,6,7,5,4,3,2,1,6754321,2,orange,2,1,2,5,0
237,1,7,6,4,5,3,2,1764532,0,sacramento,2,2,5,5,0
238,7,1,3,6,2,4,5,7136245,1,sacramento,1,1,7,4,0
239,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,2,3,NA,2,0
240,7,6,5,2,1,3,4,7652134,2,los angeles,1,1,5,3,0
241,5,7,6,1,4,2,3,5761423,2,sacramento,2,1,2,4,0
242,4,2,3,1,7,6,5,4231765,2,riverside,4,2,NA,2,0
243,6,7,5,3,4,2,1,6753421,0,sacramento,2,4,2,3,0
244,1,7,6,4,5,2,3,1764523,1,orange,3,1,4,4,0
245,1,7,6,2,3,5,4,1762354,2,sacramento,NA,NA,NA,NA,NA
246,5,7,6,1,4,2,3,5761423,1,sacramento,3,1,1,3,0
247,7,6,2,4,3,5,1,7624351,1,sacramento,3,1,4,3,0
248,1,7,6,4,5,2,3,1764523,1,sacramento,2,1,2,3,0
249,7,6,5,3,4,2,1,7653421,2,riverside,2,1,4,5,0
250,1,4,6,3,5,2,7,1463527,2,los angeles,NA,NA,NA,NA,NA
251,7,1,2,4,3,6,5,7124365,0,riverside,1,1,7,3,1
252,1,7,6,4,5,2,3,1764523,2,sacramento,2,1,2,3,0
253,7,1,2,6,3,5,4,7126354,1,sacramento,1,1,2,4,0
254,7,2,3,4,1,5,6,7234156,2,sacramento,1,1,5,4,1
255,6,7,5,3,4,1,2,6753412,2,sacramento,3,1,4,3,0
256,3,2,5,6,7,4,1,3256741,1,sacramento,1,1,1,4,1
257,7,6,4,2,1,3,5,7642135,0,sacramento,1,1,NA,3,0
258,7,6,5,3,2,4,1,7653241,0,sacramento,2,1,4,2,0
259,1,7,6,3,5,4,2,1763542,0,sacramento,2,1,1,4,0
260,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,1,4,4,2,0
261,5,7,6,4,3,2,1,5764321,1,sacramento,3,1,5,2,0
262,2,7,5,3,6,1,4,2753614,1,sacramento,2,2,NA,2,0
263,5,7,6,4,1,3,2,5764132,0,orange,1,1,6,3,0
264,6,7,5,4,3,2,1,6754321,2,sacramento,3,1,4,4,1
265,1,7,6,4,5,2,3,1764523,0,riverside,1,1,7,2,0
266,7,1,3,4,2,5,6,7134256,2,sacramento,3,1,5,3,1
267,1,7,6,5,4,2,3,1765423,1,sacramento,2,5,2,4,0
268,3,7,6,5,4,2,1,3765421,0,los angeles,2,1,2,2,0
269,1,7,6,4,5,2,3,1764523,0,riverside,2,1,1,5,0
270,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
271,7,6,5,3,4,1,2,7653412,1,orange,2,4,4,4,0
272,7,6,5,1,2,4,3,7651243,0,sacramento,1,1,NA,3,0
273,7,2,3,4,1,6,5,7234165,0,sacramento,2,2,NA,2,0
274,1,7,5,4,6,3,2,1754632,1,sacramento,2,1,2,4,0
275,6,7,5,4,2,3,1,6754231,1,sacramento,2,4,5,3,0
276,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,NA,NA,NA,NA,NA
277,1,7,6,4,5,3,2,1764532,1,orange,2,1,2,4,0
278,6,7,2,3,1,5,4,6723154,1,orange,2,1,3,3,0
279,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,4,1,NA,1,0
280,7,2,3,6,1,4,5,7236145,2,sacramento,1,1,4,5,0
281,1,7,6,2,5,3,4,1762534,2,orange,3,4,4,3,0
282,6,7,5,4,3,2,1,6754321,2,riverside,1,1,6,3,0
283,7,3,2,5,4,6,1,7325461,1,sacramento,2,1,3,3,0
284,1,7,6,4,5,3,2,1764532,1,riverside,2,1,2,3,0
285,6,7,5,1,3,2,4,6751324,0,los angeles,1,5,6,2,0
286,1,7,6,5,3,4,2,1765342,1,orange,2,1,3,5,0
287,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,2,3,1
288,1,7,6,5,3,4,2,1765342,2,sacramento,1,1,4,2,0
289,7,6,5,2,4,1,3,7652413,1,sacramento,4,4,3,4,0
290,7,2,1,3,5,4,6,7213546,1,sacramento,3,1,4,3,0
291,1,7,6,3,5,2,4,1763524,2,sacramento,2,4,2,4,0
292,3,7,6,2,5,1,4,3762514,2,orange,3,5,NA,3,0
293,2,7,1,3,6,5,4,2713654,1,sacramento,1,4,2,3,0
294,1,7,4,6,5,2,3,1746523,2,riverside,2,3,NA,1,1
295,1,7,5,2,3,6,4,1752364,0,sacramento,1,2,6,2,0
296,7,6,5,1,4,3,2,7651432,0,orange,1,1,4,2,0
297,7,6,5,4,3,2,1,7654321,0,los angeles,2,5,4,4,0
298,4,7,6,3,5,2,1,4763521,2,sacramento,2,2,2,4,0
299,5,4,3,6,7,1,2,5436712,2,los angeles,3,3,4,3,1
300,7,6,5,1,3,4,2,7651342,0,sacramento,4,1,4,4,0
301,1,7,6,4,5,2,3,1764523,0,sacramento,2,1,4,1,0
302,2,7,6,5,4,3,1,2765431,0,los angeles,3,1,4,5,0
303,1,7,6,3,4,5,2,1763452,0,sacramento,2,3,NA,2,0
304,2,7,6,5,4,3,1,2765431,1,riverside,2,1,4,4,0
305,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
306,6,7,5,2,3,4,1,6752341,0,riverside,2,1,4,3,0
307,6,7,5,1,4,2,3,6751423,2,orange,1,1,6,3,0
308,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
309,6,7,5,3,4,2,1,6753421,0,orange,NA,NA,NA,NA,NA
310,7,2,3,1,5,4,6,7231546,0,sacramento,4,1,5,3,0
311,5,7,4,3,6,2,1,5743621,2,sacramento,1,3,6,3,0
312,3,7,1,5,4,2,6,3715426,2,sacramento,4,1,6,1,0
313,1,7,6,3,5,2,4,1763524,2,sacramento,2,2,4,3,0
314,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,1,1,7,3,0
315,7,6,3,4,1,5,2,7634152,1,sacramento,3,4,4,3,0
316,6,7,5,2,3,4,1,6752341,2,los angeles,1,1,6,4,0
317,3,7,6,5,4,2,1,3765421,1,los angeles,2,1,3,4,0
318,7,5,4,2,3,1,6,7542316,1,sacramento,3,1,5,3,0
319,7,6,4,3,1,5,2,7643152,1,sacramento,3,3,3,3,0
320,6,7,5,2,4,3,1,6752431,2,orange,1,3,7,4,0
321,1,7,6,3,5,2,4,1763524,0,sacramento,2,3,2,3,0
322,6,7,5,3,4,2,1,6753421,0,orange,2,3,3,4,1
323,7,6,5,3,4,2,1,7653421,0,orange,2,1,5,3,0
324,1,7,6,4,5,3,2,1764532,0,sacramento,2,2,1,5,0
325,6,7,4,2,5,3,1,6742531,1,sacramento,2,1,2,3,0
326,7,6,5,1,4,2,3,7651423,0,riverside,3,1,4,4,0
327,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
328,1,7,6,4,3,5,2,1764352,2,orange,2,3,5,4,0
329,3,5,7,1,4,6,2,3571462,1,riverside,3,3,NA,1,1
330,1,2,3,5,4,6,7,1235467,1,sacramento,1,1,NA,3,0
331,3,5,6,7,2,4,1,3567241,2,los angeles,2,2,NA,3,0
332,6,7,5,4,2,1,3,6754213,0,sacramento,2,4,NA,3,0
333,7,6,5,4,3,1,2,7654312,1,sacramento,3,1,NA,3,0
334,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,1,2,4,0
335,1,7,6,4,5,2,3,1764523,1,riverside,NA,NA,NA,NA,0
336,4,7,6,3,5,2,1,4763521,0,riverside,4,3,4,2,0
337,1,7,5,4,6,3,2,1754632,2,sacramento,2,2,3,3,0
338,7,1,2,5,4,3,6,7125436,2,sacramento,1,4,NA,2,0
339,6,7,5,4,3,1,2,6754312,1,sacramento,2,1,4,4,0
340,7,6,1,3,2,5,4,7613254,2,los angeles,2,1,6,4,0
341,1,7,3,4,2,6,5,1734265,1,sacramento,2,1,4,4,1
342,3,7,6,1,2,5,4,3761254,2,sacramento,2,1,4,3,0
343,5,7,6,3,1,4,2,5763142,2,los angeles,1,1,6,3,0
344,6,7,5,3,4,2,1,6753421,0,los angeles,4,1,2,3,0
345,7,2,3,5,1,4,6,7235146,1,sacramento,NA,NA,NA,NA,NA
346,7,6,4,5,2,1,3,7645213,2,riverside,NA,NA,NA,NA,NA
347,6,7,5,3,4,1,2,6753412,0,los angeles,2,5,3,5,0
348,1,7,6,5,4,2,3,1765423,0,orange,1,1,5,3,0
349,7,6,5,3,4,2,1,7653421,2,sacramento,1,1,4,3,0
350,1,7,6,4,2,3,5,1764235,0,sacramento,1,4,3,4,0
351,4,1,5,7,3,2,6,4157326,2,sacramento,NA,NA,NA,NA,NA
352,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,2,4,0
353,2,7,6,4,5,1,3,2764513,2,sacramento,2,2,4,4,0
354,5,6,7,3,4,1,2,5673412,1,sacramento,2,1,2,4,0
355,5,7,6,4,3,2,1,5764321,2,sacramento,2,1,3,3,0
356,7,3,1,6,2,5,4,7316254,1,sacramento,3,1,7,4,0
357,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,NA,NA,NA,NA,NA
358,5,7,3,4,6,2,1,5734621,1,los angeles,4,1,NA,3,0
359,7,2,4,1,6,3,5,7241635,2,riverside,2,3,4,4,0
360,7,6,5,4,3,2,1,7654321,2,sacramento,2,1,4,4,0
361,7,1,3,4,5,2,6,7134526,0,sacramento,3,1,5,3,0
362,7,3,4,6,2,1,5,7346215,1,sacramento,1,1,6,4,1
363,7,6,5,4,3,2,1,7654321,2,sacramento,2,3,4,3,0
364,6,1,5,7,3,2,4,6157324,2,sacramento,2,3,1,2,1
365,1,7,6,2,5,4,3,1762543,0,riverside,2,3,3,3,0
366,4,7,6,1,2,3,5,4761235,2,orange,2,2,NA,5,0
367,1,7,5,3,2,6,4,1753264,1,los angeles,2,2,4,3,0
368,7,6,5,3,4,2,1,7653421,1,sacramento,3,5,NA,3,0
369,7,6,5,3,4,2,1,7653421,0,sacramento,2,3,NA,3,0
370,6,7,5,3,2,4,1,6753241,2,sacramento,2,1,4,2,0
371,7,1,3,6,2,5,4,7136254,2,sacramento,1,5,7,4,0
372,6,7,4,2,1,3,5,6742135,2,los angeles,2,3,1,2,1
373,5,7,6,4,3,2,1,5764321,0,riverside,2,1,6,4,0
374,6,7,5,4,3,1,2,6754312,0,sacramento,2,1,4,4,0
375,7,6,5,3,4,2,1,7653421,2,sacramento,2,1,4,3,0
376,1,6,7,2,5,3,4,1672534,2,sacramento,2,5,NA,3,0
377,1,7,6,5,4,3,2,1765432,0,sacramento,2,1,4,3,0
378,1,7,6,5,2,3,4,1765234,1,riverside,2,3,4,2,0
379,1,7,6,4,5,2,3,1764523,2,riverside,2,3,2,2,0
380,7,6,5,1,2,4,3,7651243,2,sacramento,1,3,6,3,0
381,5,6,1,4,2,3,7,5614237,0,los angeles,2,1,5,4,1
382,1,7,6,5,4,2,3,1765423,0,riverside,2,1,2,5,0
383,7,6,5,4,1,3,2,7654132,1,sacramento,1,1,4,4,0
384,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,1,1,6,3,0
385,1,7,6,4,5,3,2,1764532,0,los angeles,4,2,1,2,0
386,4,7,6,2,5,3,1,4762531,2,sacramento,2,1,4,3,0
387,6,7,5,4,3,2,1,6754321,2,sacramento,2,1,2,4,0
388,7,6,4,2,5,1,3,7642513,0,sacramento,2,1,4,3,0
389,7,6,5,3,4,2,1,7653421,2,sacramento,2,1,2,4,0
390,5,7,6,3,4,2,1,5763421,1,riverside,4,1,NA,2,0
391,7,1,5,4,6,2,3,7154623,2,riverside,4,1,NA,3,0
392,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
393,4,7,5,3,6,2,1,4753621,2,sacramento,2,1,2,3,0
394,6,7,5,3,4,2,1,6753421,1,orange,2,4,1,3,0
395,7,4,3,2,1,6,5,7432165,1,orange,1,1,6,3,0
396,7,1,2,5,6,3,4,7125634,1,sacramento,1,4,6,3,0
397,6,7,5,3,4,2,1,6753421,1,sacramento,2,4,2,5,0
398,3,7,6,5,4,1,2,3765412,0,sacramento,2,1,1,4,0
399,7,6,5,3,4,2,1,7653421,0,los angeles,1,1,5,2,1
400,7,6,5,3,4,1,2,7653412,2,sacramento,2,1,4,4,1
401,6,7,5,3,4,2,1,6753421,2,los angeles,NA,NA,NA,NA,NA
402,5,7,6,3,4,2,1,5763421,1,orange,2,3,2,4,0
403,5,6,7,3,4,2,1,5673421,2,sacramento,2,4,3,4,1
404,7,6,5,4,2,3,1,7654231,0,sacramento,2,1,2,3,0
405,1,7,6,4,5,2,3,1764523,1,los angeles,2,3,3,2,0
406,1,7,6,5,4,3,2,1765432,0,riverside,2,2,4,5,0
407,6,7,5,1,4,2,3,6751423,2,sacramento,3,1,NA,3,0
408,1,7,6,4,2,5,3,1764253,2,riverside,2,1,4,3,0
409,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,4,3,0
410,1,7,6,2,5,4,3,1762543,2,riverside,NA,NA,NA,NA,NA
411,7,6,5,2,4,3,1,7652431,1,riverside,3,3,NA,4,0
412,7,4,5,6,1,2,3,7456123,0,riverside,1,1,6,3,0
413,1,2,7,4,6,5,3,1274653,2,orange,4,4,4,3,0
414,1,7,6,4,5,3,2,1764532,1,los angeles,NA,NA,NA,NA,NA
415,6,7,5,3,4,1,2,6753412,1,sacramento,2,1,2,3,0
416,1,7,6,5,3,4,2,1765342,2,riverside,2,2,NA,2,0
417,4,7,6,5,1,2,3,4765123,0,orange,2,1,3,5,0
418,7,6,5,4,3,2,1,7654321,1,riverside,1,1,6,2,0
419,1,7,4,2,6,3,5,1742635,1,sacramento,2,2,4,2,0
420,6,7,5,3,4,1,2,6753412,2,orange,1,1,5,3,0
421,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,1,2,NA,2,0
422,1,7,2,4,5,6,3,1724563,1,orange,4,3,4,3,0
423,7,6,5,4,1,2,3,7654123,0,los angeles,3,1,4,1,0
424,5,7,6,1,3,4,2,5761342,1,los angeles,3,4,NA,4,0
425,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
426,7,6,5,2,1,3,4,7652134,2,sacramento,1,1,5,3,0
427,5,7,6,2,4,1,3,5762413,1,orange,3,1,NA,2,NA
428,6,7,5,4,1,3,2,6754132,0,orange,2,2,NA,2,0
429,7,1,2,4,3,5,6,7124356,1,sacramento,1,1,6,5,0
430,5,7,6,4,3,2,1,5764321,1,sacramento,2,1,4,4,0
431,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,4,4,4,0
432,6,7,1,4,5,2,3,6714523,0,riverside,1,1,6,3,0
433,1,7,6,4,5,3,2,1764532,1,orange,2,1,NA,2,0
434,5,7,6,1,4,3,2,5761432,1,sacramento,3,1,4,5,0
435,5,7,4,3,6,1,2,5743612,1,sacramento,2,3,5,2,0
436,7,6,5,2,4,1,3,7652413,0,orange,2,1,4,2,1
437,7,4,6,2,3,5,1,7462351,0,sacramento,1,1,6,2,0
438,1,7,6,4,5,3,2,1764532,2,los angeles,2,2,NA,3,0
439,7,6,5,4,2,1,3,7654213,0,orange,1,1,5,3,0
440,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,1,1,7,4,1
441,3,7,6,5,2,4,1,3765241,0,orange,2,3,4,2,0
442,1,7,6,5,3,4,2,1765342,0,los angeles,4,3,2,2,0
443,6,7,1,4,5,3,2,6714532,0,riverside,4,1,NA,2,0
444,7,2,1,3,4,5,6,7213456,0,riverside,4,5,5,3,0
445,6,7,5,4,3,2,1,6754321,2,sacramento,NA,NA,NA,NA,NA
446,3,7,6,5,4,2,1,3765421,2,sacramento,2,1,1,4,0
447,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
448,3,4,2,6,7,1,5,3426715,1,orange,4,1,4,3,0
449,7,6,4,5,1,2,3,7645123,1,los angeles,3,1,4,2,0
450,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
451,4,7,6,5,1,3,2,4765132,1,orange,2,1,NA,3,0
452,4,7,5,1,6,2,3,4751623,1,sacramento,2,1,4,3,0
453,1,7,6,5,4,2,3,1765423,0,riverside,1,1,NA,3,0
454,4,7,5,3,6,2,1,4753621,0,sacramento,NA,NA,NA,NA,NA
455,7,6,3,1,4,5,2,7631452,1,sacramento,NA,NA,NA,NA,NA
456,1,7,6,5,4,3,2,1765432,2,los angeles,2,4,2,2,0
457,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,5,3,0
458,1,7,6,4,5,2,3,1764523,1,orange,NA,NA,NA,NA,NA
459,4,6,5,1,3,7,2,4651372,2,riverside,NA,NA,NA,NA,NA
460,7,1,2,4,3,6,5,7124365,1,orange,4,1,6,3,0
461,1,7,5,3,6,2,4,1753624,2,sacramento,3,1,3,4,0
462,7,6,2,5,3,4,1,7625341,2,los angeles,1,2,2,2,0
463,3,7,6,2,5,1,4,3762514,0,orange,3,1,5,4,0
464,7,6,5,3,4,1,2,7653412,1,sacramento,1,1,6,3,1
465,6,7,5,3,4,2,1,6753421,1,sacramento,2,1,4,4,0
466,7,1,5,6,4,2,3,7156423,0,sacramento,2,1,2,3,0
467,4,5,2,3,1,7,6,4523176,1,sacramento,2,2,6,4,0
468,6,1,2,7,5,4,3,6127543,1,los angeles,2,1,4,3,0
469,7,6,5,4,1,2,3,7654123,2,sacramento,NA,NA,NA,NA,NA
470,1,7,6,3,5,2,4,1763524,0,los angeles,2,1,1,3,0
471,1,7,6,4,5,3,2,1764532,1,riverside,2,3,NA,2,0
472,5,7,6,3,2,4,1,5763241,0,los angeles,NA,NA,NA,NA,NA
473,7,6,5,3,4,1,2,7653412,1,los angeles,2,3,NA,1,0
474,7,6,5,3,4,1,2,7653412,2,sacramento,1,1,5,3,0
475,1,7,6,4,3,2,5,1764325,0,sacramento,2,2,NA,3,0
476,3,2,5,4,1,7,6,3254176,1,sacramento,3,1,NA,3,0
477,7,6,5,4,3,1,2,7654312,0,sacramento,3,1,5,4,0
478,7,6,5,3,1,4,2,7653142,2,sacramento,3,1,4,2,0
479,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
480,7,6,5,4,3,2,1,7654321,1,sacramento,3,4,NA,4,0
481,6,7,5,1,2,3,4,6751234,1,riverside,3,1,5,3,0
482,6,7,5,4,3,2,1,6754321,2,sacramento,2,1,4,3,0
483,7,6,5,4,3,2,1,7654321,1,sacramento,2,1,2,4,0
484,6,7,5,3,4,1,2,6753412,0,sacramento,2,1,2,3,0
485,6,7,5,4,3,2,1,6754321,0,sacramento,2,1,2,4,0
486,5,7,6,3,4,1,2,5763412,1,sacramento,NA,NA,NA,NA,NA
487,6,2,7,5,1,4,3,6275143,0,los angeles,2,1,2,5,1
488,4,7,6,3,5,2,1,4763521,0,los angeles,2,1,3,4,0
489,6,7,4,1,2,5,3,6741253,2,sacramento,3,1,6,3,0
490,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
491,4,7,6,2,5,3,1,4762531,0,sacramento,2,1,2,3,0
492,7,6,5,2,1,3,4,7652134,2,sacramento,NA,NA,NA,NA,NA
493,7,6,5,3,4,2,1,7653421,2,sacramento,1,1,7,4,0
494,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
495,7,6,5,4,1,2,3,7654123,2,orange,NA,NA,NA,NA,NA
496,7,5,4,2,6,1,3,7542613,2,sacramento,1,1,6,3,0
497,4,5,6,7,3,1,2,4567312,2,riverside,2,3,6,2,0
498,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
499,7,1,3,4,5,2,6,7134526,2,riverside,3,3,NA,3,0
500,1,7,2,5,6,4,3,1725643,0,orange,3,1,5,3,0
501,7,6,5,3,4,2,1,7653421,1,sacramento,3,1,NA,3,0
502,7,6,5,3,4,2,1,7653421,2,riverside,1,1,6,2,1
503,5,7,6,3,4,2,1,5763421,1,orange,2,4,2,3,0
504,6,7,5,3,4,1,2,6753412,0,sacramento,2,1,3,3,0
505,7,6,5,3,4,1,2,7653412,1,sacramento,2,1,3,5,0
506,1,7,6,2,4,3,5,1762435,0,sacramento,2,3,4,2,0
507,4,7,6,3,5,2,1,4763521,2,sacramento,2,1,2,5,0
508,7,6,5,2,4,1,3,7652413,0,riverside,1,1,6,5,1
509,7,5,6,4,1,3,2,7564132,2,sacramento,2,2,3,5,0
510,6,7,5,4,3,2,1,6754321,2,sacramento,2,1,4,5,0
511,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
512,7,6,5,4,1,2,3,7654123,2,sacramento,1,1,6,3,0
513,7,5,4,2,6,1,3,7542613,2,riverside,1,1,6,3,0
514,6,7,5,4,3,1,2,6754312,2,orange,2,1,3,4,0
515,7,6,5,3,4,2,1,7653421,0,riverside,4,1,3,3,0
516,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
517,7,6,5,3,4,2,1,7653421,2,sacramento,3,1,7,4,0
518,7,6,5,3,4,2,1,7653421,0,orange,1,1,6,3,0
519,7,1,2,4,3,5,6,7124356,0,sacramento,2,1,4,3,0
520,1,7,6,5,2,4,3,1765243,1,los angeles,2,2,3,3,0
521,7,3,5,2,4,6,1,7352461,1,riverside,NA,NA,NA,NA,NA
522,7,6,5,2,1,3,4,7652134,2,los angeles,2,1,3,3,0
523,7,4,6,2,5,3,1,7462531,0,riverside,1,1,6,3,0
524,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
525,6,7,5,3,4,1,2,6753412,0,sacramento,2,3,3,2,0
526,5,7,6,4,3,1,2,5764312,1,riverside,2,3,2,3,0
527,7,6,4,3,5,1,2,7643512,2,sacramento,2,1,NA,3,1
528,3,7,5,4,6,1,2,3754612,0,sacramento,2,1,4,3,0
529,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
530,1,7,6,4,5,3,2,1764532,0,orange,2,4,2,5,0
531,6,7,5,2,3,1,4,6752314,2,los angeles,2,3,6,4,0
532,7,6,4,3,5,2,1,7643521,1,sacramento,2,4,3,3,0
533,5,3,6,2,7,1,4,5362714,1,los angeles,2,3,4,2,1
534,7,6,5,3,4,2,1,7653421,2,riverside,1,1,5,3,0
535,5,2,6,7,1,4,3,5267143,0,sacramento,3,1,2,4,0
536,7,1,2,4,3,5,6,7124356,0,sacramento,2,1,3,4,0
537,7,6,5,4,3,1,2,7654312,1,sacramento,3,3,3,3,0
538,5,7,6,1,4,2,3,5761423,0,los angeles,1,5,NA,3,0
539,1,7,6,2,4,5,3,1762453,0,orange,3,3,4,2,0
540,6,7,5,2,4,3,1,6752431,0,sacramento,2,2,3,3,0
541,7,6,4,3,2,1,5,7643215,2,sacramento,1,1,7,5,0
542,7,6,4,2,3,1,5,7642315,0,sacramento,1,1,7,4,0
543,1,7,6,3,4,5,2,1763452,0,sacramento,3,1,NA,2,1
544,5,7,6,4,3,2,1,5764321,2,los angeles,2,3,3,3,1
545,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
546,3,7,5,4,6,2,1,3754621,2,orange,2,4,4,1,0
547,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,1,3,4,0
548,7,6,2,3,1,4,5,7623145,2,sacramento,3,1,6,4,0
549,7,6,4,5,2,3,1,7645231,0,los angeles,2,2,5,4,0
550,7,6,5,4,3,1,2,7654312,1,sacramento,1,1,7,2,0
551,6,7,5,3,4,2,1,6753421,2,orange,2,1,2,4,0
552,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,3,1,1,3,0
553,3,7,2,6,5,4,1,3726541,0,riverside,2,2,NA,1,0
554,1,6,5,3,7,2,4,1653724,2,los angeles,NA,NA,NA,NA,NA
555,6,7,5,4,3,2,1,6754321,2,sacramento,2,4,2,4,0
556,1,7,2,5,3,6,4,1725364,0,sacramento,4,1,NA,2,0
557,7,5,1,2,3,6,4,7512364,0,los angeles,1,1,6,3,0
558,6,7,4,1,2,5,3,6741253,2,orange,2,1,NA,2,0
559,7,6,4,3,5,1,2,7643512,0,orange,1,1,6,3,0
560,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
561,4,7,6,5,3,2,1,4765321,1,riverside,1,1,4,4,0
562,7,6,5,4,3,2,1,7654321,2,riverside,1,1,NA,3,0
563,1,7,5,2,3,6,4,1752364,2,sacramento,1,2,4,2,0
564,6,7,5,3,4,1,2,6753412,2,riverside,2,3,3,2,0
565,NA,NA,NA,NA,NA,NA,NA,-------,2,los angeles,NA,NA,NA,NA,NA
566,7,6,5,4,1,3,2,7654132,1,sacramento,1,1,6,4,0
567,3,4,5,2,6,1,7,3452617,2,sacramento,2,1,3,1,0
568,7,6,5,3,1,4,2,7653142,1,sacramento,1,1,4,3,0
569,6,7,5,3,2,4,1,6753241,1,sacramento,3,1,6,3,1
570,7,6,5,4,3,2,1,7654321,2,riverside,NA,NA,NA,NA,NA
571,5,7,6,3,4,2,1,5763421,2,sacramento,1,1,NA,3,0
572,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
573,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
574,1,7,6,4,5,3,2,1764532,1,orange,3,3,4,2,0
575,6,7,5,4,1,3,2,6754132,2,sacramento,2,2,5,4,0
