unit,clark,officers,hahn,steinberg,schubert,brown,senators,ranking,treat,county,partyid,race,ideo_rating,education,work_for_law
576,7,6,5,4,2,1,3,7654213,1,sacramento,2,1,1,3,1
577,6,7,5,3,4,2,1,6753421,2,sacramento,3,4,4,4,0
578,7,6,5,3,4,1,2,7653412,1,orange,1,1,6,3,0
579,6,7,5,3,4,2,1,6753421,1,sacramento,3,1,4,3,0
580,1,7,6,3,2,4,5,1763245,1,los angeles,2,4,NA,3,0
581,1,7,5,4,6,3,2,1754632,0,riverside,NA,NA,NA,NA,NA
582,5,7,6,2,4,1,3,5762413,2,orange,3,2,NA,1,0
583,1,7,6,3,5,2,4,1763524,1,los angeles,2,2,2,3,0
584,1,7,6,2,5,4,3,1762543,1,los angeles,2,3,5,1,0
585,1,5,7,6,3,2,4,1576324,0,orange,1,3,NA,4,0
586,1,7,6,4,5,3,2,1764532,1,los angeles,2,2,4,3,0
587,5,7,4,6,3,2,1,5746321,0,sacramento,NA,NA,NA,NA,NA
588,4,7,6,3,5,1,2,4763512,1,orange,2,1,4,4,0
589,1,2,3,4,5,6,7,1234567,2,riverside,1,3,4,3,1
590,7,6,5,1,2,3,4,7651234,2,sacramento,1,1,NA,3,0
591,1,7,6,5,4,2,3,1765423,1,riverside,1,1,NA,2,0
592,6,2,1,5,4,3,7,6215437,1,los angeles,1,2,1,2,0
593,6,7,5,4,3,2,1,6754321,2,orange,2,5,2,4,0
594,1,7,6,5,4,3,2,1765432,0,los angeles,NA,NA,NA,NA,NA
595,7,6,5,4,3,2,1,7654321,0,sacramento,3,1,4,4,0
596,7,5,1,4,6,3,2,7514632,1,sacramento,2,1,3,2,0
597,7,6,5,4,3,1,2,7654312,0,orange,1,1,7,3,0
598,7,6,5,3,4,1,2,7653412,0,riverside,1,1,5,2,0
599,1,7,6,4,5,2,3,1764523,0,los angeles,2,1,4,5,0
600,7,6,5,4,3,2,1,7654321,1,sacramento,1,1,6,5,0
601,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,NA,NA,NA,NA,NA
602,7,6,2,3,1,5,4,7623154,0,sacramento,1,1,6,3,0
603,5,7,6,4,3,1,2,5764312,1,riverside,2,1,4,4,0
604,1,7,6,4,5,2,3,1764523,2,sacramento,2,3,2,2,0
605,7,2,3,4,1,5,6,7234156,1,sacramento,1,1,6,3,0
606,1,7,6,5,4,3,2,1765432,2,los angeles,2,1,2,4,0
607,1,7,6,5,4,2,3,1765423,1,sacramento,2,4,2,3,0
608,1,7,6,4,2,5,3,1764253,1,sacramento,2,4,NA,2,0
609,5,1,2,3,4,7,6,5123476,0,riverside,2,2,2,3,0
610,5,7,6,2,1,4,3,5762143,2,riverside,4,3,6,2,1
611,6,7,5,3,4,1,2,6753412,1,riverside,2,3,1,5,0
612,7,6,5,3,4,2,1,7653421,1,los angeles,1,4,5,3,0
613,7,1,4,5,2,6,3,7145263,1,los angeles,1,1,6,5,1
614,7,6,5,3,2,4,1,7653241,1,sacramento,1,1,7,3,0
615,7,4,1,3,5,6,2,7413562,2,riverside,2,5,NA,2,1
616,6,1,3,5,4,2,7,6135427,2,orange,1,1,6,2,0
617,6,7,1,4,2,5,3,6714253,1,orange,NA,NA,NA,NA,NA
618,7,4,3,1,2,6,5,7431265,1,orange,1,1,6,3,0
619,7,6,2,1,3,5,4,7621354,0,los angeles,1,1,4,5,0
620,7,6,5,3,4,1,2,7653412,2,sacramento,1,1,5,4,0
621,1,7,6,4,5,3,2,1764532,0,orange,1,4,5,5,0
622,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,4,1,6,5,0
623,4,6,5,3,7,2,1,4653721,1,sacramento,2,1,3,4,0
624,4,7,6,3,5,2,1,4763521,0,los angeles,2,4,3,4,0
625,1,7,6,3,4,2,5,1763425,0,sacramento,1,2,6,4,0
626,4,7,1,2,3,6,5,4712365,0,los angeles,NA,NA,NA,NA,NA
627,5,1,2,4,3,6,7,5124367,1,sacramento,NA,NA,NA,NA,NA
628,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
629,6,7,1,5,2,3,4,6715234,1,orange,2,1,4,5,0
630,7,3,2,6,1,5,4,7326154,0,sacramento,NA,NA,NA,NA,NA
631,2,7,6,4,5,3,1,2764531,0,sacramento,2,3,2,2,0
632,7,6,5,3,4,2,1,7653421,0,orange,4,4,NA,3,1
633,7,6,5,2,3,4,1,7652341,1,orange,NA,NA,NA,NA,NA
634,1,7,6,4,5,3,2,1764532,2,orange,2,4,2,3,0
635,2,7,6,5,3,4,1,2765341,2,sacramento,2,2,4,4,0
636,1,5,6,3,7,4,2,1563742,2,orange,1,1,5,4,1
637,1,7,6,4,5,3,2,1764532,0,sacramento,2,2,4,1,1
638,1,7,6,4,5,3,2,1764532,2,sacramento,2,2,1,3,1
639,1,7,6,4,5,3,2,1764532,1,sacramento,2,2,4,1,0
640,7,6,5,3,4,2,1,7653421,0,riverside,2,1,2,5,0
641,6,7,5,1,3,2,4,6751324,0,sacramento,1,1,4,4,0
642,2,7,6,5,1,4,3,2765143,0,los angeles,2,1,3,5,0
643,4,7,6,2,5,1,3,4762513,2,riverside,NA,NA,NA,NA,NA
644,7,1,2,6,5,3,4,7126534,2,sacramento,NA,NA,NA,NA,NA
645,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,4,4,NA,3,0
646,7,4,1,5,2,6,3,7415263,0,orange,4,1,NA,3,0
647,7,1,2,5,3,4,6,7125346,2,riverside,1,1,6,3,0
648,1,3,6,2,5,4,7,1362547,0,orange,2,1,NA,5,0
649,5,4,7,6,2,3,1,5476231,0,sacramento,1,3,6,3,1
650,5,4,3,2,1,7,6,5432176,2,sacramento,3,1,4,3,1
651,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,NA,NA,NA,NA,NA
652,7,6,5,3,4,2,1,7653421,0,sacramento,2,NA,NA,3,0
653,2,4,7,3,5,6,1,2473561,2,los angeles,2,2,6,2,1
654,7,6,1,3,2,4,5,7613245,0,riverside,1,1,6,2,0
655,7,6,5,3,4,2,1,7653421,0,los angeles,3,5,4,5,0
656,7,5,3,4,1,6,2,7534162,1,sacramento,1,1,NA,3,0
657,6,7,4,3,5,2,1,6743521,2,sacramento,2,1,2,3,0
658,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
659,1,7,6,3,4,2,5,1763425,1,los angeles,4,1,NA,1,0
660,7,6,5,3,4,2,1,7653421,0,riverside,1,3,6,3,1
661,7,6,4,5,1,2,3,7645123,2,sacramento,1,4,3,4,1
662,7,6,5,3,4,2,1,7653421,2,sacramento,2,1,1,5,0
663,3,7,6,4,2,5,1,3764251,2,orange,3,3,NA,3,0
664,7,6,4,3,2,1,5,7643215,1,sacramento,1,1,6,4,0
665,2,6,4,7,3,5,1,2647351,1,los angeles,1,1,3,5,1
666,3,7,6,5,4,2,1,3765421,1,orange,2,3,3,4,0
667,3,7,6,5,4,2,1,3765421,0,los angeles,NA,NA,NA,NA,NA
668,4,7,6,3,5,2,1,4763521,2,sacramento,2,4,4,3,0
669,7,6,2,3,4,1,5,7623415,0,sacramento,1,1,6,4,0
670,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
671,3,7,6,5,2,4,1,3765241,1,orange,1,4,4,2,0
672,7,6,5,4,3,1,2,7654312,2,sacramento,NA,NA,NA,NA,NA
673,7,6,5,3,4,2,1,7653421,2,sacramento,2,1,1,4,0
674,6,7,5,3,4,1,2,6753412,1,los angeles,1,4,5,5,0
675,1,7,6,4,2,3,5,1764235,1,los angeles,NA,NA,NA,NA,NA
676,2,1,3,4,5,7,6,2134576,0,sacramento,2,5,2,4,1
677,2,7,6,5,4,3,1,2765431,1,orange,3,3,3,4,0
678,7,3,1,4,2,5,6,7314256,0,los angeles,4,2,3,3,1
679,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
680,7,3,2,1,4,5,6,7321456,1,sacramento,1,1,4,5,0
681,6,7,5,4,1,2,3,6754123,0,orange,2,1,2,5,0
682,7,3,2,4,1,6,5,7324165,2,riverside,NA,NA,NA,NA,NA
683,2,1,3,7,4,6,5,2137465,1,los angeles,3,3,4,2,0
684,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,1,1,7,2,0
685,7,6,5,3,4,1,2,7653412,1,sacramento,2,1,4,3,0
686,1,7,6,3,4,2,5,1763425,1,orange,2,1,4,3,0
687,1,7,6,4,3,5,2,1764352,1,riverside,3,1,4,2,0
688,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
689,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,NA,NA,NA,NA,NA
690,6,7,5,4,3,1,2,6754312,2,los angeles,2,1,2,3,0
691,6,7,5,4,1,3,2,6754132,0,sacramento,2,1,1,3,0
692,7,3,6,4,5,1,2,7364512,0,sacramento,4,1,NA,4,0
693,6,7,5,4,3,2,1,6754321,0,sacramento,2,1,NA,4,0
694,5,3,7,1,6,2,4,5371624,2,los angeles,1,1,1,2,1
695,6,7,4,1,2,5,3,6741253,1,sacramento,1,1,4,2,0
696,7,3,1,2,5,4,6,7312546,2,sacramento,1,1,6,3,0
697,5,7,6,3,4,1,2,5763412,2,sacramento,2,5,2,3,0
698,7,6,5,4,2,3,1,7654231,1,sacramento,2,1,5,3,0
699,5,7,6,3,4,1,2,5763412,0,orange,1,4,6,4,0
700,6,7,5,3,4,2,1,6753421,2,sacramento,1,1,6,5,0
701,1,7,6,5,4,3,2,1765432,1,sacramento,2,1,2,4,0
702,2,7,6,3,5,1,4,2763514,0,orange,NA,NA,NA,NA,NA
703,5,7,6,4,3,2,1,5764321,2,los angeles,2,2,2,3,0
704,1,7,6,5,4,3,2,1765432,1,sacramento,2,4,5,3,0
705,7,1,4,5,3,2,6,7145326,1,sacramento,3,3,4,5,0
706,3,1,4,5,2,7,6,3145276,1,orange,3,1,4,4,0
707,7,1,2,3,4,6,5,7123465,1,riverside,4,1,5,3,1
708,7,1,2,4,3,5,6,7124356,2,riverside,1,1,6,3,0
709,3,7,6,4,5,2,1,3764521,2,sacramento,2,4,NA,4,0
710,1,7,6,4,5,3,2,1764532,1,sacramento,4,1,4,3,0
711,7,6,5,3,4,2,1,7653421,0,sacramento,3,1,4,3,0
712,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,1,1,4,3,0
713,7,6,5,4,2,3,1,7654231,2,sacramento,2,4,NA,4,0
714,1,3,6,2,4,5,7,1362457,2,riverside,4,1,2,2,1
715,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,NA,NA,NA,NA,NA
716,6,5,7,3,2,1,4,6573214,0,sacramento,3,3,NA,4,0
717,7,1,2,3,4,6,5,7123465,0,orange,1,3,6,3,0
718,1,2,7,3,5,6,4,1273564,0,sacramento,3,1,NA,2,0
719,6,7,3,4,2,1,5,6734215,1,sacramento,3,2,4,2,1
720,7,1,2,3,4,6,5,7123465,0,sacramento,1,1,7,3,0
721,6,7,5,4,3,1,2,6754312,1,sacramento,3,1,5,3,0
722,2,7,5,4,6,1,3,2754613,1,riverside,2,2,4,4,0
723,3,7,5,4,6,2,1,3754621,1,sacramento,2,1,1,4,0
724,2,7,3,4,5,6,1,2734561,0,sacramento,2,4,3,4,0
725,7,1,2,5,4,3,6,7125436,1,sacramento,1,1,5,5,1
726,1,7,6,5,3,2,4,1765324,1,los angeles,2,1,6,3,1
727,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,3,1,NA,2,0
728,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
729,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,1,1,4,3,0
730,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,NA,NA,NA,NA,NA
731,7,1,2,4,3,6,5,7124365,2,orange,1,1,6,2,0
732,6,7,5,3,4,1,2,6753412,2,los angeles,2,1,4,4,0
733,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,6,5,0
734,5,7,6,4,3,1,2,5764312,1,sacramento,2,2,NA,3,0
735,2,7,6,4,5,3,1,2764531,1,los angeles,2,4,2,4,0
736,5,7,6,4,3,2,1,5764321,0,orange,2,4,2,3,0
737,7,6,5,2,4,1,3,7652413,2,sacramento,4,1,4,3,0
738,6,7,5,4,3,2,1,6754321,2,riverside,1,1,6,2,0
739,7,6,5,4,3,2,1,7654321,1,sacramento,NA,NA,NA,NA,NA
740,5,7,6,3,4,2,1,5763421,1,sacramento,2,2,2,3,0
741,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,1,1,6,3,0
742,5,7,6,4,3,2,1,5764321,0,orange,3,3,NA,2,0
743,5,7,2,3,6,1,4,5723614,2,sacramento,1,1,5,4,0
744,7,6,2,1,3,4,5,7621345,0,sacramento,1,1,6,5,0
745,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,2,4,4,3,0
746,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
747,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,NA,NA,NA,NA,NA
748,6,7,5,3,4,2,1,6753421,0,sacramento,2,1,4,5,0
749,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,NA,NA,NA,NA,NA
750,7,6,4,1,2,3,5,7641235,1,sacramento,1,1,6,2,0
751,NA,NA,NA,NA,NA,NA,NA,-------,2,los angeles,NA,NA,NA,NA,NA
752,2,7,6,5,3,4,1,2765341,2,los angeles,2,1,3,3,0
753,1,7,6,4,5,2,3,1764523,0,los angeles,2,3,3,3,0
754,1,7,6,5,2,4,3,1765243,1,sacramento,2,1,4,2,0
755,3,2,4,5,7,1,6,3245716,1,sacramento,NA,NA,NA,NA,NA
756,6,7,5,3,4,2,1,6753421,1,sacramento,2,1,4,4,0
757,6,7,4,3,1,5,2,6743152,1,sacramento,3,1,4,3,0
758,3,1,2,5,7,4,6,3125746,0,sacramento,2,1,2,4,1
759,7,6,3,5,2,1,4,7635214,2,sacramento,1,1,6,4,0
760,6,7,3,4,5,2,1,6734521,2,sacramento,2,4,4,4,0
761,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,2,2,NA,3,0
762,7,5,6,4,3,2,1,7564321,0,sacramento,1,1,4,5,0
763,5,7,6,1,4,2,3,5761423,2,orange,4,1,NA,3,0
764,1,7,6,4,5,3,2,1764532,2,sacramento,2,2,4,3,0
765,3,4,2,5,1,7,6,3425176,1,los angeles,2,2,1,2,1
766,1,7,6,5,4,3,2,1765432,0,orange,2,4,4,5,0
767,5,6,7,3,4,2,1,5673421,0,riverside,1,1,4,3,1
768,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
769,7,1,2,4,3,6,5,7124365,1,sacramento,3,1,6,4,0
770,7,6,1,4,2,5,3,7614253,2,riverside,4,1,4,2,0
771,7,6,5,3,4,2,1,7653421,0,los angeles,2,1,4,4,0
772,7,6,5,3,4,1,2,7653412,2,los angeles,2,1,NA,3,0
773,4,5,6,3,1,7,2,4563172,2,orange,2,3,NA,2,0
774,4,7,6,5,3,2,1,4765321,0,sacramento,2,2,4,4,0
775,7,2,1,6,5,3,4,7216534,2,sacramento,2,1,4,5,0
776,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
777,1,7,6,4,5,3,2,1764532,0,sacramento,2,1,2,3,0
778,7,6,5,3,4,1,2,7653412,2,sacramento,2,1,4,5,0
779,6,7,5,3,1,2,4,6753124,0,riverside,2,1,5,3,0
780,1,7,5,3,4,6,2,1753462,1,los angeles,NA,NA,NA,NA,NA
781,5,7,6,3,4,2,1,5763421,0,riverside,1,3,NA,2,0
782,6,7,1,3,5,2,4,6713524,2,orange,2,1,4,2,0
783,6,7,5,3,4,2,1,6753421,0,riverside,2,4,NA,4,0
784,7,6,5,3,4,2,1,7653421,2,los angeles,2,1,4,3,0
785,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,1,5,6,3,0
786,5,7,6,4,3,2,1,5764321,0,los angeles,2,1,2,5,0
787,4,7,6,3,5,1,2,4763512,2,orange,NA,NA,NA,NA,NA
788,5,7,6,2,4,1,3,5762413,0,sacramento,2,1,NA,3,0
789,4,6,7,3,5,2,1,4673521,1,riverside,1,1,4,5,0
790,7,6,5,3,2,4,1,7653241,0,sacramento,2,1,NA,2,0
791,5,7,6,1,4,3,2,5761432,0,orange,1,3,7,3,0
792,1,7,5,4,3,2,6,1754326,1,sacramento,2,2,2,3,1
793,5,7,6,3,4,1,2,5763412,1,sacramento,2,5,3,3,0
794,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,NA,NA,NA,NA,NA
795,7,6,5,3,4,2,1,7653421,0,sacramento,2,1,4,3,0
796,4,6,7,2,3,5,1,4672351,1,los angeles,2,2,2,3,0
797,4,7,6,1,5,3,2,4761532,1,sacramento,2,1,4,5,0
798,4,7,6,3,5,2,1,4763521,2,riverside,4,3,3,3,0
799,6,7,5,4,1,2,3,6754123,1,riverside,3,1,4,3,0
800,1,7,6,3,5,4,2,1763542,1,sacramento,4,2,NA,2,0
801,1,6,4,2,3,5,7,1642357,0,los angeles,1,1,NA,2,0
802,6,7,5,4,3,2,1,6754321,1,los angeles,1,1,6,3,0
803,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,2,2,2,4,0
804,7,2,1,5,3,4,6,7215346,0,sacramento,2,1,1,3,0
805,7,6,5,4,3,2,1,7654321,2,sacramento,2,1,3,4,1
806,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
807,7,6,5,4,3,2,1,7654321,0,orange,2,1,2,3,0
808,6,7,3,5,4,2,1,6735421,2,los angeles,1,1,6,3,0
809,6,7,5,4,3,2,1,6754321,2,sacramento,2,1,4,4,0
810,6,7,5,2,1,4,3,6752143,1,orange,1,1,6,4,0
811,6,5,2,3,1,4,7,6523147,2,riverside,4,1,6,5,0
812,6,3,1,7,2,4,5,6317245,1,sacramento,1,1,6,5,1
813,1,7,2,6,5,3,4,1726534,2,orange,2,1,1,4,0
814,7,6,1,3,4,5,2,7613452,1,riverside,4,4,6,4,0
815,6,7,5,1,4,3,2,6751432,0,riverside,4,1,NA,3,0
816,6,7,5,3,4,2,1,6753421,2,sacramento,2,1,1,5,0
817,5,4,3,1,2,6,7,5431267,1,orange,2,4,6,4,0
818,7,6,5,2,4,3,1,7652431,2,los angeles,2,4,4,5,0
819,1,2,6,3,5,4,7,1263547,0,riverside,NA,NA,NA,NA,NA
820,7,6,5,2,4,3,1,7652431,2,sacramento,4,1,NA,3,0
821,6,2,5,1,3,7,4,6251374,1,orange,2,1,4,4,0
822,1,7,6,3,5,4,2,1763542,1,riverside,NA,NA,NA,NA,0
823,4,7,1,2,6,3,5,4712635,2,orange,2,1,7,3,0
824,6,7,5,1,4,3,2,6751432,0,sacramento,3,5,NA,3,0
825,2,1,4,5,3,6,7,2145367,1,sacramento,2,1,3,3,0
826,1,7,6,4,5,3,2,1764532,2,orange,2,4,2,4,0
827,7,6,3,2,5,4,1,7632541,0,riverside,2,3,NA,3,0
828,7,2,3,6,1,5,4,7236154,0,sacramento,2,4,3,4,0
829,7,6,5,4,3,2,1,7654321,0,sacramento,3,1,NA,4,1
830,6,7,5,4,3,2,1,6754321,1,los angeles,2,1,2,5,0
831,6,2,3,4,5,7,1,6234571,1,los angeles,2,1,4,4,0
832,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
833,7,6,5,3,4,2,1,7653421,2,riverside,4,1,NA,3,0
834,1,7,6,2,5,3,4,1762534,0,riverside,2,2,3,2,1
835,7,6,5,3,4,2,1,7653421,0,riverside,1,3,6,2,0
836,1,7,5,4,3,6,2,1754362,1,riverside,2,2,4,4,0
837,6,7,2,4,1,3,5,6724135,0,orange,2,1,4,2,0
838,1,7,6,3,4,5,2,1763452,0,sacramento,NA,NA,NA,NA,NA
839,1,7,6,3,4,5,2,1763452,0,riverside,4,3,NA,3,0
840,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,5,3,1
841,1,7,6,4,2,3,5,1764235,1,sacramento,1,1,4,4,0
842,1,7,6,5,4,3,2,1765432,1,riverside,2,2,2,3,0
843,7,6,5,4,3,2,1,7654321,1,sacramento,1,1,6,5,0
844,NA,NA,NA,NA,NA,NA,NA,-------,0,riverside,1,1,2,2,1
845,6,7,5,4,3,2,1,6754321,0,sacramento,1,1,5,4,0
846,7,1,4,3,2,6,5,7143265,2,los angeles,1,1,3,2,0
847,4,7,6,5,3,2,1,4765321,1,orange,3,1,2,3,0
848,6,1,2,7,5,4,3,6127543,0,sacramento,1,1,6,3,1
849,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,1,1,6,4,0
850,6,7,4,3,5,1,2,6743512,2,sacramento,2,1,3,4,0
851,1,5,6,2,3,7,4,1562374,1,sacramento,NA,NA,NA,NA,NA
852,5,7,6,2,4,1,3,5762413,1,riverside,3,1,NA,2,0
853,7,1,6,5,2,4,3,7165243,2,sacramento,1,1,7,3,0
854,1,7,6,5,4,3,2,1765432,0,riverside,3,3,4,1,0
855,4,7,3,2,1,6,5,4732165,0,sacramento,1,1,6,3,0
856,7,6,5,3,4,1,2,7653412,2,sacramento,2,1,4,5,0
857,7,6,5,4,3,2,1,7654321,2,sacramento,2,1,2,5,0
858,6,7,5,2,3,4,1,6752341,1,riverside,3,1,4,4,1
859,3,7,6,5,4,2,1,3765421,1,orange,1,3,4,4,1
860,3,1,2,4,7,6,5,3124765,1,riverside,2,3,2,3,0
861,5,7,6,1,4,3,2,5761432,0,sacramento,2,1,2,4,0
862,7,6,5,4,2,3,1,7654231,2,riverside,1,1,5,3,0
863,7,6,5,3,4,2,1,7653421,1,riverside,NA,NA,NA,NA,NA
864,1,6,5,2,4,7,3,1652473,2,los angeles,2,1,4,4,0
865,1,7,6,4,3,5,2,1764352,0,sacramento,2,1,2,3,0
866,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
867,4,1,2,6,5,3,7,4126537,0,orange,3,1,2,4,0
868,7,6,5,2,1,4,3,7652143,2,sacramento,1,1,6,3,0
869,6,7,4,2,3,5,1,6742351,0,orange,1,4,6,5,1
870,2,7,6,5,4,3,1,2765431,0,los angeles,2,4,2,4,0
871,7,6,5,2,3,1,4,7652314,2,orange,1,3,6,3,0
872,5,7,6,3,4,2,1,5763421,0,sacramento,3,1,4,3,0
873,7,3,2,5,1,4,6,7325146,2,sacramento,1,3,6,5,1
874,7,3,1,5,2,4,6,7315246,1,sacramento,1,1,6,4,1
875,7,6,1,5,2,4,3,7615243,1,sacramento,2,4,5,4,0
876,1,7,6,5,4,3,2,1765432,0,sacramento,2,2,2,4,0
877,6,7,5,4,3,1,2,6754312,1,orange,1,3,5,3,0
878,7,1,2,3,4,6,5,7123465,0,riverside,1,1,7,2,0
879,7,6,5,3,4,2,1,7653421,2,sacramento,4,1,5,5,0
880,1,7,2,4,5,3,6,1724536,2,orange,2,1,4,3,0
881,6,2,3,1,4,7,5,6231475,2,sacramento,2,1,2,5,1
882,2,7,6,5,3,4,1,2765341,2,sacramento,2,2,NA,3,0
883,7,6,5,3,4,2,1,7653421,0,sacramento,NA,NA,NA,NA,NA
884,1,7,6,5,3,2,4,1765324,1,riverside,1,1,5,3,1
885,6,7,5,4,3,2,1,6754321,0,sacramento,2,1,4,4,0
886,6,7,5,3,4,1,2,6753412,2,los angeles,2,4,4,4,0
887,6,3,5,1,7,2,4,6351724,0,sacramento,2,1,4,5,0
888,7,6,2,5,1,3,4,7625134,0,sacramento,1,1,6,3,0
889,1,4,2,3,5,6,7,1423567,0,los angeles,2,1,4,5,0
890,7,1,2,4,3,5,6,7124356,1,sacramento,NA,NA,NA,NA,NA
891,7,4,1,3,2,5,6,7413256,2,los angeles,1,1,1,4,1
892,6,7,5,3,4,2,1,6753421,2,los angeles,2,1,1,3,0
893,7,3,1,5,2,4,6,7315246,1,sacramento,3,1,6,4,0
894,5,7,6,4,3,2,1,5764321,2,los angeles,2,2,4,3,0
895,1,2,4,6,3,7,5,1246375,2,riverside,2,3,2,1,0
896,6,7,5,1,3,2,4,6751324,1,riverside,NA,NA,NA,NA,NA
897,7,6,5,2,4,1,3,7652413,1,sacramento,1,1,NA,4,0
898,1,7,6,4,5,3,2,1764532,1,orange,3,1,4,4,0
899,7,6,2,3,1,5,4,7623154,2,sacramento,1,1,6,3,1
900,6,7,5,4,3,1,2,6754312,1,sacramento,1,1,6,4,0
901,3,1,4,7,2,5,6,3147256,0,sacramento,1,2,7,2,1
902,1,7,6,4,5,2,3,1764523,1,los angeles,1,1,5,2,0
903,7,3,2,4,1,6,5,7324165,0,riverside,1,4,6,5,1
904,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
905,1,7,6,4,5,3,2,1764532,0,los angeles,2,3,4,3,0
906,1,7,4,3,5,2,6,1743526,1,sacramento,4,5,NA,3,1
907,6,7,4,3,5,2,1,6743521,0,los angeles,2,1,NA,1,1
908,6,7,4,2,3,1,5,6742315,2,riverside,4,2,3,5,1
909,6,7,5,3,4,2,1,6753421,0,sacramento,2,1,4,4,0
910,2,6,1,7,4,3,5,2617435,2,sacramento,NA,NA,NA,NA,NA
911,7,6,5,4,3,2,1,7654321,2,orange,2,3,4,3,0
912,1,7,6,4,5,2,3,1764523,0,los angeles,2,3,3,4,0
913,2,6,5,4,1,7,3,2654173,2,riverside,NA,NA,NA,NA,NA
914,7,3,2,5,1,6,4,7325164,1,sacramento,1,1,5,2,0
915,5,7,6,3,4,2,1,5763421,0,sacramento,2,2,2,4,0
916,7,6,5,1,3,4,2,7651342,0,sacramento,1,1,6,4,0
917,6,7,5,3,4,2,1,6753421,0,sacramento,2,4,5,4,0
918,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
919,7,6,5,3,4,2,1,7653421,1,orange,NA,NA,NA,NA,NA
920,7,6,5,4,3,2,1,7654321,2,los angeles,2,4,NA,3,0
921,1,6,7,2,5,4,3,1672543,2,los angeles,2,1,5,3,0
922,6,7,5,3,4,2,1,6753421,1,orange,2,4,3,4,0
923,2,7,6,3,5,4,1,2763541,0,sacramento,2,1,2,3,0
924,6,7,5,3,4,2,1,6753421,2,orange,1,1,4,5,0
925,6,7,4,3,5,1,2,6743512,2,sacramento,2,1,3,5,0
926,7,6,5,3,4,2,1,7653421,1,sacramento,2,1,2,5,0
927,1,7,6,5,3,2,4,1765324,0,sacramento,2,1,2,3,0
928,6,7,5,4,3,2,1,6754321,2,riverside,2,1,3,3,0
929,7,6,4,3,2,1,5,7643215,2,riverside,3,1,4,3,0
930,7,4,1,2,3,5,6,7412356,2,orange,2,1,4,4,0
931,7,6,5,3,4,2,1,7653421,1,sacramento,3,1,NA,3,0
932,1,7,5,4,6,2,3,1754623,1,riverside,2,3,4,2,0
933,4,7,6,3,2,5,1,4763251,1,los angeles,2,2,4,2,0
934,7,6,5,4,3,2,1,7654321,2,orange,1,1,6,4,0
935,5,7,6,4,3,2,1,5764321,2,sacramento,2,4,4,3,0
936,7,1,2,6,3,5,4,7126354,1,sacramento,1,1,5,3,0
937,7,6,5,3,4,2,1,7653421,1,orange,1,4,5,3,0
938,1,5,7,6,4,3,2,1576432,1,riverside,2,3,6,2,0
939,3,2,7,5,1,6,4,3275164,2,sacramento,2,1,2,3,0
940,1,7,3,4,5,6,2,1734562,1,los angeles,2,3,2,2,0
941,7,6,3,5,2,4,1,7635241,1,sacramento,2,4,4,4,0
942,2,6,1,5,4,7,3,2615473,1,orange,4,1,3,5,1
